mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_lambda_2	param_lambda_1	param_alpha_2	param_alpha_1	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
2.4026520252227783	0.9547514891125991	0.14167547225952148	0.19397531992089675	0.0001	1e-07	1e-05	0.0001	{'lambda_2': 0.0001, 'lambda_1': 1e-07, 'alpha_2': 1e-05, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.486950922012329	0.6777134062233288	0.03108830451965332	0.018759752447905703	1e-07	1e-05	1e-07	1e-06	{'lambda_2': 1e-07, 'lambda_1': 1e-05, 'alpha_2': 1e-07, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.6036264896392822	0.8726268135058983	0.03778481483459473	0.04017172260036449	1e-05	1e-07	1e-05	1e-05	{'lambda_2': 1e-05, 'lambda_1': 1e-07, 'alpha_2': 1e-05, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.798051118850708	0.8525578925719686	0.07516131401062012	0.04312131001094413	0.0001	1e-07	1e-07	1e-05	{'lambda_2': 0.0001, 'lambda_1': 1e-07, 'alpha_2': 1e-07, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.3508080005645753	0.9247291230151657	0.03287372589111328	0.015129863990574356	0.001	1e-06	0.001	0.0001	{'lambda_2': 0.001, 'lambda_1': 1e-06, 'alpha_2': 0.001, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.604587030410767	0.6594422194125162	0.1909400463104248	0.19895430918247844	1e-07	1e-07	1e-07	0.0001	{'lambda_2': 1e-07, 'lambda_1': 1e-07, 'alpha_2': 1e-07, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.9570096015930174	1.1873209393054056	0.041963958740234376	0.01683339104982596	0.0001	1e-05	1e-05	1e-05	{'lambda_2': 0.0001, 'lambda_1': 1e-05, 'alpha_2': 1e-05, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.1507750511169434	0.3226967311865801	0.04108319282531738	0.01274113090498922	1e-07	0.001	1e-06	1e-05	{'lambda_2': 1e-07, 'lambda_1': 0.001, 'alpha_2': 1e-06, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.523887348175049	0.18093335194240354	0.027039623260498045	0.013281383150384088	1e-06	1e-06	1e-07	1e-07	{'lambda_2': 1e-06, 'lambda_1': 1e-06, 'alpha_2': 1e-07, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.553924036026001	1.1623954765632254	0.06454215049743653	0.04395679916246568	0.0001	1e-06	0.001	0.0001	{'lambda_2': 0.0001, 'lambda_1': 1e-06, 'alpha_2': 0.001, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.489234113693238	0.4437864160780971	0.1007627010345459	0.1107646615321292	1e-05	1e-06	0.001	0.001	{'lambda_2': 1e-05, 'lambda_1': 1e-06, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.1127606868743896	1.5630058022808417	0.03967409133911133	0.02160532930846093	1e-06	1e-05	1e-07	1e-05	{'lambda_2': 1e-06, 'lambda_1': 1e-05, 'alpha_2': 1e-07, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.492217493057251	0.7858707336996842	0.1329033374786377	0.15668762596686653	1e-05	0.001	1e-05	1e-07	{'lambda_2': 1e-05, 'lambda_1': 0.001, 'alpha_2': 1e-05, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.8325335502624513	0.9161600587656717	0.07975869178771973	0.0943786665631723	0.0001	1e-06	1e-06	1e-07	{'lambda_2': 0.0001, 'lambda_1': 1e-06, 'alpha_2': 1e-06, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.5746178150177004	1.1957114725159586	0.04858279228210449	0.04638575434098864	1e-06	1e-06	1e-05	0.001	{'lambda_2': 1e-06, 'lambda_1': 1e-06, 'alpha_2': 1e-05, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.194569540023804	1.8825075177133619	0.26267828941345217	0.36569593279419366	1e-06	1e-05	1e-05	1e-07	{'lambda_2': 1e-06, 'lambda_1': 1e-05, 'alpha_2': 1e-05, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.563052749633789	1.935922803558961	0.07038545608520508	0.03746059444214618	0.001	1e-07	1e-07	1e-06	{'lambda_2': 0.001, 'lambda_1': 1e-07, 'alpha_2': 1e-07, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.865067958831787	0.9560272202357203	0.07470521926879883	0.026636131422944513	0.001	1e-07	0.001	1e-07	{'lambda_2': 0.001, 'lambda_1': 1e-07, 'alpha_2': 0.001, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.5711989402770996	0.6293165136254547	0.07134075164794922	0.0379251280997667	0.001	1e-07	1e-07	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-07, 'alpha_2': 1e-07, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.049126148223877	0.5441818458781853	0.044504308700561525	0.021387571636400232	0.0001	0.0001	1e-06	1e-07	{'lambda_2': 0.0001, 'lambda_1': 0.0001, 'alpha_2': 1e-06, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.3804150581359864	0.7710013201568513	0.06344780921936036	0.03132649344770893	1e-05	1e-05	1e-05	1e-06	{'lambda_2': 1e-05, 'lambda_1': 1e-05, 'alpha_2': 1e-05, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.273163414001465	0.19142576555672364	0.03842682838439941	0.01957214146685659	0.0001	1e-07	1e-05	0.001	{'lambda_2': 0.0001, 'lambda_1': 1e-07, 'alpha_2': 1e-05, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
