OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 13, 14, 15, 16, 17, 18, 19, 20)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#266920	SHORT-RIB THORACIC DYSPLASIA 9 WITH OR WITHOUT POLYDACTYLY; SRTD9		16p13.3		
#268130	REVESZ SYNDROME		14q12		
#268305	ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES		17q25.3		
#269150	SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME		18q12.3		
#269500	SCLEROSTEOSIS 1; SOST1		17q21.31		
#270200	SJOGREN-LARSSON SYNDROME; SLS		17p11.2		
#270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO; IGF1RES	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO, DUE TO INCREASED BINDING PROTEIN, INCLUDED	15q26.3		
#270550	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE; SACS		13q12.12		
#270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15		14q24.1		
#271900	CANAVAN DISEASE		17p13.2		
#271930	STRIATONIGRAL DEGENERATION, INFANTILE; SNDI		19q13.33		
#272430	CRISPONI/COLD-INDUCED SWEATING SYNDROME 1; CISS1		19p13.11		
#272800	TAY-SACHS DISEASE; TSD	TAY-SACHS DISEASE, JUVENILE, INCLUDED	15q23		
#273395	TETRAAMELIA SYNDROME 1; TETAMS1		17q21.31-q21.32		
#273800	GLANZMANN THROMBASTHENIA; GT		17q21.31, 17q21.32		
#274400	THYROID DYSHORMONOGENESIS 1; TDH1		19p13.11		
#274900	THYROID DYSHORMONOGENESIS 5; TDH5		15q21.1		
#275400	OLIVER-MCFARLANE SYNDROME; OMCS		19p13.2		
#275900	SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE; SPG20		13q13.3		
#276600	TYROSINEMIA, TYPE II; TYRSN2		16q22.2		
#276700	TYROSINEMIA, TYPE I; TYRSN1		15q25.1		
#277470	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A; PCH2A		17q25.1		
#277600	WEILL-MARCHESANI SYNDROME 1; WMS1		19p13.2		
#277900	WILSON DISEASE; WND		13q14.3		
#278730	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP D; XPD		19q13.32		
#278760	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF	XERODERMA PIGMENTOSUM, TYPE F/COCKAYNE SYNDROME, INCLUDED; XPF/CS, INCLUDED	16p13.12		
#278780	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP G; XPG	XERODERMA PIGMENTOSUM, TYPE G/COCKAYNE SYNDROME, INCLUDED; XPG/CS, INCLUDED	13q33.1		
#280000	COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME		17p11.2		
#600001	HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES; HDCA		18q11.2		
#605355	NEMALINE MYOPATHY 5; NEM5		19q13.42		
#605361	SPINOCEREBELLAR ATAXIA 14; SCA14		19q13.42		
#605589	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B2; CMT2B2		19q13.33		
#605637	MYOPATHY, PROXIMAL, WITH OPHTHALMOPLEGIA; MYPOP		17p13.1		
#605751	SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2		16p11.2		
#605822	SPONDYLOOCULAR SYNDROME; SOS		17q21.33		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#606054	PROPIONIC ACIDEMIA		3q22.3, 13q32.3		
#606159	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3		19q13.33		
#606164	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA15		19p13.2		
#606220	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE, FACIAL ANOMALIES, AND SPEECH DEFECTS; IDDSFAS		13q22.3		
#606438	HUNTINGTON DISEASE-LIKE 2; HDL2		16q24.2		
#606482	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2M, INCLUDED; CMT2M, INCLUDED	19p13.2		
#606593	LIG4 SYNDROME		13q33.3		
#606612	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 5; MDDGB5		19q13.32		
#606688	SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES		20p13		
#606744	SECKEL SYNDROME 2; SCKL2		18q11.2		
#606854	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP		16q21		
#606893	VASCULAR MALFORMATION, PRIMARY INTRAOSSEOUS		20q13.12		
#607236	HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION		20p13		
#607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 1; SCAN1		14q32.11		
#607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE; SPG7		16q24.3		
#607326	SMITH-MCCORT DYSPLASIA 1; SMC1		18q21.1		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607432	LISSENCEPHALY 1; LIS1	SUBCORTICAL LAMINAR HETEROTOPIA, INCLUDED; SCLH, INCLUDED	17p13.3		
#607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED	15q26.1		
#607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED	APHASIA, PRIMARY PROGRESSIVE, INCLUDED; PPA, INCLUDED	17q21.31		
#607596	PONTOCEREBELLAR HYPOPLASIA, TYPE 1A; PCH1A		14q32.2		
#607624	GRISCELLI SYNDROME, TYPE 2; GS2		15q21.3		
#607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		14q24.3		
#607822	ALZHEIMER DISEASE 3; AD	ALZHEIMER DISEASE, FAMILIAL, 3, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES, INCLUDED	14q24.2, 19q13.32		
#607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6		14q22.2		
#607944	SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION; SPENCDI		19p13.2		
#608097	PERIVENTRICULAR HETEROTOPIA WITH MICROCEPHALY, AUTOSOMAL RECESSIVE; ARPHM		20q13.13		
#608099	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 3; LGMDR3		17q21.33		
#608105	EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC		16p13.3		
#608149	KAGAMI-OGATA SYNDROME		14q32	14:89300000-107043718	
#608328	WEILL-MARCHESANI SYNDROME 2; WMS2		15q21.1		
#608393	MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE; MCPH6		13q12.12-q12.13		
#608443	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3; MRT3		19p13.12		
#608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K		16p13.3		
#608572	BURN-MCKEOWN SYNDROME; BMKS		18q23		
#608627	AMYOTROPHIC LATERAL SCLEROSIS 8; ALS8		20q13.32		
#608636	CHROMOSOME 15q11-q13 DUPLICATION SYNDROME	AUTISM, SUSCEPTIBILITY TO, 4, INCLUDED; AUTS4, INCLUDED	15q11	15:19000000-25500000	
#608768	SPINOCEREBELLAR ATAXIA 8; SCA8		13q21, 13q21.33		
#608779	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIe; CDG2E		16p12.2		
#608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E		20q13.13		
#608895	NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION; HNARMD	MACULAR DEGENERATION, AGE-RELATED, 3, INCLUDED; ARMD3, INCLUDED	14q32.12		
#608907	ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO; AD9		19p13.3		
#608931	MYASTHENIC SYNDROME, CONGENITAL, 4C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS4C		17p13.2		
#611490	OSTEOPETROSIS,  AUTOSOMAL RECESSIVE 4; OPTB4		16p13.3		
#611556	GLYCOGEN STORAGE DISEASE 0, MUSCLE; GSD0B		19q13.33		
#611560	JOUBERT SYNDROME 7; JBTS7		16q12.2		
#611561	MECKEL SYNDROME, TYPE 5; MKS5		16q12.2		
#611590	RENAL TUBULAR ACIDOSIS, DISTAL, 4, WITH HEMOLYTIC ANEMIA; DRTA4	RENAL TUBULAR ACIDOSIS, DISTAL, WITH NORMAL RED CELL MORPHOLOGY, INCLUDED	17q21.31		
#611762	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2; FCAS2		19q13.42		
#611773	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS; HANAC		13q34		
#611881	GLYCOGEN STORAGE DISEASE XII; GSD12		16p11.2		
#612020	SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39		19p13.2		
#612073	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5		13q14.2		
#612199	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1; CRMCC1		17p13.1		
#612301	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 7; OPTB7		18q21.33		
#612319	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE; SPG35		16q23.1		
#612390	PONTOCEREBELLAR HYPOPLASIA, TYPE 2C; PCH2C		19q13.42		
#612438	LEUKODYSTROPHY, HYPOMYELINATING, 6; HLD6		19p13.3		
#612462	PSEUDOHYPOPARATHYROIDISM, TYPE IC; PHP1C		20q13.32		
#612463	PSEUDOPSEUDOHYPOPARATHYROIDISM; PPHP		20q13.32		
#612541	NEUTROPENIA, SEVERE CONGENITAL, 4, AUTOSOMAL RECESSIVE; SCN4	DURSUN SYNDROME, INCLUDED	17q21.31		
#612626	CHROMOSOME 15q26-qter DELETION SYNDROME		15q26-qter	15:88500000-101991189	
#612674	POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT; PHARC		20p11.21		
#612714	EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS		20q11.21		
#612718	CEREBRAL CREATINE DEFICIENCY SYNDROME 3; CCDS3		15q21.1		
#612736	CEREBRAL CREATINE DEFICIENCY SYNDROME 2; CCDS2		19p13.3		
#612938	GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM; GDFD		16q12.2		
#612940	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB; ARCL2B		17q25.3		
#612952	AICARDI-GOUTIERES SYNDROME 5; AGS5		20q11.23		
#613026	CHROMOSOME 19q13.11 DELETION SYNDROME, DISTAL		19q13.11	19:31900000-35100000	
#613027	GLYCOGEN STORAGE DISEASE IXc; GSD9C		16p11.2		
#613075	MACS SYNDROME		20p11.23		
#613076	MYOPATHY, MITOCHONDRIAL PROGRESSIVE, WITH CONGENITAL CATARACT AND DEVELOPMENTAL DELAY; MPMCD		16p13.3		
#613150	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2; MDDGA2		14q24.3		
#613153	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5; MDDGA5		19q13.32		
#613156	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 2; MDDGB2		14q24.3		
#613158	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 2; MDDGC2		14q24.3		
#613163	GABA-TRANSAMINASE DEFICIENCY		16p13.2		
#613179	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY		14q11.2		
#613229	TRICHOTILLOMANIA; TTM		13q31.1		
#613239	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2; TTPP2		17p11.2		
#613254	TUBEROUS SCLEROSIS 2; TSC2	TSC2 ANGIOMYOLIPOMAS, RENAL, MODIFIER OF, INCLUDED	12q15, 16p13.3		
#613287	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2N; CMT2N		16q22.1		
#613320	SPONDYLOMETAPHYSEAL DYSPLASIA, MEGARBANE-DAGHER-MELKI TYPE; SMDMDM		16p13.3		
#613355	CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME		17q23.1-q23.2	17:59500000-63100000	
#613385	AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM; ADMFD		20q11.22		
#613402	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY; MCSZ		19q13.33		
#613404	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2; ARCS2		14q24.3		
#613406	WITTEVEEN-KOLK SYNDROME; WITKOS	CHROMOSOME 15q24 DELETION SYNDROME, INCLUDED	15q24.2		
#613454	RETT SYNDROME, CONGENITAL VARIANT		14q12		
#613457	CHROMOSOME 14q11-q22 DELETION SYNDROME		14q11-q22	14:17200000-57600000	
#613458	CHROMOSOME 16p13.3 DUPLICATION SYNDROME		16p13.3		
#613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY		19q13.11		
#613489	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj; CDG2J		16q22.1		
#609180	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If; CDG1F		17p13.1		
#609273	NEMALINE MYOPATHY 6; NEM6		15q22.31		
#609306	SPINOCEREBELLAR ATAXIA 26; SCA26		19p13.3		
#609307	SPINOCEREBELLAR ATAXIA 27; SCA27		13q33.1		
#609340	SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE; SPG28		14q22.1		
#609637	HOLOPROSENCEPHALY 5; HPE5		13q32.3		
#609640	FRIAS SYNDROME		14q22.1-q22.3	14:50400000-57600000	
#609968	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 5; HHF5		19p13.2		
#610090	PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY; PNPOD		17q21.32		
#610125	MICROPHTHALMIA, SYNDROMIC 5; MCOPS5	RETINAL DYSTROPHY, EARLY-ONSET, WITH OR WITHOUT PITUITARY DYSFUNCTION, INCLUDED	14q22.3		
#610131	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4; PEOA4		17q23.3		
#610181	AICARDI-GOUTIERES SYNDROME 2; AGS2		13q14.3		
#610185	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2; CAMRQ2		17p13.3		
#610204	PONTOCEREBELLAR HYPOPLASIA, TYPE 5; PCH5		17q25.1		
#610245	SPINOCEREBELLAR ATAXIA 23; SCA23		20p13		
#610246	SPINOCEREBELLAR ATAXIA 28; SCA28		18p11.21		
#610333	AICARDI-GOUTIERES SYNDROME 4; AGS4		19p13.13		
#610443	KOOLEN-DE VRIES SYNDROME; KDVS		17q21.31		
#610489	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1; PPNAD1		17q24.2		
#610536	MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA		17q21.31		
#610678	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 4; COXPD4		16p11.2		
#610687	NEMALINE MYOPATHY 7; NEM7		14q13.1		
#610756	CEREBROOCULOFACIOSKELETAL SYNDROME 2; COFS2		19q13.32		
#610758	CEREBROOCULOFACIOSKELETAL SYNDROME 4; COFS4		19q13.32		
#610883	POTOCKI-LUPSKI SYNDROME; PTLS		17p11.2	17:16100000-22700000	
#610954	PITT-HOPKINS SYNDROME; PTHS		18q21.2		
#610965	XFE PROGEROID SYNDROME; XFEPS		16p13.12		
#610978	CHOREOATHETOSIS AND CONGENITAL HYPOTHYROIDISM WITH OR WITHOUT PULMONARY DYSFUNCTION; CAHTP		14q13.3		
#611087	POLYHYDRAMNIOS, MEGALENCEPHALY, AND SYMPTOMATIC EPILEPSY; PMSE		17q23.3		
#611174	HAMAMY SYNDROME; HMMS		16q12.2		
#611209	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIg; CDG2G		17q25.1		
#611302	SPASTIC ATAXIA 2, AUTOSOMAL RECESSIVE; SPAX2		17p13.2		
#611431	LEGIUS SYNDROME; LGSS		15q14		
#613604	CHROMOSOME 16p12.2-p11.2 DELETION SYNDROME, 7.1- TO 8.7-MB		16p12.2-p11.2	16:21200000-35300000	
#613640	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC; HSAN1C		14q24.3		
#613641	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B; CMTRIB		16q23.1		
#613661	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip; CDG1P		13q14.3		
#613662	MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B		15q26.1		
#613675	CHROMOSOME 17q11.2 DELETION SYNDROME, 1.4-MB		17q11.2	17:27400000-33500000	
#613676	SECKEL SYNDROME 4; SCKL4		13q12.12-q12.13		
#613680	BEAULIEU-BOYCOTT-INNES SYNDROME; BBIS		16p13.3		
#613686	SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE; SCDO4		17p13.1		
#613708	NEUROPATHY, HEREDITARY SENSORY, TYPE ID; HSN1D		14q22.1		
#613710	THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4		17q25.1		
#613717	TREACHER COLLINS SYNDROME 2; TCS2		13q12.2		
#613720	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 7; DEE7		20q13.33		
#613722	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 12; DEE12		20p12.3		
#613744	SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE; SPG51		15q21.2		
#613752	HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY		20q11.22		
#613776	CHROMOSOME 17p13.1 DELETION SYNDROME		17p13.1	17:6500000-10800000	
#613803	MEIER-GORLIN SYNDROME 3; MGORS3		16q11.2		
#613804	MEIER-GORLIN SYNDROME 4; MGORS4		16q24.3		
#613805	MEIER-GORLIN SYNDROME 5; MGORS5		17q21.2		
#613823	SECKEL SYNDROME 5; SCKL5		15q21.1		
#613845	HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME; HUPRAS		19q13.2		
#613854	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 6; CHTD6		19p13.11		
#613884	CHROMOSOME 13q14 DELETION SYNDROME		13q14	13:39500000-54700000	
#613908	SPINOCEREBELLAR ATAXIA 35; SCA35		20p13		
#613982	OSTEOGENESIS IMPERFECTA, TYPE VI; OI6		17p13.3		
#613986	PITUITARY HORMONE DEFICIENCY, COMBINED, 6; CPHD6		14q22.3		
#613990	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 3; DKCA3		14q12		
#614018	EPILEPSY, PROGRESSIVE MYOCLONIC, 6; EPM6		17q21.32		
#614019	LISSENCEPHALY 4; LIS4		16p13.11		
#614020	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14		19p13.12		
#614039	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1; CDCBM1		16q24.3		
#614053	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3; MC5DN3		20q13.32		
#614067	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE; SPG52		14q12		
#614080	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1; MCAHS1		18q21.33		
#614105	METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; MMSDHD		14q24.3		
#614116	NEUROPATHY, HEREDITARY SENSORY, TYPE IE; HSN1E		19p13.2		
#614120	HYDROLETHALUS SYNDROME 2; HLS2		15q26.1		
#614129	PERRAULT SYNDROME 3; PRLTS3		19p13.3		
#614153	SPINOCEREBELLAR ATAXIA 36; SCA36		20p13		
#614163	DELAYED SLEEP PHASE DISORDER, SUSCEPTIBILITY TO; DSPD		17q25	17:72900000-83257441	
#614175	MECKEL SYNDROME, TYPE 10; MKS10	JOUBERT SYNDROME 34, INCLUDED; JBTS34, INCLUDED	19q13.2		
#614198	MYASTHENIC SYNDROME, CONGENITAL, 16; CMS16		17q23.3		
#614203	PARKINSON DISEASE 17; PARK17		16q11.2		
#614209	MECKEL SYNDROME, TYPE 9; MKS9		17p11.2		
#614219	ADAMS-OLIVER SYNDROME 2; AOS2		19p13.2		
#614228	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O; CMT2O		14q32.31		
#614231	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS		18q21.1		
#614257	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11; MRD11		20q11.23		
#614294	CHROMOSOME 15q25 DELETION SYNDROME		15q25	15:78000000-88500000	
#614298	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4		19q12		
#614322	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12; SCAR12		16q23.1-q23.2		
#614326	FEINGOLD SYNDROME 2; FGLDS2		13q31.3		
#614340	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27; MRT27		15q26.3		
#614369	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS; PNMHH		19q13.33		
#614450	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6; CHNG6		17q21.1		
#614455	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E; CMTDIE		14q32.33		
#614483	BRAIN SMALL VESSEL DISEASE 2; BSVD2		13q34		
#614487	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE; SPAX5		18p11.21		
#614508	MIRROR MOVEMENTS 2; MRMV2		15q15.1		
#614526	CHROMOSOME 17q12 DUPLICATION SYNDROME		17q12	17:33500000-39800000	
#614527	CHROMOSOME 17q12 DELETION SYNDROME		17q12	17:33500000-39800000	
#614541	CHROMOSOME 16q22 DELETION SYNDROME		16q22	16:66600000-74100000	
#614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC		17p13.1		
#614563	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13; MRD13		14q32.31		
#614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L		13q14.11		
#614583	BARAITSER-WINTER SYNDROME 2; BRWS2		17q25.3		
#614609	COFFIN-SIRIS SYNDROME 4; CSS4		19p13.2		
#614650	COENZYME Q10 DEFICIENCY, PRIMARY, 6; COQ10D6		14q24.3		
#614654	COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5		16q21		
#614706	CEROID LIPOFUSCINOSIS, NEURONAL, 11; CLN11		17q21.31		
#614744	FACIAL PARESIS, HEREDITARY CONGENITAL, 3; HCFP3		17q21.32		
#614748	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL; ILNEB		17q21.33		
#614753	SOTOS SYNDROME 2; SOTOS2		19p13.13		
#614782	TREMOR, HEREDITARY ESSENTIAL, 4; ETM4		16p11.2		
#614807	MYOPATHY, CENTRONUCLEAR, 4; CNM4		16p13.3		
#614820	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2; AHC2		19q13.2		
#614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES; MSSP		18q22.2		
#614844	NEPHRONOPHTHISIS 14; NPHP14	JOUBERT SYNDROME 19, INCLUDED; JBTS19, INCLUDED	16q12.1		
#614850	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6; IIAE6		19p13.3		
#614851	SECKEL SYNDROME 7; SCKL7		14q22.1		
#614852	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE; MCPH9		15q21.1		
#614857	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE; MAHCJ		14q24.3		
#614859	PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER); PBD3A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 3, INCLUDED; CG3, INCLUDED	17q12		
#614869	USHER SYNDROME, TYPE IJ; USH1J		15q25.1		
#614895	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F; CMT4F		19q13.2		
#614924	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12; COXPD12		16p12.2		
#614937	MYOCLONUS, FAMILIAL, 1; MYOCL1		16q22.1		
#614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15		15q22.31		
#614961	PONTOCEREBELLAR HYPOPLASIA, TYPE 8; PCH8		16q24.3		
#614970	JOUBERT SYNDROME 20; JBTS20		16q23.1		
#614976	CARPENTER SYNDROME 2; CRPT2		19q13.2		
#615031	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE; SPG49		14q32.31		
#615032	AUTISM, SUSCEPTIBILITY TO, 18; AUTS18		14q11.2		
#615043	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE; SPG43		19q12		
#615073	DYSTONIA 25; DYT25		18p11.21		
#615084	MITOCHONDRIAL DNA DEPLETION SYNDROME 11; MTDPS11		20p11.23		
#615095	MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE; MCPH10		20q13.12		
#615157	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2; MC3DN2		17p12		
#615160	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5; MC3DN5		16p12.2		
#615190	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5; DKCB5	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 4, INCLUDED; DKCA4, INCLUDED	20q13.33		
#615217	ATAXIA-OCULOMOTOR APRAXIA 3; AOA3		17p13.1		
