OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: X, Y)'
Downloaded:	Nov 17, 2020
#308050	CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS		Xq28		
#308100	ICHTHYOSIS, X-LINKED; XLI	ICHTHYOSIS, X-LINKED, COMPLICATED, INCLUDED	Xp22.31		
#308205	IFAP SYNDROME 1, WITH OR WITHOUT BRESHECK SYNDROME; IFAP1		Xp22.12		
#308230	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 1; HIGM1		Xq26.3		
#308240	LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1; XLP1		Xq25		
#308300	INCONTINENTIA PIGMENTI; IP		Xq28		
#308350	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 1; DEE1		Xp21.3		
#308700	HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA; HH1		Xp22.31		
#308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED; KFSDX		Xp22.12		
#308940	LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME; DL-ATS				
#308990	PROTEINURIA, LOW MOLECULAR WEIGHT, WITH HYPERCALCIURIA AND NEPHROCALCINOSIS		Xp11.23		
#309000	LOWE OCULOCEREBRORENAL SYNDROME; OCRL		Xq26.1		
#309120	SPERMATOGENIC FAILURE, X-LINKED, 2; SPGFX2		Xq13.1		
#309300	MEGALOCORNEA; MGC1		Xq23		
#309350	MELNICK-NEEDLES SYNDROME; MNS		Xq28		
#309400	MENKES DISEASE; MNK		Xq21.1		
#309500	RENPENNING SYNDROME 1; RENS1		Xp11.23		
#309510	PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME; PRTS		Xp21.3		
#309520	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUJAN-FRYNS TYPE; MRXSLF		Xq13.1		
#309530	MENTAL RETARDATION, X-LINKED 1; MRX1		Xp11.22		
#309541	METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE		Xq28		
#309548	MENTAL RETARDATION, X-LINKED, ASSOCIATED WITH FRAGILE SITE FRAXE		Xq28		
#309549	MENTAL RETARDATION, X-LINKED 9; MRX9		Xp11.23		
#309580	MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1; MRXHF1		Xq21.1		
#309583	MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR		Xp22.11		
#309585	WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME; WTS		Xq12		
#309590	MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURNER TYPE; MRXST		Xp11.22		
#309630	METACARPAL 4-5 FUSION; MF4		Xq21.1		
#309800	MICROPHTHALMIA, SYNDROMIC 1; MCOPS1		Xq28		
#309801	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 1; LSDMCA1		Xp22.2		
#309900	MUCOPOLYSACCHARIDOSIS, TYPE II; MPS2		Xq28		
#310200	MUSCULAR DYSTROPHY, DUCHENNE TYPE; DMD		Xp21.2-p21.1		
#310300	EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED; EDMD1		Xq28		
#310400	MYOPATHY, CENTRONUCLEAR, X-LINKED; CNMX		Xq28		
#310440	MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY; MEAX		Xq28		
#310468	NEPHROLITHIASIS, X-LINKED RECESSIVE, WITH RENAL FAILURE; XRN		Xp11.23		
#310490	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 4, WITH OR WITHOUT CEREBELLAR ATAXIA; CMTX4		Xq26.1		
#310500	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A; CSNB1A	NYCTALOPIA, INCLUDED	Xp11.4		
#310600	NORRIE DISEASE; ND		Xp11.3		
#310700	NYSTAGMUS 1, CONGENITAL, X-LINKED; NYS1	NYSTAGMUS, INFANTILE PERIODIC ALTERNATING, X-LINKED, INCLUDED; XIPAN, INCLUDED	Xq26.2		
#311070	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 5; CMTX5		Xq22.3		
#311200	OROFACIODIGITAL SYNDROME I; OFD1		Xp22.2		
#311250	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO		Xp11.4		
#311300	OTOPALATODIGITAL SYNDROME, TYPE I; OPD1	OTOPALATODIGITAL SPECTRUM DISORDER, INCLUDED	Xq28		
#311360	PREMATURE OVARIAN FAILURE 1; POF1		Xq27.3		
#311510	WAISMAN SYNDROME; WSMN		Xq28		
#311900	TARP SYNDROME; TARPS		Xp11.3		
#312000	PANHYPOPITUITARISM, X-LINKED; PHPX		Xq27.1		
#312060	PROPERDIN DEFICIENCY, X-LINKED; CFPD	PROPERDIN DEFICIENCY, TYPE II, INCLUDED	Xp11.23		
#312080	PELIZAEUS-MERZBACHER DISEASE; PMD		Xq22.2		
#312170	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD	LACTIC ACIDEMIA, THIAMINE-RESPONSIVE, INCLUDED	Xp22.12		
#312300	ANDROGEN INSENSITIVITY, PARTIAL; PAIS		Xq12		
#312600	RETINITIS PIGMENTOSA 2; RP2		Xp11.3		
#312700	RETINOSCHISIS 1, X-LINKED, JUVENILE; RS1		Xp22.13		
#312750	RETT SYNDROME; RTT	RETT SYNDROME, ZAPPELLA VARIANT, INCLUDED	Xq28		
#312863	COMBINED IMMUNODEFICIENCY, X-LINKED; CIDX		Xq13.1		
#312870	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1		Xq26.2		
#312920	SPASTIC PARAPLEGIA 2, X-LINKED; SPG2		Xq22.2		
#313200	SPINAL AND BULBAR MUSCULAR ATROPHY, X-LINKED 1; SMAX1		Xq12		
#313400	SPONDYLOEPIPHYSEAL DYSPLASIA TARDA, X-LINKED; SEDT		Xp22.2		
#313500	TOOTH AGENESIS, SELECTIVE, X-LINKED, 1; STHAGX1		Xq13.1		
#313900	THROMBOCYTOPENIA 1; THC1	THROMBOCYTOPENIA, X-LINKED, INTERMITTENT, INCLUDED	Xp11.23		
#314050	THROMBOCYTOPENIA WITH BETA-THALASSEMIA, X-LINKED; XLTT		Xp11.23		
#314250	DYSTONIA 3, TORSION, X-LINKED; DYT3		Xq13.1		
#314390	VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS; VACTERLX		Xq26.3		
#314400	CARDIAC VALVULAR DYSPLASIA, X-LINKED; CVD1		Xq28		
#314580	WIEACKER-WOLFF SYNDROME; WRWF		Xq11.2		
#400044	46,XY SEX REVERSAL 1; SRXY1	46,XY TRUE HERMAPHRODITISM, SRY-RELATED, INCLUDED	Yp11.2		
#400045	46,XX SEX REVERSAL 1; SRXX1	46,XX TRUE HERMAPHRODITISM, SRY-POSITIVE, INCLUDED	Yp11.2		
#400047	DEAFNESS, Y-LINKED 2; DFNY2		Yp11.2		
#415000	SPERMATOGENIC FAILURE, Y-LINKED, 2; SPGFY2	AZOOSPERMIA FACTOR REGIONS, INCLUDED	Yq11.221		







