OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 1, 2)'
Downloaded:	Nov 17, 2020
#603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	VANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED	1p34.1, 2p23.3, 3q27.1, 12q24.31, 14q24.3		
#603909	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE IIA; ALPS2A		2q33.1		
#604117	VOHWINKEL SYNDROME, VARIANT FORM		1q21.3		
#604213	CHUDLEY-MCCULLOUGH SYNDROME; CMCS		1p13.3		
#604307	CATARACT 2, MULTIPLE TYPES; CTRCT2		2q33.3		
#604348	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1; FASPS1		2q37.3		
#604356	DUANE RETRACTION SYNDROME 2; DURS2		2q31.1		
#604403	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2	FEBRILE SEIZURES, FAMILIAL, 3A, INCLUDED; FEB3A, INCLUDED	2q24.3		
#604454	WELANDER DISTAL MYOPATHY; WDM		2p13.3		
#604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL; CAMT		1p34.2		
#604536	ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME; EDSFS		1q32.1		
#604765	CARDIOMYOPATHY, DILATED, 1I; CMD1I		2q35		
#604772	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY; CPVT1		1q43		
#604841	STICKLER SYNDROME, TYPE II; STL2		1p21.1		
#604931	CORTISONE REDUCTASE DEFICIENCY 1; CORTRD1		1p36.22		
#605019	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2; FHBL2		1p31.3		
#225400	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1; EDSKSCL1		1p36.22		
#226300	COMPLEMENT HYPERACTIVATION, ANGIOPATHIC THROMBOSIS, AND PROTEIN-LOSING ENTEROPATHY; CHAPLE		1q32.2		
#226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT, INCLUDED	1q25.3, 1q32.2, 10q25.1, 17q25.1, 18q11.2		
#226700	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ TYPE		1q25.3, 1q32.2, 18q11.2		
#226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA		2q31.1, 17q25.1		
#226960	LOWRY-WOOD SYNDROME; LWS		2q14.2		
#226980	EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH EARLY-ONSET DIABETES MELLITUS		2p11.2		
#227260	FOCAL FACIAL DERMAL DYSPLASIA 3, SETLEIS TYPE; FFDD3		2q37.3		
#227400	FACTOR V DEFICIENCY		1q24.2		
#228520	FIBROCHONDROGENESIS 1; FBCG1		1p21.1		
#228980	FLECK RETINA, FAMILIAL BENIGN; FRFB		1p36.13		
#229800	FRUCTOSURIA, ESSENTIAL		2p23.3		
#230000	FUCOSIDOSIS		1p36.11		
#230350	GALACTOSEMIA III; GALAC3		1p36.11		
#230740	GAPO SYNDROME; GAPOS		2p13.3		
#230800	GAUCHER DISEASE, TYPE I; GD1		1q22		
#230900	GAUCHER DISEASE, TYPE II; GD2		1q22		
#231000	GAUCHER DISEASE, TYPE III; GD3	GAUCHER DISEASE, TYPE IIIA, INCLUDED	1q22		
#231005	GAUCHER DISEASE, TYPE IIIC; GD3C		1q22		
#231070	GERODERMA OSTEODYSPLASTICUM; GO		1q24.2		
#231300	GLAUCOMA 3, PRIMARY CONGENITAL, A; GLC3A	GLAUCOMA, PRIMARY OPEN ANGLE, ADULT-ONSET, INCLUDED	2p22.2		
#232400	GLYCOGEN STORAGE DISEASE III; GSD3	GLYCOGEN STORAGE DISEASE IIIa, INCLUDED; GSD IIIa, INCLUDED	1p21.2		
#233300	OVARIAN DYSGENESIS 1; ODG1		2p16.3		
#233710	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 2; CGD2		1q25.3		
#235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1; AHUS1	HEMOLYTIC UREMIC SYNDROME, TYPICAL, INCLUDED	1q31.3, 1q31.3, 1q31.3		
#235550	HEPATIC VENOOCCLUSIVE DISEASE WITH IMMUNODEFICIENCY; VODI		2q37.1		
#235730	MOWAT-WILSON SYNDROME; MOWS		2q22.3		
#236250	HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY	MTHFR DEFICIENCY, THERMOLABILE TYPE, INCLUDED	1p36.22		
#236800	HYDROXYKYNURENINURIA		2q22.2		
#237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO		2q34		
#237900	HYPERBILIRUBINEMIA, TRANSIENT FAMILIAL NEONATAL; HBLRTFN	BREAST MILK JAUNDICE, INCLUDED	2q37.1		
#238320	LEYDIG CELL HYPOPLASIA, TYPE I	LEYDIG CELL HYPOPLASIA, TYPE II, INCLUDED	2p16.3		
#239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1; HPMRS1		1p36.11		
#239510	HYPERPROLINEMIA, TYPE II; HYRPRO2		1p36.13		
#241080	WOODHOUSE-SAKATI SYNDROME; WDSKS		2q31.1		
#241410	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRDS		1q42.3		
#241500	HYPOPHOSPHATASIA, INFANTILE	HYPOPHOSPHATASIA, PERINATAL LETHAL, INCLUDED	1p36.12		
#241510	HYPOPHOSPHATASIA, CHILDHOOD		1p36.12		
#242500	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B		2q35		
#242900	SCHIMKE IMMUNOOSSEOUS DYSPLASIA; SIOD		2q35		
#243000	INDIFFERENCE TO PAIN, CONGENITAL, AUTOSOMAL RECESSIVE; CIP	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IID, INCLUDED; HSAN2D, INCLUDED	2q24.3		
#243150	GASTROINTESTINAL DEFECTS AND IMMUNODEFICIENCY SYNDROME; GIDID		2p21		
#243605	STROMME SYNDROME; STROMS		1q41		
#244460	KENNY-CAFFEY SYNDROME, TYPE 1; KCS1		1q42.3		
#245340	ERYTHROCYTE LACTATE TRANSPORTER DEFECT		1p13.2		
#245400	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9		2p11.2		
#246450	3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD		1p36.11		
#247100	LIPOID PROTEINOSIS OF URBACH AND WIETHE		1q21.2		
#248190	HYPOMAGNESEMIA 5, RENAL, WITH OR WITHOUT OCULAR INVOLVEMENT; HOMG5		1p34.2		
#248200	STARGARDT DISEASE 1; STGD1	FUNDUS FLAVIMACULATUS, INCLUDED; FFM, INCLUDED	1p22.1		
#248370	MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY; MADA	MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY, ATYPICAL, INCLUDED	1q22		
#248600	MAPLE SYRUP URINE DISEASE; MSUD	MAPLE SYRUP URINE DISEASE, CLASSIC, INCLUDED	1p21.2, 6q14.1, 19q13.2		
#249270	THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME; TRMA		1q24.2		
#249400	MELANOSIS, NEUROCUTANEOUS; NCMS		1p13.2		
#250620	3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD		2q32.2		
#250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG		1q43		
#251120	METHYLMALONYL-CoA EPIMERASE DEFICIENCY	METHYLMALONYL-CoA EPIMERASE DEFICIENCY WITH SEPIAPTERIN REDUCTASE DEFICIENCY, INCLUDED	2p13.3		
#251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE); MTDPS3		2p13.1		
#253280	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3		1p34.1		
#253290	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS		2q31.1, 2q37.1, 2q37.1		
#253601	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 2; LGMDR2		2p13.2		
#254090	ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1; UCMD1		2q37.3, 21q22.3, 21q22.3		
#254130	MIYOSHI MUSCULAR DYSTROPHY 1; MMD1		2p13.2		
#254450	MYELOFIBROSIS	MYELOFIBROSIS WITH MYELOID METAPLASIA, INCLUDED; MMM, INCLUDED	1p34.2, 9p24.1, 12q24.12, 19p13.13		
#255100	LIPID STORAGE MYOPATHY DUE TO FLAVIN ADENINE DINUCLEOTIDE SYNTHETASE DEFICIENCY; LSMFLAD		1q21.3		
#255110	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, MYOPATHIC, STRESS-INDUCED		1p32.3		
#255200	MYOPATHY, CENTRONUCLEAR, 2; CNM2		2q14.3		
#255310	MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION; CFTD		1p36.11, 1q21.3, 1q42.13		
#255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1		1p36.12		
#256030	NEMALINE MYOPATHY 2; NEM2		2q23.3		
#256100	NEPHRONOPHTHISIS 1; NPHP1		2q13		
#256520	NEU-LAXOVA SYNDROME 1; NLS1		1p12		
#256700	NEUROBLASTOMA, SUSCEPTIBILITY TO, 1; NBLST1	NEUROBLASTOMA, SUSCEPTIBILITY TO, INCLUDED	1p36.22		
#256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1	NEURONAL CEROID LIPOFUSCINOSIS, INFANTILE, INCLUDED; INCL, INCLUDED	1p34.2		
#256800	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA		1q23.1		
#256810	MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (HEPATOCEREBRAL TYPE); MTDPS6	NAVAJO FAMILIAL NEUROGENIC ARTHROPATHY, INCLUDED	2p23.3		
#257980	ODONTOONYCHODERMAL DYSPLASIA; OODD		2q35		
#258100	OGUCHI DISEASE 1		2q37.1		
#259900	HYPEROXALURIA, PRIMARY, TYPE I; HP1		2q37.3		
#260660	COUSIN SYNDROME		1p12		
#262000	BJORNSTAD SYNDROME; BJS		2q35		
#262700	PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4		1q25.2		
#264600	PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS; PPSH	MICROPENIS, INCLUDED	2p23.1		
#265000	MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT; EVMPS		2q37.1		
#265050	3MC SYNDROME 2; 3MC2		2p25.3		
#265120	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 1; SMDP1		2p11.2		
#265450	PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOSOMAL DOMINANT; PVOD1		2q33.1-q33.2		
#265800	PYCNODYSOSTOSIS		1q21.3		
#266140	PYROPOIKILOCYTOSIS, HEREDITARY; HPP		1q23.1		
#266200	PYRUVATE KINASE DEFICIENCY OF RED CELLS		1q22		
#266900	SENIOR-LOKEN SYNDROME 1; SLSN1		2q13		
#267000	PERLMAN SYNDROME; PRLMNS		2q37.1		
#267300	RENAL TUBULAR ACIDOSIS, DISTAL, 2, WITH PROGRESSIVE SENSORINEURAL HEARING LOSS; DRTA2		2p13.3		
#267430	RENAL TUBULAR DYSGENESIS; RTD	RENAL TUBULAR DYSGENESIS WITH CHOANAL ATRESIA AND ATHELIA, INCLUDED	1q32.1, 1q42.2, 3q24, 17q23.3		
#267500	RETICULAR DYSGENESIS		1p35.1		
#268200	MYOGLOBINURIA, ACUTE RECURRENT, AUTOSOMAL RECESSIVE		2p25.1		
#268220	RHABDOMYOSARCOMA 2; RMS2		1p36.13, 2q36.1, 13q14.11		
#269250	SCHNECKENBECKEN DYSPLASIA; SHNKND		1p31.3		
#269400	ANTERIOR SEGMENT DYSGENESIS 7; ASGD7		2p25.3		
#269840	IMMUNODEFICIENCY 48; IMD48		2q11.2		
#270750	SPASTIC PARAPLEGIA 23, AUTOSOMAL RECESSIVE; SPG23		1q32.1		
#270970	SPHEROCYTOSIS, TYPE 3; SPH3		1q23.1		
#271640	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1, WITH OR WITHOUT FRACTURES; SEMDJL1		1p36.33		
#271665	SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE		1q23.3		
#272440	FILIPPI SYNDROME; FLPIS		2q14.1		
#273300	TESTICULAR GERM CELL TUMOR; TGCT	SEMINOMA, INCLUDED	1p22.3, 4p16.3, 4q12, 19p13.3		
#274000	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME; TAR		1q21.1		
#274270	DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY	5-FLUOROURACIL TOXICITY, INCLUDED	1p21.3		
#274500	THYROID DYSHORMONOGENESIS 2A; TDH2A		2p25.3		
#275100	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 4; CHNG4	THYROTROPIN, BIOLOGICALLY INACTIVE, INCLUDED	1p13.2		
#275210	RESTRICTIVE DERMOPATHY, LETHAL		1p34.2, 1q22		
#276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS		2p21-p16, 2p16.3, 3p22.2, 7p22.1		
#276901	USHER SYNDROME, TYPE IIA; USH2A		1q41, 10q24.31		
#277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC, INCLUDED	1p34.1, 1p34.1		
#277410	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblD TYPE; MAHCD	HOMOCYSTINURIA, cblD TYPE, VARIANT 1, INCLUDED	2q23.2		
#277450	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1; VKCFD1		2p11.2		
#278300	XANTHINURIA, TYPE I; XAN1		2p23.1		
#605373	PARAGANGLIOMAS 3; PGL3		1q23.3		
#605376	HETEROTAXY, VISCERAL, 2, AUTOSOMAL; HTX2		2q21.1		
#605429	DEAFNESS, AUTOSOMAL RECESSIVE 26, MODIFIER OF; DFNB26M		1q24	1:165500000-173000000	
#605479	CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2; BRIC2		2q31.1		
#605588	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B1; CMT2B1		1q22		
#605711	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1; MMDS1		2p13.3		
#605909	PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK6	PARKINSON DISEASE 6, LATE-ONSET, SUSCEPTIBILITY TO, INCLUDED	1p36.12		
#605911	3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE-2 DEFICIENCY; HMGCS2D		1p12		
#606053	INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY; IDDAS		2q24.2		
#606056	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb; CDG2B		2p13.1		
#606069	HEMOCHROMATOSIS, TYPE 4; HFE4		2q32.2		
#606324	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK7		1p36.23		
#606353	PRIMARY LATERAL SCLEROSIS, JUVENILE; PLSJ		2q33.1		
#606407	HYPOTONIA-CYSTINURIA SYNDROME	HOMOZYGOUS 2p21 DELETION SYNDROME, INCLUDED	2p21	2:41500000-47500000	
#606693	KUFOR-RAKEB SYNDROME; KRS		1p36.13		
#606713	VAN DER WOUDE SYNDROME 2; VWS2		1p36.11		
#606764	GASTROINTESTINAL STROMAL TUMOR; GIST		1p36.13, 1q23.3, 4q12		
#606768	MYOPATHY, DISTAL, WITH ANTERIOR TIBIAL ONSET; DMAT		2p13.2		
#606777	GLUT1 DEFICIENCY SYNDROME 1; GLUT1DS1	GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE, INCLUDED	1p34.2		
#606785	CRIGLER-NAJJAR SYNDROME, TYPE II		2q37.1		
#606812	FUMARASE DEFICIENCY; FMRD		1q43		
#606889	ALZHEIMER DISEASE 4		1q42.13		
#606966	NEPHRONOPHTHISIS 4; NPHP4		1p36.31		
#606996	SENIOR-LOKEN SYNDROME 4; SLSN4		1p36.31		
#607078	EPIPHYSEAL DYSPLASIA, MULTIPLE, 5; EDM5		2p24.1		
#607208	DRAVET SYNDROME; DRVT		2q24.3		
#607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP		2q33.1		
#607271	CASPASE 8 DEFICIENCY		2q33.1		
#607317	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4; SCAR4		1p36.22-p36.21		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607346	SPINOCEREBELLAR ATAXIA 19; SCA19		1p13.2		
#607364	BARTTER SYNDROME, TYPE 3; BARTS3	BARTTER SYNDROME, TYPE 3, WITH HYPOCALCIURIA, INCLUDED	1p36.13		
#607454	SPINOCEREBELLAR ATAXIA 21; SCA21		1p36.33		
#607483	THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE); THMD2		2q36.3		
#607594	IMMUNODEFICIENCY, COMMON VARIABLE, 1; CVID1	IMMUNODEFICIENCY, COMMON VARIABLE, INCLUDED; CVID, INCLUDED	2q33.2		
#607641	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB; HMN7B		2p13.1		
#607677	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I; CMT2I		1q23.3		
#607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6, INCLUDED; EJM6, INCLUDED	2q23.3		
#607736	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2J; CMT2J		1q23.3		
#607745	SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3		2q24.3		
#607748	HYPERCHOLANEMIA, FAMILIAL; FHCA		1q42.12, 9q21.11, 9q31.1		
#607778	ACROCAPITOFEMORAL DYSPLASIA; ACFD		2q35		
#607791	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE D; CMTDID		1q23.3		
#607836	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 1; AIS1		1p31.3		
#607847	NEUTROPENIA, NONIMMUNE CHRONIC IDIOPATHIC, OF ADULTS		1p22.1		
#607872	CHROMOSOME 1p36 DELETION SYNDROME		1p36		
#607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2		2q11.2		
#608013	GAUCHER DISEASE, PERINATAL LETHAL		1q22		
#608033	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3; IIAE3		2q13		
#608089	ENDOMETRIAL CANCER		2p16.3, 5q14.1, 14q24.3, 16q22.1		
#608115	OVARIAN HYPERSTIMULATION SYNDROME; OHSS		2p16.3		
#608118	ZINC DEFICIENCY, TRANSIENT NEONATAL; TNZD	ZINC IN BREAST MILK, REDUCED, INCLUDED	1p36.11		
#608323	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE C; CMTDIC		1p35.1		
#608456	FAMILIAL ADENOMATOUS POLYPOSIS 2; FAP2		1p34.1		
#608553	LEBER CONGENITAL AMAUROSIS 9; LCA9		1p36.22		
#608611	RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY; RPIAD		2p11.2		
#608612	MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY; MADB		1p34.2		
#608653	DEAFNESS, AUTOSOMAL RECESSIVE 32, WITH OR WITHOUT IMMOTILE SPERM; DFNB32		1p21.2		
#608654	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V; HSAN5		1p13.2		
#608688	AICA-RIBOSURIA DUE TO ATIC DEFICIENCY		2q35		
#608716	MICROCEPHALY 5, PRIMARY, AUTOSOMAL RECESSIVE; MCPH5		1q31.3		
#608728	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, BOROCHOWITZ-CORMIER-DAIRE TYPE; SEMDBCD		2p24.1		
#608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2		1q42.13		
#608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 10; LGMDR10		2q31.2		
#608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL		1p32.3		
#608864	OROFACIAL CLEFT 6, SUSCEPTIBILITY TO; OFC6		1q32.2		
#608885	STOMATIN-DEFICIENT CRYOHYDROCYTOSIS WITH NEUROLOGIC DEFECTS; SDCHCN		1p34.2		
#608930	MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL; CMS1B		2q31.1		
#608957	CD8 DEFICIENCY, FAMILIAL		2p11.2		
#608971	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE		1q31.3-q32.1, 5p13.2		
#609006	DEAFNESS, AUTOSOMAL RECESSIVE 36, WITH OR WITHOUT VESTIBULAR INVOLVEMENT; DFNB36	DEAFNESS, AUTOSOMAL DOMINANT, WITHOUT VESTIBULAR INVOLVEMENT, INCLUDED	1p36.31		
#609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	TRIFUNCTIONAL PROTEIN DEFICIENCY WITH MYOPATHY AND NEUROPATHY, INCLUDED	2p23.3, 2p23.3		
#611705	SALIH MYOPATHY; SALMY		2q31.2		
#611804	ELLIPTOCYTOSIS 1; EL1		1p35.3		
#611812	46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS; SERKAL		1p36.12		
#611816	TEMPLE-BARAITSER SYNDROME; TMBTS		1q32.2		
#611862	WHITE BLOOD CELL COUNT QUANTITATIVE TRAIT LOCUS 1; WBCQ1		1q23.2		
#611938	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2; CPVT2		1p13.1		
#612016	COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4		1q42.13		
#612067	DYSTONIA 16; DYT16		2q31.2		
#612069	AMYOTROPHIC LATERAL SCLEROSIS 10 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS10	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, TARDBP-RELATED, INCLUDED	1p36.22		
#612126	GLUT1 DEFICIENCY SYNDROME 2; GLUT1DS2		1p34.2		
#612158	CARDIOMYOPATHY, DILATED, 1AA, WITH OR WITHOUT LEFT VENTRICULAR NONCOMPACTION; CMD1AA	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 23, WITH OR WITHOUT VENTRICULAR NONCOMPACTION, INCLUDED; CMH23, INCLUDED	1q43		
#612201	ATRIAL FIBRILLATION, FAMILIAL, 6; ATFB6		1p36.22		
#612233	LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4		2q33.1		
#612289	FONTAINE PROGEROID SYNDROME; FPS		1p13.3		
#612304	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE; THPH4		2q14.3		
#612310	PREMATURE OVARIAN FAILURE 6; POF6		2p13.3		
#612313	GLASS SYNDROME; GLASS		2q33.1		
#612337	MENTAL RETARDATION, AUTOSOMAL DOMINANT 22; MRD22	CHROMOSOME 1q43-q44 DELETION SYNDROME, INCLUDED	1q44		
#612422	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3; RCM3		1q32.1		
#612474	CHROMOSOME 1q21.1 DELETION SYNDROME, 1.35-MB		1q21.1	1:143200000-147500000	
#612475	CHROMOSOME 1q21.1 DUPLICATION SYNDROME		1q21.1	1:143200000-147500000	
#612513	CHROMOSOME 2p16.1-p15 DELETION SYNDROME		2p16.1-p15	2:54700000-63900000	
#612530	CHROMOSOME 1q41-q42 DELETION SYNDROME		1q41-q42	1:214400000-236400000	
#612561	DIAMOND-BLACKFAN ANEMIA 6; DBA6		1p22.1		
#612562	DIAMOND-BLACKFAN ANEMIA 7; DBA7		1p36.11		
#612563	DIAMOND-BLACKFAN ANEMIA 8; DBA8		2p25.3		
#612644	DEAFNESS, AUTOSOMAL DOMINANT 2B; DFNA2B		1p34.3		
#612703	MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7		1p33		
#612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY		2p13.2		
#612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES		1q23.2		
#612841	HYPOTRICHOSIS 5; HYPT5		1p21.1-q21.3	1:101800000-155100000	
#612852	OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS; OMPP		2q14.1		
#612921	THREE M SYNDROME 2; 3M2		2q35		
#612922	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2; AHUS2		1q32.2		
#612937	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15; MDDGC15		1q22		
#612949	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39; DEE39		2q31.1		
#613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10; EIG10	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 5, SUSCEPTIBILITY TO, INCLUDED; GEFS5, INCLUDED	1p36.33		
#613090	BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS; BARTS4B		1p36.13, 1p36.13		
#613092	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 2; HNFJ2		1q32.1		
#613107	NEUTROPENIA, SEVERE CONGENITAL, 2, AUTOSOMAL DOMINANT; SCN2		1p22.1		
#613118	ANTITHROMBIN III DEFICIENCY; AT3D		1q25.1		
#613122	CARDIOMYOPATHY, DILATED, 1CC; CMD1CC		1p31.1		
#613151	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 3; MDDGB3		1p34.1		
#613157	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3; MDDGC3		1p34.1		
#613205	MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED		1q22		
