OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 21, 22, X, Y)'
Downloaded:	Nov 17, 2020
#313200	SPINAL AND BULBAR MUSCULAR ATROPHY, X-LINKED 1; SMAX1		Xq12		
#314250	DYSTONIA 3, TORSION, X-LINKED; DYT3		Xq13.1		
#314390	VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS; VACTERLX		Xq26.3		
#314580	WIEACKER-WOLFF SYNDROME; WRWF		Xq11.2		
#605714	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED		21q21.3		
#606232	PHELAN-MCDERMID SYNDROME; PHMDS		22q13.33		
#608363	CHROMOSOME 22q11.2 DUPLICATION SYNDROME		22q11.2	22:17400000-25500000	
#608840	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 6; MDDGB6		22q12.3		
#608902	DRUG METABOLISM, POOR, CYP2D6-RELATED	DRUG METABOLISM, ULTRARAPID, CYP2D6-RELATED, INCLUDED	22q13.2		
#611584	WAARDENBURG SYNDROME, TYPE 2E; WS2E		22q13.1		
#611867	CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL		22q11.2	22:17400000-25500000	
#612953	PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE; PARK14		22q13.1		
#613154	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6; MDDGA6		22q12.3		
#613159	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1; NPHPL1		22q13.2		
#613161	BETA-UREIDOPROPIONASE DEFICIENCY; UPB1D		22q11.23		
#613180	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8; CDCBM8		22q11.21		
#613266	WAARDENBURG SYNDROME, TYPE 4C; WS4C		22q13.1		
#613500	AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE; AGM2		22q11.23		
#609241	SCHINDLER DISEASE, TYPE I	ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE III, INCLUDED	22q13.2		
#609242	KANZAKI DISEASE		22q13.2		
#609528	CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME		22q11.21		
#610217	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2B; NBIA2B	KARAK SYNDROME, INCLUDED	22q13.1		
#613684	RUBINSTEIN-TAYBI SYNDROME 2; RSTS2		22q13.2		
#613950	SCHIZOPHRENIA 15; SCZD15		22q13.33		
#614098	KEPPEN-LUBINSKY SYNDROME; KPLBS		21q22.13		
#614104	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7		21q22.13		
#614256	MENTAL RETARDATION, AUTOSOMAL DOMINANT 10; MRD10		22q12.3		
#614559	INFANTILE CEREBELLAR-RETINAL DEGENERATION; ICRD		22q13.2		
#614608	COFFIN-SIRIS SYNDROME 3; CSS3		22q11.23		
#614872	PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER); PBD7A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 8, INCLUDED; CG8, INCLUDED	22q11.21		
#615048	SPINAL MUSCULAR ATROPHY, JOKELA TYPE; SMAJ		22q11.23		
#615182	COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA; D2L2AD		22q11.21		
#615284	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3; CMT4B3		22q13.33		
#615483	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5; IBGC5		22q13.1		
#615530	PARKINSON DISEASE 20, EARLY-ONSET; PARK20		21q22.11		
#615538	CHROMOSOME 22q13 DUPLICATION SYNDROME		22q13	22:37200000-50818468	
#615670	SCHWANNOMATOSIS 2; SWNTS2		22q11.21		
#615688	VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME; VAIHS		22q11.1		
#615911	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2; FTDALS2		22q11.23		
#615996	BARDET-BIEDL SYNDROME 19; BBS19		22q12.3		
#616059	MIRROR MOVEMENTS 3; MRMV3		22q13.1		
#616341	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 30; DEE30		21q22.3		
#616398	DYSTONIA 26, MYOCLONIC; DYT26		22q12.3		
#616531	POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS; PMGYCHA		22q11.21		
#616549	KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM; KFS4		22q12.1		
#616564	NOONAN SYNDROME 10; NS10		22q11.21		
#616669	IMMUNODEFICIENCY 45; IMD45		21q22.11		
#616688	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z; CMT2Z		22q12.2		
#616811	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29; COXPD29		22q12.3		
#616878	METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN		22q11.21		
#616924	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC; CMT2CC		22q12.2		
#617063	MEIER-GORLIN SYNDROME 7; MGORS7		22q11.21		
#617140	ZTTK SYNDROME; ZTTKS		21q22.11		
#617389	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 53; DEE53		21q22.11		
#617397	PSEUDO-TORCH SYNDROME 2; PTORCH2		22q11.21		
#617402	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIC; ARCL2C		22q11.21		
#617599	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 55; DEE55		21q22.13		
#617604	MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES; MISSLA		21q22.11		
#618124	PERIPHERAL NEUROPATHY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; PNRIID		21q22.3		
#618197	MYASTHENIC SYNDROME, CONGENITAL, 23, PRESYNAPTIC; CMS23		22q11.21		
#618253	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33; MC1DN33		22q13.2		
#618333	MENKE-HENNEKAM SYNDROME 2; MKHK2		22q13.2		
#618346	MICROCEPHALY, GROWTH DEFICIENCY, SEIZURES, AND BRAIN MALFORMATIONS; MIGSB		21q22.3		
#618347	GALLOWAY-MOWAT SYNDROME 6; GAMOS6		21q22.3		
#618430	DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; DDVIBA		22q13.2		
#618511	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIC, WITH OPTIC ATROPHY; HMSN6C		21q22.3		
#618598	SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE; STAHP		21q22.11		
#618774	CEBALID SYNDROME; CEBALID		22q12.1		
#618824	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 8, AUTOSOMAL RECESSIVE; IBGC8		21q21.3		
#618840	ALOPECIA-MENTAL RETARDATION SYNDROME 4; APMR4		21q22.3		
#618847	IMMUNODEFICIENCY 66; IMD66		22q13.1-q13.2		
#618862	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, MICROCEPHALY, AND SEIZURES; NEDHYMS		21q22.3		
#618889	LIBERFARB SYNDROME; LIBF		22q12.2		







