OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 6, 7, 8, 9)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#602014	HYPOMAGNESEMIA 1, INTESTINAL; HOMG1		9q21.13		
#602081	SPEECH-LANGUAGE DISORDER 1; SPCH1		7q31.1		
#602088	NEPHRONOPHTHISIS 2; NPHP2		9q31.1		
#602093	CONE DYSTROPHY 3; COD3	CONE-ROD DYSTROPHY 14, INCLUDED; CORD14, INCLUDED	6p21.1		
#602152	RHYNS SYNDROME; RHYNS		8q22.1		
#602347	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 3; PFIC3		7q21.12		
#602433	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4		9q34.13		
#602482	AXENFELD-RIEGER SYNDROME, TYPE 3; RIEG3		6p25.3		
#602485	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3; HHF3		7p13		
#602588	BRANCHIOOTIC SYNDROME 1; BOS1	ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT, INCLUDED	8q13.3		
#602629	DYSTONIA 6, TORSION; DYT6		8p11.21		
#602722	RENAL TUBULAR ACIDOSIS, DISTAL, 3, WITH OR WITHOUT SENSORINEURAL HEARING LOSS; DRTA3		7q34		
#602772	RETINITIS PIGMENTOSA 25; RP25		6q12		
#602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDM		9p13.3		
#603383	GLAUCOMA 1, OPEN ANGLE, F; GLC1F		7q36.1		
#603471	CITRULLINEMIA, TYPE II, ADULT-ONSET; CTLN2		7q21.3		
#603511	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 1; LGMDD1		7q36.3		
#603552	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4		6q24.2		
#603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT; SPG8		8q24.13		
#603585	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F		6q15		
#604250	HEMOCHROMATOSIS, TYPE 3; HFE3		7q22.1		
#604369	SALLA DISEASE; SD		6q13		
#604537	LEBER CONGENITAL AMAUROSIS 5; LCA5		6q14.1		
#604571	BARE LYMPHOCYTE SYNDROME, TYPE I		6p21.32, 6p21.32, 6p21.32		
#604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3		9q33.2		
#226670	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY; EBSMD		8q24.3		
#227645	FANCONI ANEMIA, COMPLEMENTATION GROUP C; FANCC		9q22.32		
#228000	FARBER LIPOGRANULOMATOSIS; FRBRL		8p22		
#229300	FRIEDREICH ATAXIA; FRDA	FRIEDREICH ATAXIA WITH RETAINED REFLEXES, INCLUDED; FARR, INCLUDED	9q21.11		
#229600	FRUCTOSE INTOLERANCE, HEREDITARY; HFI		9q31.1		
#229700	FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY; FBP1D		9q22.32		
#230400	GALACTOSEMIA I; GALAC1	GALACTOSEMIA, DUARTE VARIANT, INCLUDED	9p13.3		
#230450	GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO		6p12.1		
#231050	GELEOPHYSIC DYSPLASIA 1; GPHYSD1		9q34.2		
#231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD		7q34		
#231690	GLUTARIC ACIDURIA III; GA3		7p14.1		
#233700	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 1; CGD1		7q11.23		
#234050	TRICHOTHIODYSTROPHY 4, NONPHOTOSENSITIVE; TTD4		7p14.1		
#234580	HEIMLER SYNDROME 1; HMLR1		7q21.2		
#235200	HEMOCHROMATOSIS, TYPE 1; HFE1		6p22.2, 20p12.3		
#235555	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 2; CBAS2		7q33		
#236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 1; MDDGA1		9q34.13		
#238600	HYPERLIPOPROTEINEMIA, TYPE I	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 11, INCLUDED; HDLCQ11, INCLUDED	8p21.3		
#238700	HYPERLYSINEMIA, TYPE I		7q31.32		
#239000	PAGET DISEASE OF BONE 5, JUVENILE-ONSET; PDB5		8q24.12		
#241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY; HHRH		9q34.3		
#241550	HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1		6q22.31		
#241800	PALLISTER-HALL-LIKE SYNDROME; PHLS		7p14.1, 7q32.1		
#241850	HYPOTHYROIDISM, THYROIDAL OR ATHYROIDAL, WITH SPIKY HAIR AND CLEFT PALATE		9q22.33		
#243310	BARAITSER-WINTER SYNDROME 1; BRWS1		7p22.1		
#243400	ACETYLATION, SLOW	ACETYLATION, FAST, INCLUDED	8p22		
#243700	HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE; HIES2		9p24.3		
#244400	CILIARY DYSKINESIA, PRIMARY, 1; CILD1	KARTAGENER SYNDROME, INCLUDED	9p13.3		
#246900	DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY; DLDD		7q31.1		
#248000	MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE; MGCPH		6p24.1		
#248300	MAL DE MELEDA; MDM		8q24.3		
#248340	3MC SYNDROME 3; 3MC3		8q24.12		
#248390	TREACHER COLLINS SYNDROME 3; TCS3		6p21.1		
#248450	MANITOBA OCULOTRICHOANAL SYNDROME; MOTA		9p22.3		
#248600	MAPLE SYRUP URINE DISEASE; MSUD	MAPLE SYRUP URINE DISEASE, CLASSIC, INCLUDED	1p21.2, 6q14.1, 19q13.2		
#250250	CARTILAGE-HAIR HYPOPLASIA; CHH		9p13.3		
#250460	METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS; MDWH		9p13.3		
#250950	3-METHYLGLUTACONIC ACIDURIA, TYPE I; MGCA1		9q22.31		
#251000	METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCY	METHYLMALONIC ACIDURIA, mut(0) TYPE, INCLUDED	6p12.3		
#251200	MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1		8p23.1		
#251260	NIJMEGEN BREAKAGE SYNDROME; NBS	BERLIN BREAKAGE SYNDROME, INCLUDED; BBS, INCLUDED	8q21.3		
#251950	MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDOSIS; MMLA		7q31.1		
#252150	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA		6p21.2		
#252270	MONOSOMY 7 OF BONE MARROW		7q	7:60100000-159345973	
#252930	MUCOPOLYSACCHARIDOSIS, TYPE IIIC; MPS3C		8p11.2-p11.1		
#253220	MUCOPOLYSACCHARIDOSIS, TYPE VII; MPS7		7q11.21		
#253310	LETHAL CONGENITAL CONTRACTURE SYNDROME 1; LCCS1		9q34.11		
#253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4		9q31.2		
#254110	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 8; LGMDR8		9q33.1		
#254450	MYELOFIBROSIS	MYELOFIBROSIS WITH MYELOID METAPLASIA, INCLUDED; MMM, INCLUDED	1p34.2, 9p24.1, 12q24.12, 19p13.13		
#254770	EPILEPSY, MYOCLONIC JUVENILE; EJM	MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 1, INCLUDED; EJM1, INCLUDED	6p12.2		
#254780	MYOCLONIC EPILEPSY OF LAFORA	EPILEPSY, PROGRESSIVE MYOCLONIC, 2B, INCLUDED; EPM2B, INCLUDED	6p22.3, 6q24.3		
#254940	CAREY-FINEMAN-ZITER SYNDROME; CFZS		9q34.2		
#255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE		7q34		
#256040	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1; PRAAS1	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC, INCLUDED	6p21.32		
#256550	NEURAMINIDASE DEFICIENCY	SIALIDOSIS, TYPE I, INCLUDED	6p21.33		
#257320	LISSENCEPHALY 2; LIS2		7q22.1		
#257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE		6q22.31		
#259420	OSTEOGENESIS IMPERFECTA, TYPE III; OI3		7q21.3, 17q21.33		
#259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5		6q21		
#259730	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3		8q21.2		
#259775	RAINE SYNDROME; RNS		7p22.3		
#260000	HYPEROXALURIA, PRIMARY, TYPE II; HP2		9p13.2		
#260005	5-OXOPROLINASE DEFICIENCY; OPLAHD		8q24.3		
#260400	SHWACHMAN-DIAMOND SYNDROME 1; SDS1		7q11.21		
#261670	GLYCOGEN STORAGE DISEASE X; GSD10		7p13		
#261740	GLYCOGEN STORAGE DISEASE OF HEART, LETHAL CONGENITAL		7q36.1		
#262300	ACHROMATOPSIA 3; ACHM3		8q21.3		
#263200	POLYCYSTIC KIDNEY DISEASE 4 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE; PKD4	HEPATIC FIBROSIS, CONGENITAL, INCLUDED	6p12.3-p12.2		
#263300	POLYCYTHEMIA VERA; PV		9p24.1		
#264300	17-BETA HYDROXYSTEROID DEHYDROGENASE III DEFICIENCY	POLYCYSTIC OVARY SYNDROME DUE TO 17-KETOSTEROID REDUCTASE DEFICIENCY, INCLUDED	9q22.32		
#265900	PYLE DISEASE; PYL		7p14.1		
#266120	URIDINE 5-PRIME MONOPHOSPHATE HYDROLASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO		7p14.3		
#266280	RAPADILINO SYNDROME		8q24.3		
#266600	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1	REGIONAL ENTERITIS, INCLUDED	7p15.3, 16q12.1		
#268150	RH-NULL, REGULATOR TYPE; RHNR	RH-MOD, INCLUDED	6p12.3		
#268300	ROBERTS SYNDROME; RBS		8p21.1		
#268310	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE 1; RRS1	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH APLASIA/HYPOPLASIA OF PHALANGES AND METACARPALS/METATARSALS, INCLUDED	9q22.31		
#268400	ROTHMUND-THOMSON SYNDROME, TYPE 2; RTS2		8q24.3		
#268900	SARCOSINEMIA; SARCOS		9q34.2		
#269000	SC PHOCOMELIA SYNDROME		8p21.1		
#269920	INFANTILE SIALIC ACID STORAGE DISEASE; ISSD		6q13		
#269921	SIALURIA		9p13.3		
#270300	PEELING SKIN SYNDROME 1; PSS1		6p21.33		
#270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A		8q12.3		
#271510	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, SPONASTRIME TYPE; SEMDSP		8q24.3		
#271980	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; SSADHD		6p22.3		
#273750	THREE M SYNDROME 1; 3M1	YAKUT SHORT STATURE SYNDROME, INCLUDED	6p21.1		
#274150	THROMBOTIC THROMBOCYTOPENIC PURPURA, HEREDITARY; TTP		9q34.2		
#274600	PENDRED SYNDROME; PDS		7q22.3		
#274700	THYROID DYSHORMONOGENESIS 3; TDH3		8q24.22		
#274800	THYROID DYSHORMONOGENESIS 4; TDH4		6q25.1		
#275355	SQUAMOUS CELL CARCINOMA, HEAD AND NECK; HNSCC		8p21.3, 13q34		
#276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS		2p21-p16, 2p16.3, 3p22.2, 7p22.1		
#277180	VAS DEFERENS, CONGENITAL BILATERAL APLASIA OF; CBAVD	VAS DEFERENS, CONGENITAL UNILATERAL APLASIA OF, INCLUDED; CUAVD, INCLUDED	7q31.2		
#277380	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE; MAHCF		6q13		
#277460	VITAMIN E, FAMILIAL ISOLATED DEFICIENCY OF; VED		8q12.3		
#277590	WEAVER SYNDROME; WVS		7q36.1		
#277700	WERNER SYNDROME; WRN		8p12		
#278700	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A; XPA		9q22.33		
#278750	XERODERMA PIGMENTOSUM, VARIANT TYPE; XPV		6p21.1		
#605362	CARDIOMYOPATHY, DILATED, 1J; CMD1J		6q23.2		
#605432	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1; RUSAT1		7p15.2		
#605676	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA; DCWHK		6p24.3		
#605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2; DSMA2		9p13.3		
#605814	CITRULLINEMIA, TYPE II, NEONATAL-ONSET		7q21.3		
#605820	NONAKA MYOPATHY; NM		9p13.3		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 2; SCAN2		9q34.13		
#606176	DIABETES MELLITUS, PERMANENT NEONATAL 1; PNDM1		7p13		
#606346	DEAFNESS, AUTOSOMAL DOMINANT 22; DFNA22	DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY, INCLUDED	6q14.1		
#606408	EHLERS-DANLOS SYNDROME, CLASSIC-LIKE; EDSCLL		6p21.33-p21.32		
#606595	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F; CMT2F		7q11.23		
#606664	GLYCINE N-METHYLTRANSFERASE DEFICIENCY		6p21.1		
#606705	DEAFNESS, AUTOSOMAL DOMINANT 36; DFNA36		9q21.13		
#606719	MELANOMA-PANCREATIC CANCER SYNDROME		9p21.3		
#606721	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 7; FPLD7		7q31.2		
#606766	SPERMATOGENIC FAILURE 3; SPGF3		6p21.31		
#607084	DEAFNESS, AUTOSOMAL RECESSIVE 31; DFNB31		9q32		
#607091	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId; CDG2D		9p21.1		
#607095	ANAUXETIC DYSPLASIA 1; ANXD1		9p13.3		
#607278	OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO; OSFD		7q31.2		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607361	MECKEL SYNDROME, TYPE 3; MKS3		8q22.1		
#607371	DYSTONIA, JUVENILE-ONSET; DJO		7p22.1		
#607450	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8		6p24.3		
#607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1		6p12.2		
#607655	SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS		6p24.3		
#607684	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E; CMT2E		8p21.2		
#607706	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE		8q21.11		
#607734	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1F; CMT1F		8p21.2		
#607748	HYPERCHOLANEMIA, FAMILIAL; FHCA		1q42.12, 9q21.11, 9q31.1		
#607821	DEAFNESS, AUTOSOMAL RECESSIVE 37; DFNB37		6q14.1		
#607831	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K; CMT2K	CHARCOT-MARIE-TOOTH DISEASE, AUTOSOMAL DOMINANT, TYPE 2K, INCLUDED	8q21.11, 8q21.11		
#607850	OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3		9q22.31		
#607855	MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO PARTIAL LAMA2 DEFICIENCY, INCLUDED	6q22.33		
#607906	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii; CDG1I		9q22.33		
#607941	ATRIAL SEPTAL DEFECT 2; ASD2		8p23.1		
#608022	DIAPHANOSPONDYLODYSOSTOSIS		7p14.3		
#608027	PONTOCEREBELLAR HYPOPLASIA, TYPE 3; PCH3		7q21.11		
#608133	RETINITIS PIGMENTOSA 7; RP7	RETINITIS PIGMENTOSA 7, DIGENIC, INCLUDED	6p21.1, 11q12.3		
#608156	NABLUS MASK-LIKE FACIAL SYNDROME; NMLFS		8q22.1	8:92300000-97900000	
#608161	MACULAR DYSTROPHY, VITELLIFORM, 3; VMD3		6p21.1		
#608232	LEUKEMIA, CHRONIC MYELOID; CML	LEUKEMIA, PHILADELPHIA CHROMOSOME-POSITIVE, RESISTANT TO IMATANIB, INCLUDED	9q34.12, 22q11.23		
#608236	SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT; SNCV		8p23.3		
#608265	DEAFNESS, AUTOSOMAL RECESSIVE 39; DFNB39		7q21.11		
#608340	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA		8q21.11		
#608404	PLATELET GLYCOPROTEIN IV DEFICIENCY		7q21.11		
#608423	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 2; LGMDD2		7q32.1		
#608594	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1; CGL1		9q34.3		
#608629	JOUBERT SYNDROME 3; JBTS3		6q23.3		
#608634	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB; HMN2B		7q11.23		
#608641	DEAFNESS, AUTOSOMAL DOMINANT 28; DFNA28		8q22.3		
#608643	AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY		7p12.2-p12.1		
#608782	PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY; PDHPD		8q22.1		
#608800	SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT		6q22.1		
#608890	WAARDENBURG SYNDROME, TYPE 2D; WS2D		8q11.21		
#608984	ATAXIA, SENSORY, 1, AUTOSOMAL DOMINANT; SNAX1		8p11.21		
#611523	PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6		6q15		
#611548	PREMATURE OVARIAN FAILURE 5; POF5		7q35		
#611588	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 4; MDDGC4		9q31.2		
#611615	CARDIOMYOPATHY, DILATED, 1X; CMD1X		9q31.2		
#611638	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 5; MCOPCB5		7q36.3		
#611726	EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS; EPM3		7q11.21		
#611820	LONG QT SYNDROME 11; LQT11		7q21.2		
#611884	CILIARY DYSKINESIA, PRIMARY, 7; CILD7		7p15.3		
#611890	CONGENITAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE; CAAHD		9q34.11		
#612004	THROMBOCYTOPENIA 4; THC4		7p15.3		
#612075	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY); MTDPS8A	MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE), INCLUDED; MTDPS8B, INCLUDED	8q22.3		
#612079	ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME; ANES		7q32.1		
#612138	EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLORIC ATRESIA; EBSPA		8q24.3		
#612164	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4		9q34.11		
#612227	DIABETES MELLITUS, KETOSIS-PRONE; KPD		7q32.1		
#612290	MICROTIA, HEARING IMPAIRMENT, AND CLEFT PALATE	MICROTIA WITH OR WITHOUT HEARING IMPAIRMENT, INCLUDED	7p15.2		
#612370	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA; HH5		8q12.2		
#612387	SARCOIDOSIS, SUSCEPTIBILITY TO, 2; SS2		6p21.32		
#612394	BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS		7q22.1		
#612526	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 3; CGL3		7q31.2		
#612577	AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11		6q21		
#612582	CHROMOSOME 6pter-p24 DELETION SYNDROME		6pter-p24		
#612621	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5		6p21.32		
#612631	ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO		9q34.11		
#612651	ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO		6p12.1		
#612671	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4		6p22.2		
#612691	POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL; BTOP		6q21		
#612740	PORPHYRIA, ACUTE HEPATIC	LEAD POISONING, SUSCEPTIBILITY TO, INCLUDED	9q32		
#612775	CONE-ROD DYSTROPHY 9; CORD9		8p11.22		
#612798	QUESTION MARK EARS, ISOLATED; QME		6p24.1		
#612908	KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2		6p24.3		
#612924	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4; AHUS4		6p21.33		
#612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50		7q22.1		
#612943	RETINITIS PIGMENTOSA 42; RP42		7p15.3		
#612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY		6q27		
#612956	VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2; VF2		7q36.2		
#612964	PREMATURE OVARIAN FAILURE 7; POF7	ADRENAL INSUFFICIENCY, NR5A1-RELATED, INCLUDED	9q33.3		
#612965	46,XY SEX REVERSAL 3; SRXY3		9q33.3		
#612998	EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT; EDMD4		6q25.2		
#613001	ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS; ECCL		8p11.23		
#613074	DEAFNESS, AUTOSOMAL DOMINANT 50; DFNA50		7q32.2		
#613077	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5; PEOA5		8q22.3		
#613105	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2; CACD2		6p21.1		
#613152	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 4; MDDGB4		9q31.2		
#613155	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL IMPAIRMENT), TYPE B, 1; MDDGB1		9q34.13		
#613192	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13; MRT13		8q24.3		
#613225	FACTOR XIII, A SUBUNIT, DEFICIENCY OF		6p25.1		
#613227	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3; CAMRQ3		8q12.1		
#613307	DEAFNESS, AUTOSOMAL RECESSIVE 79; DFNB79		9q34.3		
#613308	DIAMOND-BLACKFAN ANEMIA 9; DBA9		6p21.31		
#613310	EXUDATIVE VITREORETINOPATHY 5; EVR5		7q31.31		
#613312	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 2; ARHR2		6q23.2		
#613329	PLASMINOGEN ACTIVATOR INHIBITOR-1 DEFICIENCY		7q22.1		
#613375	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11; MODY11		8p23.1		
#613418	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15; BMND15		9q34.11		
#613453	DEAFNESS, AUTOSOMAL RECESSIVE 91; DFNB91		6p25.2		
#613477	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 5; DEE5		9q34.11		
#613506	AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT; AGM5		9q34.11		
#613544	CHROMOSOME 6q11-q14 DELETION SYNDROME	CHROMOSOME 6q13-q14 DELETION SYNDROME, INCLUDED	6q11-q14	6:59800000-87300000	
#613550	NEPHRONOPHTHISIS 11; NPHP11		8q22.1		
#613558	DEAFNESS, AUTOSOMAL DOMINANT 51; DFNA51		9q21.11	9:65000000-69300000	
#613587	OCCULT MACULAR DYSTROPHY; OCMD		8p23.1		
#609192	LOEYS-DIETZ SYNDROME 1; LDS1		9q22.33		
#609285	NEMALINE MYOPATHY 4; NEM4	CAP MYOPATHY 2, INCLUDED; CAPM2, INCLUDED	9p13.3		
#609308	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1; MDDGC1		9q34.13		
#609313	MENTAL RETARDATION, ENTEROPATHY, DEAFNESS, PERIPHERAL NEUROPATHY, ICHTHYOSIS, AND KERATODERMA; MEDNIK		7q22.1		
#609524	MYOPATHY, MYOFIBRILLAR, 5; MFM5		7q32.1		
#609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA		6p24.3		
#609698	THYROID HORMONE METABOLISM, ABNORMAL; THMA		9q22.2		
#609706	DEAFNESS, AUTOSOMAL RECESSIVE 53; DFNB53		6p21.32		
#609757	WILLIAMS-BEUREN REGION DUPLICATION SYNDROME	WBS TRIPLICATION SYNDROME, INCLUDED	7q11.23	7:72700000-77900000	
#609812	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION; MODY8		9q34.13		
#609813	SPONDYLOCOSTAL DYSOSTOSIS 3, AUTOSOMAL RECESSIVE; SCDO3		7p22.3		
#609981	IMMUNODEFICIENCY 54; IMD54		8q11.21		
#610003	CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT		8p23.3		
#610031	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7; CDCBM7		6p25.2		
#610042	PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1		7q35-q36		
#610154	DEAFNESS, AUTOSOMAL RECESSIVE 44; DFNB44		7p12.3		
#610156	MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS SYNDROME; MORMS		9q34.3		
#610199	DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM; NDH		9p24.2		
#610212	DEAFNESS, AUTOSOMAL RECESSIVE 66; DFNB66		6p22.3		
#610253	KLEEFSTRA SYNDROME 1; KLEFS1		9q34.3		
