OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5)'
Downloaded:	Nov 17, 2020
#253280	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3		1p34.1		
#253290	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS		2q31.1, 2q37.1, 2q37.1		
#253300	SPINAL MUSCULAR ATROPHY, TYPE I; SMA1		5q13.2		
#253400	SPINAL MUSCULAR ATROPHY, TYPE III; SMA3		5q13.2, 5q13.2		
#253550	SPINAL MUSCULAR ATROPHY, TYPE II; SMA2		5q13.2		
#254090	ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1; UCMD1		2q37.3, 21q22.3, 21q22.3		
#254900	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE; EPM4		4q21.1		
#255200	MYOPATHY, CENTRONUCLEAR, 2; CNM2		2q14.3		
#255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1		1p36.12		
#256000	LEIGH SYNDROME; LS	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY, INCLUDED	5p15.33		
#256030	NEMALINE MYOPATHY 2; NEM2		2q23.3		
#256500	NETHERTON SYNDROME; NETH		5q32		
#256520	NEU-LAXOVA SYNDROME 1; NLS1		1p12		
#256700	NEUROBLASTOMA, SUSCEPTIBILITY TO, 1; NBLST1	NEUROBLASTOMA, SUSCEPTIBILITY TO, INCLUDED	1p36.22		
#256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1	NEURONAL CEROID LIPOFUSCINOSIS, INFANTILE, INCLUDED; INCL, INCLUDED	1p34.2		
#256800	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA		1q23.1		
#256810	MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (HEPATOCEREBRAL TYPE); MTDPS6	NAVAJO FAMILIAL NEUROGENIC ARTHROPATHY, INCLUDED	2p23.3		
#256840	NEUROPATHY, HEREDITARY SENSORY, WITH SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE		5p15.2		
#257920	3MC SYNDROME 1; 3MC1		3q27.3		
#258900	OROTIC ACIDURIA	OROTIC ACIDURIA WITHOUT MEGALOBLASTIC ANEMIA, INCLUDED; OAWA, INCLUDED	3q21.2		
#259050	PRIMROSE SYNDROME; PRIMS		3q13.31		
#259900	HYPEROXALURIA, PRIMARY, TYPE I; HP1		2q37.3		
#260600	LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3		4q24		
#260660	COUSIN SYNDROME		1p12		
#261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY		5q23.1		
#261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C		4p15.32		
#262000	BJORNSTAD SYNDROME; BJS		2q35		
#262600	PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2		5q35.3		
#263400	ERYTHROCYTOSIS, FAMILIAL, 2, AUTOSOMAL RECESSIVE; ECYT2	POLYCYTHEMIA, CHUVASH TYPE, INCLUDED	3p25.3		
#263520	SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY; SRTD6		4q33		
#263570	POLYGLUCOSAN BODY NEUROPATHY, ADULT FORM; APBN		3p12.2		
#265000	MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT; EVMPS		2q37.1		
#265050	3MC SYNDROME 2; 3MC2		2p25.3		
#266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD		5q23.2		
#267000	PERLMAN SYNDROME; PRLMNS		2q37.1		
#267010	MECKEL SYNDROME, TYPE 7; MKS7		3q22.1		
#268800	SANDHOFF DISEASE	SANDHOFF DISEASE, ADULT TYPE, INCLUDED	5q13.3		
#269880	SHORT SYNDROME		5q13.1		
#270750	SPASTIC PARAPLEGIA 23, AUTOSOMAL RECESSIVE; SPG23		1q32.1		
#271150	SPINAL MUSCULAR ATROPHY, TYPE IV; SMA4		5q13.2		
#271640	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1, WITH OR WITHOUT FRACTURES; SEMDJL1		1p36.33		
#271665	SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE		1q23.3		
#272200	MULTIPLE SULFATASE DEFICIENCY; MSD		3p26.1		
#272440	FILIPPI SYNDROME; FLPIS		2q14.1		
#272750	GM2-GANGLIOSIDOSIS, AB VARIANT		5q33.1		
#274000	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME; TAR		1q21.1		
#274270	DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY	5-FLUOROURACIL TOXICITY, INCLUDED	1p21.3		
#275100	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 4; CHNG4	THYROTROPIN, BIOLOGICALLY INACTIVE, INCLUDED	1p13.2		
#275630	CHANARIN-DORFMAN SYNDROME; CDS		3p21.33		
#276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS		2p21-p16, 2p16.3, 3p22.2, 7p22.1		
#276820	ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY		3p25.1		
#276880	UROCANASE DEFICIENCY; UROCD		3q21.3		
#277170	OROFACIODIGITAL SYNDROME VI; OFD6		5p13.2		
#277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC, INCLUDED	1p34.1, 1p34.1		
#277410	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblD TYPE; MAHCD	HOMOCYSTINURIA, cblD TYPE, VARIANT 1, INCLUDED	2q23.2		
#600002	EIKEN SYNDROME		3p21.31		
#605373	PARAGANGLIOMAS 3; PGL3		1q23.3		
#605543	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT; PARK4		4q22.1		
#605588	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B1; CMT2B1		1q22		
#605711	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1; MMDS1		2p13.3		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#605909	PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK6	PARKINSON DISEASE 6, LATE-ONSET, SUSCEPTIBILITY TO, INCLUDED	1p36.12		
#606053	INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY; IDDAS		2q24.2		
#606054	PROPIONIC ACIDEMIA		3q22.3, 13q32.3		
#606056	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb; CDG2B		2p13.1		
#606069	HEMOCHROMATOSIS, TYPE 4; HFE4		2q32.2		
#606070	AMYOTROPHIC LATERAL SCLEROSIS 21; ALS21		5q31.2		
#606324	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK7		1p36.23		
#606353	PRIMARY LATERAL SCLEROSIS, JUVENILE; PLSJ		2q33.1		
#606407	HYPOTONIA-CYSTINURIA SYNDROME	HOMOZYGOUS 2p21 DELETION SYNDROME, INCLUDED	2p21	2:41500000-47500000	
#606658	SPINOCEREBELLAR ATAXIA 15; SCA15		3p26.1		
#606693	KUFOR-RAKEB SYNDROME; KRS		1p36.13		
#606703	DYSKINESIA, FAMILIAL, WITH FACIAL MYOKYMIA; FDFM		3q21.1		
#606777	GLUT1 DEFICIENCY SYNDROME 1; GLUT1DS1	GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE, INCLUDED	1p34.2		
#606798	BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO		4p16.1		
#606812	FUMARASE DEFICIENCY; FMRD		1q43		
#606889	ALZHEIMER DISEASE 4		1q42.13		
#607014	HURLER SYNDROME		4p16.3		
#607015	HURLER-SCHEIE SYNDROME		4p16.3		
#607016	SCHEIE SYNDROME		4p16.3		
#607208	DRAVET SYNDROME; DRVT		2q24.3		
#607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP		2q33.1		
#607317	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4; SCAR4		1p36.22-p36.21		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607346	SPINOCEREBELLAR ATAXIA 19; SCA19		1p13.2		
#607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2		3p26.2		
#607426	COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1		4q21.23		
#607454	SPINOCEREBELLAR ATAXIA 21; SCA21		1p36.33		
#607483	THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE); THMD2		2q36.3		
#607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 8, INCLUDED; EJM8, INCLUDED	3q27.1		
#607641	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB; HMN7B		2p13.1		
#607677	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I; CMT2I		1q23.3		
#607681	FEBRILE SEIZURES, FAMILIAL, 8; FEB8	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2, INCLUDED; ECA2, INCLUDED	5q34		
#607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6, INCLUDED; EJM6, INCLUDED	2q23.3		
#607685	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC; HES		4q12		
#607736	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2J; CMT2J		1q23.3		
#607745	SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3		2q24.3		
#607778	ACROCAPITOFEMORAL DYSPLASIA; ACFD		2q35		
#607791	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE D; CMTDID		1q23.3		
#607872	CHROMOSOME 1p36 DELETION SYNDROME		1p36		
#607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2		2q11.2		
#608013	GAUCHER DISEASE, PERINATAL LETHAL		1q22		
#608033	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3; IIAE3		2q13		
#608233	HERMANSKY-PUDLAK SYNDROME 2; HPS2		5q14.1		
#608323	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE C; CMTDIC		1p35.1		
#608611	RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY; RPIAD		2p11.2		
#608654	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V; HSAN5		1p13.2		
#608688	AICA-RIBOSURIA DUE TO ATIC DEFICIENCY		2q35		
#608716	MICROCEPHALY 5, PRIMARY, AUTOSOMAL RECESSIVE; MCPH5		1q31.3		
#608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2		1q42.13		
#608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL		1p32.3		
#608885	STOMATIN-DEFICIENT CRYOHYDROCYTOSIS WITH NEUROLOGIC DEFECTS; SDCHCN		1p34.2		
#608930	MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL; CMS1B		2q31.1		
#609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	TRIFUNCTIONAL PROTEIN DEFICIENCY WITH MYOPATHY AND NEUROPATHY, INCLUDED	2p23.3, 2p23.3		
#611553	NOONAN SYNDROME 5; NS5		3p25.2		
#611719	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5; COXPD5		3q23		
#611816	TEMPLE-BARAITSER SYNDROME; TMBTS		1q32.2		
#611936	CHROMOSOME 3q29 DUPLICATION SYNDROME		3q29	3:192600000-198295559	
#611938	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2; CPVT2		1p13.1		
#611943	RIDDLE SYNDROME; RIDL		3q29		
#612015	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In; CDG1N		3p21.1		
#612016	COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4		1q42.13		
#612067	DYSTONIA 16; DYT16		2q31.2		
#612069	AMYOTROPHIC LATERAL SCLEROSIS 10 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS10	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, TARDBP-RELATED, INCLUDED	1p36.22		
#612126	GLUT1 DEFICIENCY SYNDROME 2; GLUT1DS2		1p34.2		
#612233	LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4		2q33.1		
#612247	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS; CAN		4p16.3		
#612260	IMMUNODEFICIENCY 68; IMD68		3p22.2		
#612284	MECKEL SYNDROME, TYPE 6; MKS6		4p15.32		
#612285	JOUBERT SYNDROME 9; JBTS9	JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	4p15.32		
#612289	FONTAINE PROGEROID SYNDROME; FPS		1p13.3		
#612291	JOUBERT SYNDROME 8; JBTS8		3q11.1-q11.2		
#612304	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE; THPH4		2q14.3		
#612313	GLASS SYNDROME; GLASS		2q33.1		
#612337	MENTAL RETARDATION, AUTOSOMAL DOMINANT 22; MRD22	CHROMOSOME 1q43-q44 DELETION SYNDROME, INCLUDED	1q44		
#612379	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq; CDG1Q		4q12		
#612389	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B		3p25.2		
#612474	CHROMOSOME 1q21.1 DELETION SYNDROME, 1.35-MB		1q21.1	1:143200000-147500000	
#612475	CHROMOSOME 1q21.1 DUPLICATION SYNDROME		1q21.1	1:143200000-147500000	
#612513	CHROMOSOME 2p16.1-p15 DELETION SYNDROME		2p16.1-p15	2:54700000-63900000	
#612530	CHROMOSOME 1q41-q42 DELETION SYNDROME		1q41-q42	1:214400000-236400000	
#612539	SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42		3q25.31		
#612562	DIAMOND-BLACKFAN ANEMIA 7; DBA7		1p36.11		
#612656	EPISODIC ATAXIA, TYPE 6; EA6		5p13.2		
#612703	MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7		1p33		
#612713	KAHRIZI SYNDROME; KHRZ		4q12		
#612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY		2p13.2		
#612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES		1q23.2		
#612852	OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS; OMPP		2q14.1		
#612918	CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI		3q26.32		
#612937	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15; MDDGC15		1q22		
#612949	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39; DEE39		2q31.1		
#613002	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 2; IIAE2		4q35.1		
#613038	PITUITARY HORMONE DEFICIENCY, COMBINED, 1; CPHD1		3p11.2		
#613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10; EIG10	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 5, SUSCEPTIBILITY TO, INCLUDED; GEFS5, INCLUDED	1p36.33		
#613090	BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS; BARTS4B		1p36.13, 1p36.13		
#613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB; HSAN2B		5p15.1		
#613118	ANTITHROMBIN III DEFICIENCY; AT3D		1q25.1		
#613135	PARKINSONISM-DYSTONIA, INFANTILE, 1; PKDYS1		5p15.33		
#613151	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 3; MDDGB3		1p34.1		
#613157	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3; MDDGC3		1p34.1		
#613174	CHROMOSOME 5p13 DUPLICATION SYNDROME		5p13	5:28900000-42500000	
#613205	MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED		1q22		
#613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE; SPG44		1q42.13		
#613224	NOONAN SYNDROME 6; NS6		1p13.2		
#613280	HYPERMANGANESEMIA WITH DYSTONIA 1; HMNDYT1		1q41		
#613353	MONONEUROPATHY OF THE MEDIAN NERVE, MILD; MNMN		5q32		
#613376	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC; HMN2C		5q11.2		
#613443	MENTAL RETARDATION, AUTOSOMAL DOMINANT 20; MRD20	CHROMOSOME 5q14.3 DELETION SYNDROME, PROXIMAL, INCLUDED	5q14.3		
#613509	CHROMOSOME 4q21 DELETION SYNDROME		4q21	4:75300000-87100000	
#609200	MYOPATHY, MYOFIBRILLAR, 3; MFM3		5q31.2		
#609227	GRISCELLI SYNDROME, TYPE 3; GS3		2q37.3		
#609260	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A; CMT2A2A		1p36.22		
#609284	NEMALINE MYOPATHY 1; NEM1	CAP MYOPATHY 1, INCLUDED; CAPM1, INCLUDED	1q21.3		
#609425	CHROMOSOME 3q29 DELETION SYNDROME		3q29	3:192600000-198295559	
#609583	JOUBERT SYNDROME 4; JBTS4		2q13		
#609634	MIGRAINE, FAMILIAL HEMIPLEGIC, 3; FHM3		2q24.3		
#609924	AMINOACYLASE 1 DEFICIENCY; ACY1D		3p21.2		
#609975	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 4; HHF4		4q25		
#610015	GLUTAMINE DEFICIENCY, CONGENITAL		1q25.3		
#610021	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 7; HHF7		1p13.2		
#610100	GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT; GAN2		1q23.2		
#610140	HEART-HAND SYNDROME, SLOVENIAN TYPE		1q22		
#610168	LOEYS-DIETZ SYNDROME 2; LDS2		3p24.1		
#610198	3-METHYLGLUTACONIC ACIDURIA, TYPE V; MGCA5		3q26.33		
#610250	SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT; SPG31		2p11.2		
#610293	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1		1q23.2		
#610357	SPASTIC PARAPLEGIA 30, AUTOSOMAL DOMINANT; SPG30	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE, INCLUDED	2q37.3		
#610474	CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME; CATSHLS		4p16.3		
#610475	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2; PPNAD2		2q31.2		
#610542	MYASTHENIC SYNDROME, CONGENITAL, 12; CMS12		2p13.3		
#610628	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA; HH4		3p13		
#610651	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP B; XPB	XERODERMA PIGMENTOSUM B/COCKAYNE SYNDROME, INCLUDED	2q14.3		
#610733	NOONAN SYNDROME 4; NS4		2p22.1		
#610738	NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3		1q21.3		
#610829	HOLOPROSENCEPHALY 9; HPE9		2q14.2		
#610915	OSTEOGENESIS IMPERFECTA, TYPE VIII; OI8		1p34.2		
#610951	CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7		4q28.2		
#610984	COMPLEMENT FACTOR I DEFICIENCY; CFID		4q25		
#611067	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 4; DSMA4		1p36.31		
#611090	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12; MRT12		1p34.1		
#611091	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5; MRT5		5p15.31		
#611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION; LBSL		1q25.1		
#611126	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 20; MC1DN20		3q21.3		
#611390	SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3		2q33.1		
#613603	CHROMOSOME 4q32.1-q32.2 TRIPLICATION SYNDROME		4q32.1-q32.2	4:154600000-163600000	
#613608	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3; FAME3		5p15.2		
#613610	CRANIOECTODERMAL DYSPLASIA 2; CED2		2p24.1		
#613643	PARKINSON DISEASE 5, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK5		4p13		
#613658	RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 1; RILDBC1		2q36.1		
#613670	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES		3p13		
#613721	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 11; DEE11		2q24.3		
#613724	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY; LKDMN		1p32.3		
#613728	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10; SCAR10		3p22.1-p21.3		
#613735	BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS; BRMUTD	CHROMOSOME 1p32-p31 DELETION SYNDROME, INCLUDED	1p31.3		
#613789	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II; C8D2		1p32.2		
#613790	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I; C8D1		1p32.2		
#613792	CHROMOSOME 3pter-p25 DELETION SYNDROME		3pter-p25		
#613811	PONTOCEREBELLAR HYPOPLASIA, TYPE 2D; PCH2D		4p15.2		
#613818	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9; MDDGC9		3p21.31		
#613839	MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY		5q14.1		
#613855	EPISODIC ATAXIA, TYPE 5; EA5		2q23.3		
#613861	RETINITIS PIGMENTOSA 59; RP59	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ibb, INCLUDED; CDG1BB, INCLUDED	1p36.11		
#613863	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 7; GEFSP7	FEBRILE SEIZURES, FAMILIAL, 3B, INCLUDED; FEB3B, INCLUDED	2q24.3		
#613870	HIRSCHSPRUNG DISEASE, CARDIAC DEFECTS, AND AUTONOMIC DYSFUNCTION; HCAD		1p36.12		
#613987	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 2; DKCB2		5q35.3		
#613989	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2; DKCA2	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 4, INCLUDED; DKCB4, INCLUDED	5p15.33		
#614063	N-ACETYLASPARTATE DEFICIENCY; NACED		4p16.3		
#614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47		1p13.2		
#614083	FANCONI ANEMIA, COMPLEMENTATION GROUP L; FANCL		2p16.1		
#614111	PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY; PDHBD		3p14.3		
#614212	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4; IIAE4		1p32.3		
#614213	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC; HSN2C		2q37.3		
#614225	WARBURG MICRO SYNDROME 2; WARBM2		1q41		
#614229	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11; SCAR11		1q32.2		
#614251	PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18		3q27.1		
#614255	NESCAV SYNDROME; NESCAVS		2q37.3		
#614261	MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP		2p13.1		
#614296	WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL		4p16.1		
#614299	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA; MMDS2		2p13.1		
#614307	ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY; AMACRD		5p13.2		
#614325	PITT-HOPKINS-LIKE SYNDROME 2; PTHSL2		2p16.3		
#614327	TUMOR PREDISPOSITION SYNDROME; TPDS		3p21.1		
#614399	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET; EMARDD	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT, INCLUDED	5q23.2		
#614424	JOUBERT SYNDROME 14; JBTS14		2q33.1		
#614462	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES; HGCLAS		4p14		
#614482	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; CCHLND		3q25.31		
#614501	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED		1p34.3		
#614504	USHER SYNDROME, TYPE IIIB; USH3B		5q31.3		
#614507	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir; CDG1R		1p36.12		
#614575	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME; CANVAS		4p14		
#614582	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9; COXPD9		3q22.1		
#614607	COFFIN-SIRIS SYNDROME 2; CSS2	CHROMOSOME 1p36.11 DUPLICATION SYNDROME, INCLUDED	1p36.11		
#614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2		5q11.2-q12.1		
#614615	JOUBERT SYNDROME 17; JBTS17		5p13.2		
#614619	HYPEREKPLEXIA 2; HKPX2		4q32.1		
#614673	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE; MCPH8		4q12		
#614674	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT		5q12.3		
#614696	AMYOTROPHIC LATERAL SCLEROSIS 17; ALS17		3p11.2		
#614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K		4q12		
#614728	SECKEL SYNDROME 6; SCKL6		3q22.2		
