OMIM Search - '+cs_neurologic:("developmental delay" OR "delayed development" OR "Delayed motor development" OR "Delayed psychomotor development" OR "Developmental motor delay" OR "Delayed walking development" OR "Delayed global development" OR "Global developmental delay" OR "Motor delay" OR "Fine motor impairment" OR "Psychomotor delay" OR "Delayed gross motor development" OR "Impaired psychomotor development" OR "Poor motor development" OR "Delay in gross motor development" OR "Lack of motor development" OR "Psychomotor retardation" OR "Lack of psychomotor development" OR "Developmental arrest" OR "Progressive psychomotor deterioration" OR "Developmental regression" OR "Psychomotor development failure" OR "Motor deterioration" OR "Motor retardation" OR "Retarded psychomotor development" OR "Delayed gross motor skills" OR "Arrest of psychomotor development" OR "Delay in motor development" OR "Delayed motor and speech development" OR "Limited gross motor development" OR "No psychomotor development" OR "Loss of motor functions" OR "Retarded motor development" OR "Motor development delayed" OR "Regression of psychomotor development" OR "Absence of development" OR "delayed early gross motor development" OR "absent psychomotor development" OR "Slowed development" OR "Poor fine motor skills" OR "Delayed motor skills" OR "Progressive motor function loss" OR "loss of motor skills" OR "Pervasive developmental disorder" OR "Motor and sensory neuropathy" OR "Delayed motor milestones" OR "Impaired fine motor skills" OR "Locomotor delay" OR "Psychomotor regression" OR "Motor deficits" OR "motor loss" OR "Loss of fine motor skills" OR "Psychomotor degeneration" OR "motor signs" OR "motor neuron" OR "motor skill delay" OR "Developmental retardation" OR "Motor impairment" OR "motor axonal neuropathy" OR "Loss of developmental skills" OR "Developmental deterioration" OR "Delayed developmental milestones" OR "Abnormal development" OR "Delayed early motor milestones" OR "Impaired motor control" OR "Motor regression" OR "Lack of neurologic development" OR "Motor abnormalities" OR "Defects in fine motor skills" OR "Impairment of gross and fine motor coordination" OR "motor incoordination" OR "Psychomotor impairment" OR "Lack of developmental progress" OR "Arrest of development" OR "Lack of development" OR "Lack of developmental progress" OR "Lack of developmental milestones" OR "Developmental disability" OR "Poor or absent global development" OR "Poor or lack of developmental progress" OR "Delayed gross motor milestones" OR "Neuromotor delay") (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)'
Downloaded:	Nov 17, 2020
#611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION; LBSL		1q25.1		
#611228	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J		6q21		
#613723	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 17; LGMDR17		8q24.3		
#613925	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A; MLC2A		11q24.2		
#613926	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION; MLC2B		11q24.2		
#614069	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2; ICF2		6q21		
#614399	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET; EMARDD	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT, INCLUDED	5q23.2		
#614557	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2; EDSKSCL2		7p14.3		
#614619	HYPEREKPLEXIA 2; HKPX2		4q32.1		
#614750	MYASTHENIC SYNDROME, CONGENITAL, 13; CMS13		11q23.3		
#615030	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE; SPG56		4q25		
#615219	HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES; HYC2		9p23		
#615281	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL		2q21.3		
#615352	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14; MDDGC14		3p21.31		
#615548	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII; HSAN7		3p22.2		
#615673	MYOPATHY WITH EXTRAPYRAMIDAL SIGNS; MPXPS		10q22.1		
#615705	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 15; SCAR15		3q29		
#615731	NEMALINE MYOPATHY 9; NEM9		2q31.1		
#615959	MYOPATHY, CENTRONUCLEAR, 5; CNM5		2q35		
#616033	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1; MSSGM1		4q23		
#616094	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12; MDDGC12		8p11.21		
#616224	MYASTHENIC SYNDROME, CONGENITAL, 22; CMS22		2p21		
#616228	MYASTHENIC SYNDROME, CONGENITAL, 14; CMS14		9q22.33		
#616291	LICHTENSTEIN-KNORR SYNDROME; LIKNS		1p36.11		
#616321	MYASTHENIC SYNDROME, CONGENITAL, 3A, SLOW-CHANNEL; CMS3A		2q37.1		
#616322	MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL; CMS3B		2q37.1		
#616323	MYASTHENIC SYNDROME, CONGENITAL, 3C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS3C		2q37.1		
#616326	MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS11		11p11.2		
#616489	SILVER-RUSSELL SYNDROME 3; SRS3		11p15.5		
#616719	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21; SCAR21		11q13.1		
#616720	MYASTHENIC SYNDROME, CONGENITAL, 19; CMS19		10q22.1		
#616739	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51; MRT51		2q22.1		
#616921	DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET; IOLOD		6q27		
#617061	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY; MRD44		5p15.2		
#617282	DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES; DYTOABG		1p35.3		
#617412	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY; BTDD		5q14.2		
#617560	SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY; SPAX8		10q26.3		
#617675	MYOPATHY, MITOCHONDRIAL, AND ATAXIA; MMYAT		1q22		
#617691	SPINOCEREBELLAR ATAXIA 44; SCA44		6q24.3		
#617760	MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION; CNM6		2q31.1		
#617763	SHORT STATURE, HEARING LOSS, RETINITIS PIGMENTOSA, AND DISTINCTIVE FACIES; SHRF		9q34.12		
#617882	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G; CMTDIG		8p21.2		
#617915	HYPOTONIA, ATAXIA, DEVELOPMENTAL DELAY, AND TOOTH ENAMEL DEFECT SYNDROME; HADDTS		4p16.3		
#617931	SPINOCEREBELLAR ATAXIA 47; SCA47		1p35.2		
#618135	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 8; MDDGC8		3p22.1		
#618138	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 23; LGMDR23		6q22.33		
#618184	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2; CHN2		1q23.3		
#618291	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2B, PRENATAL ONSET, AUTOSOMAL DOMINANT; SMALED2B		9q22.31		
#618343	POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME; PMGEDSV		2q32.2		
#618381	FACIAL DYSMORPHISM, HYPERTRICHOSIS, EPILEPSY, INTELLECTUAL/DEVELOPMENTAL DELAY, AND GINGIVAL OVERGROWTH SYNDROME; FHEIG		11q13.1		
#618578	MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS; MYOSCO		1p36.13		
#618688	LEUKODYSTROPHY, HYPOMYELINATING, 19, TRANSIENT INFANTILE; HLD19		1q42.12		
#618768	SPASTIC PARAPLEGIA 81, AUTOSOMAL RECESSIVE; SPG81		2p23.3		
#618800	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 28; SCAR28		5q33.3		
#618823	MYOPATHY, CONGENITAL PROXIMAL, WITH MINICORE LESIONS; MYOPMIL		3q26.33		
#618975	MYOPATHY, CONGENITAL, WITH DIAPHRAGMATIC DEFECTS, RESPIRATORY INSUFFICIENCY, AND DYSMORPHIC FACIES; MYODRIF		11p15.1		
#618992	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 15; MDDGB15		1q22		
#614702	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10		6q13		
#615362	CEROID LIPOFUSCINOSIS, NEURONAL, 13; CLN13		11q13.2		
#617248	3-METHYLGLUTACONIC ACIDURIA, TYPE VIII; MGCA8		2p13.1		
#618379	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 73; EIEE73		3q25.1		
#618835	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 40; COXPD40		6q21		
#126550	CALVARIAL DOUGHNUT LESIONS WITH BONE FRAGILITY; CDL	CALVARIAL DOUGHNUT LESIONS WITH BONE FRAGILITY AND SPONDYLOMETAPHYSEAL DYSPLASIA, INCLUDED; CDLSMD, INCLUDED	4q25		
#156610	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1; CSCSC1		6p21.33		
#213980	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME; CFSMR		1q24.1		
#242900	SCHIMKE IMMUNOOSSEOUS DYSPLASIA; SIOD		2q35		
#245600	MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS; JDSCD		11q12.3		
#249420	FRANK-TER HAAR SYNDROME; FTHS		5q35.1		
#263520	SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY; SRTD6		4q33		
#605407	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE		11p15.5		
#609583	JOUBERT SYNDROME 4; JBTS4		2q13		
#616507	OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17		5q33.1		
#616835	MEIER-GORLIN SYNDROME 6; MGORS6		6p22.3		
#616943	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE; TTD6		8p12		
#617026	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F; PCH2F		1q25.3		
#617164	SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD		11q23.3		
#617403	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID; ARCL2D		3q13.31		
#617425	IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES; ISDNA		8p21.1		
#617917	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 8; NBIA8		9q34.11		
#618188	HYPERPARATHYROIDISM, TRANSIENT NEONATAL; HRPTTN		7q34		
#618280	CARDIAC-UROGENITAL SYNDROME; CUGS		11q12.2		
#618804	SANDESTIG-STEFANOVA SYNDROME; SANDSTEF		9q34.11		
#618846	DIETS-JONGMANS SYNDROME; DIJOS		5q31.2		
#618853	ANAUXETIC DYSPLASIA 3; ANXD3		3q13.2		
#618870	SKELETAL DYSPLASIA, MILD, WITH JOINT LAXITY AND ADVANCED BONE AGE; SDJLABA		8p21.3		
#618914	NEURODEVELOPMENTAL, JAW, EYE, AND DIGITAL SYNDROME; NEDJED		5q35.1		
#228000	FARBER LIPOGRANULOMATOSIS; FRBRL		8p22		
#274270	DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY	5-FLUOROURACIL TOXICITY, INCLUDED	1p21.3		
#608233	HERMANSKY-PUDLAK SYNDROME 2; HPS2		5q14.1		
#608611	RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY; RPIAD		2p11.2		
#272750	GM2-GANGLIOSIDOSIS, AB VARIANT		5q33.1		
#612621	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5		6p21.32		
#615846	AICARDI-GOUTIERES SYNDROME 7; AGS7		2q24.2		
#617153	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 45; DEE45		4p12		
#619057	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 51; COXPD51		2p11.2		
#609056	SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME; SPDRS		2p11.2		
#250620	3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD		2q32.2		
#607208	DRAVET SYNDROME; DRVT		2q24.3		
#615744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19; DEE19		5q34		
#615838	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8		5q23.3-q31.1		
#616271	3-METHYLGLUTACONIC ACIDURIA, TYPE VII; MGCA7		11q13.4		
#616457	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 50; DEE50		2p23.3		
#616809	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6; HPMRS6		4q22.1		
#616900	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3		4q24		
#617166	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 47; DEE47		3q28-q29		
#617435	LOPES-MACIEL-RODAN SYNDROME; LOMARS		4p16.3		
#617711	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1; IECEE1		4q24		
#617771	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57; EIEE57		1q31.3		
#617951	LEUKODYSTROPHY, HYPOMYELINATING, 15; HLD15		1q41		
#617954	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6; MMDS6		7q22.1		
#618004	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64; EIEE64		8p21.3		
#213000	CEREBELLAR HYPOPLASIA/ATROPHY, EPILEPSY, AND GLOBAL DEVELOPMENTAL DELAY; CHEGDD		8q23.1		
#602342	PIERPONT SYNDROME; PRPTS		3q26.32		
#260600	LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3		4q24		
#606053	INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY; IDDAS		2q24.2		
#607872	CHROMOSOME 1p36 DELETION SYNDROME		1p36		
#613612	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIi; CDG2I		7q22.3		
#613721	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 11; DEE11		2q24.3		
#613735	BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS; BRMUTD	CHROMOSOME 1p32-p31 DELETION SYNDROME, INCLUDED	1p31.3		
#613886	OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY; OBHD		9q21.33		
#614075	HERMANSKY-PUDLAK SYNDROME 6; HPS6		10q24.32		
#614225	WARBURG MICRO SYNDROME 2; WARBM2		1q41		
#614226	HOLOPROSENCEPHALY 11; HPE11		11q24.2		
#614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY		10q22.2		
#614402	MICROPHTHALMIA, SYNDROMIC 11; MCOPS11		10q25.3		
#614615	JOUBERT SYNDROME 17; JBTS17		5p13.2		
#614883	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER); PBD11A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 13, INCLUDED; CG13, INCLUDED	2p15		
#614886	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER); PBD12A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 14, INCLUDED	1q23.2		
#614946	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14		6p25.1		
#615145	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9	MICROPHTHALMIA, SYNDROMIC 15, INCLUDED; MCOPS15, INCLUDED	4q34.3-q35.1		
#615273	CONGENITAL DISORDER OF DEGLYCOSYLATION; CDDG		3p24.2		
#615471	MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE); MTDPS13		6q16.1-q16.2		
#615474	PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES; PASNA		3p21.1		
#615763	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5; CDCBM5		6p25.2		
#615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES; SSMCF		2p21		
#615807	SECKEL SYNDROME 8; SCKL8		10q21.3		
#615948	OROFACIODIGITAL SYNDROME XIV; OFD14		11q13.4		
#616083	MENTAL RETARDATION, AUTOSOMAL DOMINANT 30; MRD30		10p15.3		
#616351	MENTAL RETARDATION, AUTOSOMAL DOMINANT 34; MRD34		5q13.3		
#616801	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2; IHPRF2		2q34		
#616867	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 2; SMABF2		10q22.1		
#616887	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52; MRT52		2q11.2		
#616939	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION; COCPMR		1p21.2		
#616973	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42; MRD42		1p36.33		
#616975	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH		1p36.23		
#617008	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3; CPSQ3		10q25.1-q25.2		
#617020	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 38; DEE38		1q42.2		
#617051	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55; MRT55		11q24.2		
#617052	BONE MARROW FAILURE SYNDROME 3; BMFS3		5p13.2		
#617055	PERCHING SYNDROME; PERCHING		7p15.3		
#617281	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 49; DEE49		11p15.4		
#617302	OPTIC ATROPHY 11; OPA11		10p12.1		
#617330	HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS		10q26.3		
#617333	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP		3p25.3		
#617360	CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER; CHDFIDD		7p14.1		
#617481	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES; NMIHBA		1q21.3		
#617527	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN ANOMALIES; NDMSBA		9p21.2		
#617616	SKRABAN-DEARDORFF SYNDROME; SKDEAS		1q42.11-q42.12		
#617746	SWEENEY-COX SYNDROME; SWCOS		7p21.1		
#617773	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 61; MRT61		9p13.3		
#617816	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 16; GPIBD16		1q24.3		
#617836	DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM		1p36.11		
#617864	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES; NEDSGA		11q22.3		
#617865	NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES; NEDMAGA		5q12.1		
#617873	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35; COXPD35		1p34.2		
#617938	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 62; EIEE62		2q24.3		
#617991	CHUNG-JANSEN SYNDROME; CHUJANS		6q14.1		
#618027	COFFIN-SIRIS SYNDROME 7; CSS7		11q13.1		
#618158	INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD		11q13.5-q14.1		
#618174	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9; CDCBM9		2p12		
#618222	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 2; MC1DN2		11q13.2		
#618233	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 10; MC1DN10		5q12.1		
#618235	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 13; MC1DN13		5q31.3		
#618240	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 18; MC1DN18		3p21.31		
#618246	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25; MC1DN25		2q33.1		
#618292	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA; NEDIDHA		3p21.2		
#618298	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 70; EIEE70		6p24.1		
#618314	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 2; HOMGSMR2		1p13.1		
#618325	LISSENCEPHALY 9 WITH COMPLEX BRAINSTEM MALFORMATION; LIS9		1p34.3		
#618330	GLOBAL DEVELOPMENTAL DELAY WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; GDDI		7q22.1		
#618349	GALLOWAY-MOWAT SYNDROME 8; GAMOS8		1q42.13		
#618351	MICROCEPHALY 25, PRIMARY, AUTOSOMAL RECESSIVE; MCPH25		7q22.1		
#618354	NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA		5q31.1		
#618378	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 38; COXPD38		1q25.1		
#618396	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 74; EIEE74		5q34		
#618404	LEUKODYSTROPHY, HYPOMYELINATING, 18; HLD18		1q42.11		
#618425	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED SPEECH AND HYPERKINETIC MOVEMENTS; NEDISHM		2q35		
#618437	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 75; EIEE75		1p32.3		
#618453	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND VARIABLE SKELETAL ANOMALIES; IDDSSA		7p22.1		
#618454	DEVELOPMENTAL DELAY WITH OR WITHOUT DYSMORPHIC FACIES AND AUTISM; DEDDFA		7q22.1		
#618460	KHAN-KHAN-KATSANIS SYNDROME; 3KS		7q36.3		
#618470	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS; IDDSSAD		7q22.1		
#618492	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND STRUCTURAL BRAIN ANOMALIES; NEDMIBA		2q31.1		
#618493	HYPOTONIA, HYPOVENTILATION, IMPAIRED INTELLECTUAL DEVELOPMENT, DYSAUTONOMIA, EPILEPSY, AND EYE ABNORMALITIES; HIDEA		3p21.31		
#618501	CEREBELLAR ATROPHY WITH SEIZURES AND VARIABLE DEVELOPMENTAL DELAY; CASVDD		3p21.31		
#618504	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 71; MRT71		11q22.3		
#618512	O'DONNELL-LURIA-RODAN SYNDROME; ODLURO		7q22.3		
#618522	INTELLECTUAL DEVELOPMENTAL DISORDER 59; MRD59		10q22.2		
#618547	NEURODEVELOPMENTAL DISORDER WITH VISUAL DEFECTS AND BRAIN ANOMALIES; NEDVIBA		10q22.1		
#618557	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 78; EIEE78		4p12		
#618569	NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY; NEDAHM		1p34.2		
#618571	NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES; NDCAGF		7p22.3		
#618572	NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY; NEDCHS		8q22.1		
#618587	INTELLECTUAL DEVELOPMENTAL DISORDER 60 WITH SEIZURES; MRD60		3q27.1		
#618604	SNIJDERS BLOK-FISHER SYNDROME; SNIBFIS		2q12.1		
#618606	PONTOCEREBELLAR HYPOPLASIA, TYPE 13; PCH13		11q13.1		
#618619	WEISS-KRUSZKA SYNDROME; WSKA		9q31.2		
#618622	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA		2q21.1		
#618646	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2; DMJDS2		4q12		
#618653	INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES; IDDILF		11q23.3		
#618659	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL SKELETAL ANOMALIES; NEDDFSA		10q22.3		
#618665	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72; MRT72		2q31.1		
#618687	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND BEHAVIORAL ABNORMALITIES; IDDSSBA		3p25.2-p25.1		
#618718	NEURODEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES, ABSENT SPEECH, AND HYPOTONIA; NEDBASH		9q34.13		
#618724	HEYN-SPROUL-JACKSON SYNDROME; HESJAS		2p23.3		
#618729	LIANG-WANG SYNDROME; LIWAS		10q22.3		
#618730	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CORTICAL MALFORMATIONS, AND SPASTICITY; NEDMCMS		11q12.1		
#618732	POIRIER-BIENVENU NEURODEVELOPMENTAL SYNDROME; POBINDS		6p21.33		
#618737	PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES; PAMDDFS		10q26.3		
#618761	CATIFA SYNDROME; CATIFA		9p24.1		
#618763	JOUBERT SYNDROME 36; JBTS36		10q22.2		
#618792	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 84; DEE84		4p14		
#618798	BECK-FAHRNER SYNDROME; BEFAHRS		2p13.1		
#618808	INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA; IDPOGSA		9q34.3		
#618825	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY; MRD63		5p15.2		
#618872	NIZON-ISIDOR SYNDROME; NIZIDS		3q25.1		
