OMIM Search - '+cs_neurologic:("mental retardation" OR "cognitive impairment" OR "intellectual impairment" OR "impaired intellectual development" OR "intellectual disability" OR "mentally retarded" OR "cognitive delay" OR "Delayed intellectual development" OR "Delayed cognitive development" OR "Cognitive deficits" OR "Mental deficiency" OR "intellectual decline" OR "Cognitive dysfunction" OR "Cognitive decline" OR "Cognitive function loss" OR "Cognitive defects" OR "Cognitive deterioration" OR "Cognitive regression" OR "Cognitive disability" OR "Cognitive development may be significantly impaired or normal" OR "Impaired cognitive development" OR "No cognitive development" OR "Intellectual developmental impairment" OR "Intellectual deterioration" OR "Intellectual delay" OR "Impaired or absent intellectual development" OR "Intellectual developmental deficit" OR "Mental deterioration" OR "Mental lethargy" OR "Mental impairment" OR "Mental delay or retardation" OR "Retarded mental development" OR "Progressive mental and motor deterioration" OR "Mental and motor retardation") (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#164400	SPINOCEREBELLAR ATAXIA 1; SCA1		6p22.3		
#169500	LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD		5q23.2		
#600224	SPINOCEREBELLAR ATAXIA 5; SCA5		11q13.2		
#601042	DYSTONIA 9; DYT9		1p34.2		
#602099	AMYOTROPHIC LATERAL SCLEROSIS 5, JUVENILE; ALS5		15q21.1		
#603472	NEURONAL INTRANUCLEAR INCLUSION DISEASE; NIID		1q21.2		
#250950	3-METHYLGLUTACONIC ACIDURIA, TYPE I; MGCA1		9q22.31		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#263570	POLYGLUCOSAN BODY NEUROPATHY, ADULT FORM; APBN		3p12.2		
#270750	SPASTIC PARAPLEGIA 23, AUTOSOMAL RECESSIVE; SPG23		1q32.1		
#270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A		8q12.3		
#607346	SPINOCEREBELLAR ATAXIA 19; SCA19		1p13.2		
#607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED	15q26.1		
#607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2		2q11.2		
#612067	DYSTONIA 16; DYT16		2q31.2		
#612126	GLUT1 DEFICIENCY SYNDROME 2; GLUT1DS2		1p34.2		
#613204	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY		12q13.2		
#613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE; SPG44		1q42.13		
#609583	JOUBERT SYNDROME 4; JBTS4		2q13		
#610357	SPASTIC PARAPLEGIA 30, AUTOSOMAL DOMINANT; SPG30	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE, INCLUDED	2q37.3		
#610505	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3; COXPD3		12q14.1		
#610733	NOONAN SYNDROME 4; NS4		2p22.1		
#610759	CORNELIA DE LANGE SYNDROME 3 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS3		10q25.2		
#611390	SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3		2q33.1		
#614702	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10		6q13		
#614877	PEROXISOME BIOGENESIS DISORDER 8B; PBD8B		11p11.2		
#614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53		8p22		
#614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15		15q22.31		
#615030	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE; SPG56		4q25		
#615181	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11; MDDGA11		1q42.3		
#615330	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3; MMDS3		1q42.13		
#615386	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14		11q13.2		
#615418	MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE; MTDPS12B		4q35.1		
#615983	BARDET-BIEDL SYNDROME 5; BBS5		2q31.1		
#615987	BARDET-BIEDL SYNDROME 10; BBS10		12q21.2		
#615989	BARDET-BIEDL SYNDROME 12; BBS12		4q27		
#615994	BARDET-BIEDL SYNDROME 17; BBS17		3p21.31		
#615995	BARDET-BIEDL SYNDROME 18; BBS18		10q25.2		
#616094	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12; MDDGC12		8p11.21		
#616307	SENIOR-LOKEN SYNDROME 8; SLSN8		4p14		
#616413	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6; IBGC6		1q25.3		
#616479	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2; PEOB2		2p25.3		
#616541	SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED		5q14.2		
#616640	EPILEPSY, PROGRESSIVE MYOCLONIC, 10; EPM10		4q21.21		
#616668	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X; CMT2X		15q21.1		
#616779	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2; CADASIL2		10q26.13		
#617008	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3; CPSQ3		10q25.1-q25.2		
#617056	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4; HNFJ4		3q21.3		
#617070	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4; PEOB4		2p13.1		
#617143	MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC; CMS20		2q12.3		
#617560	SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY; SPAX8		10q26.3		
#617584	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 25; SCAR25		6q21		
#617595	BIRK-LANDAU-PEREZ SYNDROME; BILAPES		4p13		
#617761	JOUBERT SYNDROME 31; JBTS31		5q23.2		
#617951	LEUKODYSTROPHY, HYPOMYELINATING, 15; HLD15		1q41		
#618564	MICROANGIOPATHY AND LEUKOENCEPHALOPATHY, PONTINE, AUTOSOMAL DOMINANT; PADMAL		13q34		
#618877	LEUKOENCEPHALOPATHY, DEVELOPMENTAL DELAY, AND EPISODIC NEUROLOGIC REGRESSION SYNDROME; LEUDEN		2p22.2		
#619061	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 17; MC4DN17		14q32.33		
#176500	CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 1		13q14.2		
#208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH	ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	9p21.1		
#213600	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1		8p11.21		
#601780	CEROID LIPOFUSCINOSIS, NEURONAL, 6; CLN6		15q23		
#245200	KRABBE DISEASE		14q31.3		
#254780	MYOCLONIC EPILEPSY OF LAFORA	EPILEPSY, PROGRESSIVE MYOCLONIC, 2B, INCLUDED; EPM2B, INCLUDED	6p22.3, 6q24.3		
#278700	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A; XPA		9q22.33		
#278800	DE SANCTIS-CACCHIONE SYNDROME		10q11.23		
#607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		14q24.3		
#234500	HARTNUP DISORDER; HND		5p15.33		
#275900	SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE; SPG20		13q13.3		
#609981	IMMUNODEFICIENCY 54; IMD54		8q11.21		
#201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE; AEZ		8q24.3		
#616370	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4; MMDS4		14q24.3		
#259730	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3		8q21.2		
#613676	SECKEL SYNDROME 4; SCKL4		13q12.12-q12.13		
#615491	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE; SPG79		4p13		
#616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18		4q22.1-q22.2		
#218700	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 2; CHNG2		2q14.1		
#158600	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 1, AUTOSOMAL DOMINANT; SMALED1		14q32.31		
#261990	ABNORMAL HAIR, JOINT LAXITY, AND DEVELOPMENTAL DELAY; HJDD		11q21		
#614701	CORNELIA DE LANGE SYNDROME 4 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS4		8q24.11		
#618853	ANAUXETIC DYSPLASIA 3; ANXD3		3q13.2		
#618891	MICROCEPHALY, DEVELOPMENTAL DELAY, AND BRITTLE HAIR SYNDROME; MDBH		11p15.4		
#174300	OROFACIODIGITAL SYNDROME V; OFD5		1q32.1		
#175780	BRAIN SMALL VESSEL DISEASE 1 WITH OR WITHOUT OCULAR ANOMALIES; BSVD1		13q34		
#600348	BAND HETEROTOPIA; BH		14q32.2		
#600987	CLEFT PALATE, CARDIAC DEFECTS, AND MENTAL RETARDATION; CPCMR		15q14		
#603585	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F		6q15		
#604213	CHUDLEY-MCCULLOUGH SYNDROME; CMCS		1p13.3		
#243310	BARAITSER-WINTER SYNDROME 1; BRWS1		7p22.1		
#244450	KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS		12q24.11		
#248000	MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE; MGCPH		6p24.1		
#250410	RETINITIS PIGMENTOSA WITH OR WITHOUT SKELETAL ANOMALIES; RPSKA		5q12.3		
#251280	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 1; DMJDS1		5q31.3		
#254940	CAREY-FINEMAN-ZITER SYNDROME; CFZS		9q34.2		
#607317	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4; SCAR4		1p36.22-p36.21		
#608776	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L		11q23.1		
#612703	MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7		1p33		
#613451	FRONTONASAL DYSPLASIA 2; FND2		11p11.2		
#610042	PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1		7q35-q36		
#613728	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10; SCAR10		3p22.1-p21.3		
#613886	OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY; OBHD		9q21.33		
#613970	MENTAL RETARDATION, AUTOSOMAL DOMINANT 6, WITH OR WITHOUT SEIZURES; MRD6		12p13.1		
#614111	PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY; PDHBD		3p14.3		
#614230	CHROMOSOME 8q21.11 DELETION SYNDROME		8q21.11	8:72000000-74600000	
#614254	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT; NDHMSD		9q34.3		
#614255	NESCAV SYNDROME; NESCAVS		2q37.3		
#614558	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 13; DEE13		12q13.13		
#614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L		13q14.11		
#614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2		5q11.2-q12.1		
#614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12; EIG12		1p34.2		
#614863	PEROXISOME BIOGENESIS DISORDER 4B; PBD4B		6p21.1		
#614920	PEROXISOME BIOGENESIS DISORDER 14B; PEX14B		1q21.1		
#615005	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5		9q34.3		
#615009	SCHUURS-HOEIJMAKERS SYNDROME; SHMS		11q13.1-q13.2		
#615032	AUTISM, SUSCEPTIBILITY TO, 18; AUTS18		14q11.2		
#615071	ALAZAMI SYNDROME; ALAZS		4q25		
#615075	NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV		3p22.1		
#615145	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9	MICROPHTHALMIA, SYNDROMIC 15, INCLUDED; MCOPS15, INCLUDED	4q34.3-q35.1		
#615219	HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES; HYC2		9p23		
#615355	NOONAN SYNDROME 8; NS8		1q22		
#615356	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 18; LGMDR18		4q35.1		
#615493	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37; MRT37		10q21.2		
#615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR		2q35		
#615547	SCHAAF-YANG SYNDROME; SHFYNG		15q11.2		
#615578	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18; COXPD18		10q26.11		
#615656	CHROMOSOME 15q11.2 DELETION SYNDROME		15q11.2	15:20500000-25500000	
#615668	CHROMOSOME 5q12 DELETION SYNDROME		5q12	5:59600000-67400000	
#615683	SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE; SPG64		10q24.1		
#615722	BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME; BBSOAS		5q15		
#615744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19; DEE19		5q34		
#615761	MENTAL RETARDATION, AUTOSOMAL DOMINANT 23; MRD23		3p25.3		
#615807	SECKEL SYNDROME 8; SCKL8		10q21.3		
#615816	IMMUNODEFICIENCY 23; IMD23		6q14.1		
#615834	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26		7q11.22		
#615838	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8		5q23.3-q31.1		
#615862	NEPHRONOPHTHISIS 18; NPHP18		12q22		
#615871	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 24; DEE24		5p12		
#615877	MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME; MCSKS		4q31.3		
#615879	TATTON-BROWN-RAHMAN SYNDROME; TBRS		2p23.3		
#615937	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2; MPPH2		1q43-q44		
#615948	OROFACIODIGITAL SYNDROME XIV; OFD14		11q13.4		
#616080	MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE; MCPH12		7q21.2		
#616095	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY; MCT1D		1p13.2		
#616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17		10q24.31		
#616139	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 27; DEE27		12p13.1		
#616202	CEREBELLOFACIODENTAL SYNDROME; CFDS		14q32.33		
#616271	3-METHYLGLUTACONIC ACIDURIA, TYPE VII; MGCA7		11q13.4		
#616346	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31; DEE31		9q34.11		
#616364	WHITE-SUTTON SYNDROME; WHSUS		1q21.3		
#616366	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 32; DEE32		1p13.3		
#616368	CHOPS SYNDROME; CHOPS		5q31.1		
#616421	MYOCLONIC-ATONIC EPILEPSY; MAE		3p25.3		
#616460	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50; MRT50		15q24.1		
#616486	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN IMAGING ABNORMALITIES; NEDMISBA		1p34.2		
#616494	LEUKODYSTROPHY, HYPOMYELINATING, 11; HLD11		6p21.1		
#616521	MENTAL RETARDATION, AUTOSOMAL DOMINANT 39; MRD39	CHROMOSOME 2p25.3 DELETION SYNDROME, INCLUDED	2p25.3		
#616579	MENTAL RETARDATION, AUTOSOMAL DOMINANT 40; MRD40		13q34		
#616580	AU-KLINE SYNDROME; AUKS		9q21.32		
#616586	SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE; SPG9B		10q24.1		
#616606	RING CHROMOSOME 14 SYNDROME		Chr.14		
#616638	SMITH-KINGSMORE SYNDROME; SKS		1p36.22		
#616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY; SPATCCM		2p14		
#616683	LEUKODYSTROPHY, HYPOMYELINATING, 12; HLD12		11q23.3		
#616716	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5; RCDP5		12p13.31		
#616719	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21; SCAR21		11q13.1		
#616721	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn; CDG2N		4q24		
#616737	TAKENOUCHI-KOSAKI SYNDROME; TKS		1p36.12		
#616756	SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES; SPPRS		6q16.3		
#616801	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2; IHPRF2		2q34		
#616803	LAMB-SHAFFER SYNDROME; LAMSHF		12p12.1		
#616831	LUSCAN-LUMISH SYNDROME; LLS		3p21.31		
#616835	MEIER-GORLIN SYNDROME 6; MGORS6		6p22.3		
#616875	CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION; CAVIPMR		1p36.13		
#616887	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52; MRT52		2q11.2		
#616898	CHROMOSOME 15q14 DELETION SYNDROME		15q14	15:33400000-39800000	
#616902	CHROMOSOME 11p13 DELETION SYNDROME, DISTAL		11p13	11:31000000-36400000	
#616910	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 3; ICF3		2q31.1		
#616911	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4; ICF4		10q23.33		
#616939	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION; COCPMR		1p21.2		
#616944	MENTAL RETARDATION, AUTOSOMAL DOMINANT 41; MRD41		3q26.32		
#616948	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22; SCAR22		2q11.2		
#616949	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 23; SCAR23		6p22.3		
#616973	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42; MRD42		1p36.33		
#616977	MENTAL RETARDATION, AUTOSOMAL DOMINANT 43; MRD43		6q24.2		
#617011	MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR		15q22.31		
#617013	HYPERMANGANESEMIA WITH DYSTONIA 2; HMNDYT2		8p21.3		
#617026	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F; PCH2F		1q25.3		
#617028	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54; MRT54		3q26.2-q26.3		
#617044	SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS; SDDHD		3p21.1		
#617061	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY; MRD44		5p15.2		
#617093	GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY; GRIDHH		9q22.31		
#617101	INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN		2p16.1		
#617107	THAUVIN-ROBINET-FAIVRE SYNDROME; TROFAS		11q13.1		
#617113	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 43; DEE43		15q12		
#617119	BARDET-BIEDL SYNDROME 20; BBS20		9p21.2		
#617125	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56; MRT56		14q31.3		
#617126	ALAZAMI-YUAN SYNDROME; ALYUS		7q22.1		
#617132	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 44; DEE44		3q22.1		
#617137	FRONTOMETAPHYSEAL DYSPLASIA 2; FMD2		6q15		
#617159	SIFRIM-HITZ-WEISS SYNDROME; SIHIWES		12p13.31		
#617173	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA		15q21.2		
#617182	LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA; LADCI		15q21.2		
#617183	HAREL-YOON SYNDROME; HAYOS		1p36.33		
#617190	SHASHI-PENA SYNDROME; SHAPNS		2p23.3		
#617207	ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY; PEAMO		1q42.3		
#617237	IMMUNODEFICIENCY 49; IMD49		14q32.2		
#617244	FANCONI ANEMIA, COMPLEMENTATION GROUP R; FANCR		15q15.1		
#617255	LISSENCEPHALY 8; LIS8		12q21.32		
#617260	GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF		3q21.2		
#617268	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE; NDHSAL		2q32.3		
#617290	EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT; EPVB6D		8p11.23		
#617296	SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY; SINO		2p25.1		
#617302	OPTIC ATROPHY 11; OPA11		10p12.1		
#617308	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6; CBAS6		3p14.3		
#617330	HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS		10q26.3		
#617333	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP		3p25.3		
#617360	CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER; CHDFIDD		7p14.1		
#617384	HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT; HPANBH4		10q21.3		
#617396	ANAUXETIC DYSPLASIA 2; ANXD2		8q22.2		
#617412	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY; BTDD		5q14.2		
#617425	IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES; ISDNA		8p21.1		
#617432	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60; MRT60		1p13.3		
#617435	LOPES-MACIEL-RODAN SYNDROME; LOMARS		4p16.3		
#617452	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA		8q21.3		
#617520	MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT; MCPH18		4q21.23		
#617523	NEURODEVELOPMENTAL DISORDER WITH MIDBRAIN AND HINDBRAIN MALFORMATIONS; NEDMHM		1q22		
#617532	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES; IDDNPF		1p36.23		
#617537	RAHMAN SYNDROME; RMNS		6p22.2		
#617557	GABRIELE-DE VRIES SYNDROME; GADEVS		14q32.2		
#617561	COHEN-GIBSON SYNDROME; COGIS		11q14.2		
#617601	MENTAL RETARDATION, AUTOSOMAL DOMINANT 46; MRD46		6q13		
#617616	SKRABAN-DEARDORFF SYNDROME; SKDEAS		1q42.11-q42.12		
#617622	JOUBERT SYNDROME 30; JBTS30		2q37.1		
#617635	MENTAL RETARDATION, AUTOSOMAL DOMINANT 47; MRD47		3q22.3		
#617660	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1; VCRL1		2p21		
#617665	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 56; DEE56		7q11.23		
#617675	MYOPATHY, MITOCHONDRIAL, AND ATAXIA; MMYAT		1q22		
#617682	PILAROWSKI-BJORNSSON SYNDROME; PILBOS		5q15-q21		
#617695	PONTOCEREBELLAR HYPOPLASIA, TYPE 11; PCH11		3q12.1-q12.2		
#617709	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES; NEDMAS		1p13.3		
#617710	NEURODEVELOPMENTAL DISORDER, MITOCHONDRIAL, WITH ABNORMAL MOVEMENTS AND LACTIC ACIDOSIS, WITH OR WITHOUT SEIZURES; NEMMLAS		1p12		
#617711	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1; IECEE1		4q24		
#617729	GALLOWAY-MOWAT SYNDROME 3; GAMOS3		14q11.2		
#617744	IMMUNODEFICIENCY, DEVELOPMENTAL DELAY, AND HYPOHOMOCYSTEINEMIA; IMDDHH		2q31.2		
#617751	MENTAL RETARDATION, AUTOSOMAL DOMINANT 48; MRD48		7p22.1		
#617752	CLARK-BARAITSER SYNDROME; CLABARS		2q36.3		
#617757	JOUBERT SYNDROME 32; JBTS32		10q24.32		
#617762	LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET; PLDECO		11q13.5		
#617763	SHORT STATURE, HEARING LOSS, RETINITIS PIGMENTOSA, AND DISTINCTIVE FACIES; SHRF		9q34.12		
#617768	KLEEFSTRA SYNDROME 2; KLEFS2		7q36.1		
#617773	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 61; MRT61		9p13.3		
#617787	MENTAL RETARDATION, AUTOSOMAL DOMINANT 50; MRD50		4q31.1		
#617788	MENTAL RETARDATION, AUTOSOMAL DOMINANT 51; MRD51		11q13.2		
#617796	MENTAL RETARDATION, AUTOSOMAL DOMINANT 52; MRD52		1q22		
#617798	MENTAL RETARDATION, AUTOSOMAL DOMINANT 53; MRD53		5q32		
#617799	MENTAL RETARDATION, AUTOSOMAL DOMINANT 54; MRD54		7p13		
#617802	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY; NDMSCA		6p21.33		
#617804	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL		3p21.31		
#617810	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 15; GPIBD15		8q24.3		
#617816	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 16; GPIBD16		1q24.3		
