OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 18, 19, 20, 21, 22)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#256600	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A; NBIA2A		22q13.1		
#257220	NIEMANN-PICK DISEASE, TYPE C1; NPC1	NIEMANN-PICK DISEASE, TYPE D, INCLUDED	18q11.2		
#258150	SPERMATOGENIC FAILURE 1; SPGF1		20q13.33		
#258501	3-METHYLGLUTACONIC ACIDURIA, TYPE III; MGCA3		19q13.32		
#259500	OSTEOGENIC SARCOMA		13q14.2, 17p13.1, 22q12.1		
#260300	PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK15		22q12.3		
#260350	PANCREATIC CANCER		12p12.1, 17p13.1, 18q21.2, 19p13.3		
#261550	PERSISTENT MULLERIAN DUCT SYNDROME, TYPES I AND II; PMDS		12q13.13, 19p13.3		
#261680	PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC; PCKDC		20q13.31		
#262190	PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES		19p13.2		
#263650	BARTSOCAS-PAPAS SYNDROME; BPS		21q22.3		
#266130	GLUTATHIONE SYNTHETASE DEFICIENCY; GSSD		20q11.22		
#267750	KNOBLOCH SYNDROME 1; KNO1		21q22.3		
#269150	SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME		18q12.3		
#269600	SEA-BLUE HISTIOCYTE DISEASE		19q13.32		
#270420	DIARRHEA 3, SECRETORY SODIUM, CONGENITAL, WITH OR WITHOUT OTHER CONGENITAL ANOMALIES; DIAR3		19q13.2		
#271930	STRIATONIGRAL DEGENERATION, INFANTILE; SNDI		19q13.33		
#272430	CRISPONI/COLD-INDUCED SWEATING SYNDROME 1; CISS1		19p13.11		
#273300	TESTICULAR GERM CELL TUMOR; TGCT	SEMINOMA, INCLUDED	1p22.3, 4p16.3, 4q12, 19p13.3		
#274400	THYROID DYSHORMONOGENESIS 1; TDH1		19p13.11		
#275350	TRANSCOBALAMIN II DEFICIENCY		22q12.2		
#275400	OLIVER-MCFARLANE SYNDROME; OMCS		19p13.2		
#277300	SPONDYLOCOSTAL DYSOSTOSIS 1, AUTOSOMAL RECESSIVE; SCDO1		19q13.2		
#277600	WEILL-MARCHESANI SYNDROME 1; WMS1		19p13.2		
#278730	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP D; XPD		19q13.32		
#580000	DEAFNESS, AMINOGLYCOSIDE-INDUCED		22q13.31		
#600001	HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES; HDCA		18q11.2		
#605355	NEMALINE MYOPATHY 5; NEM5		19q13.42		
#605361	SPINOCEREBELLAR ATAXIA 14; SCA14		19q13.42		
#605387	CATARACT 31, MULTIPLE TYPES; CTRCT31		20q11.22		
#605389	HYPOTRICHOSIS 1; HYPT1		18p11.22		
#605589	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B2; CMT2B2		19q13.33		
#605714	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED		21q21.3		
#606159	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3		19q13.33		
#606164	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA15		19p13.2		
#606232	PHELAN-MCDERMID SYNDROME; PHMDS		22q13.33		
#606482	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2M, INCLUDED; CMT2M, INCLUDED	19p13.2		
#606612	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 5; MDDGB5		19q13.32		
#606688	SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES		20p13		
#606744	SECKEL SYNDROME 2; SCKL2		18q11.2		
#606763	CILIARY DYSKINESIA, PRIMARY, 2; CILD2		19q13.42		
#606824	GLUCOSE/GALACTOSE MALABSORPTION; GGM		22q12.3		
#606843	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 3; HIGM3		20q13.12		
#606893	VASCULAR MALFORMATION, PRIMARY INTRAOSSEOUS		20q13.12		
#607236	HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION		20p13		
#607323	DUANE-RADIAL RAY SYNDROME; DRRS		20q13.2		
#607326	SMITH-MCCORT DYSPLASIA 1; SMC1		18q21.1		
#607398	GLUCOCORTICOID DEFICIENCY 2; GCCD2		21q22.11		
#607822	ALZHEIMER DISEASE 3; AD	ALZHEIMER DISEASE, FAMILIAL, 3, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES, INCLUDED	14q24.2, 19q13.32		
#607823	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME; HLTS		20q13.33		
#607842	AURAL ATRESIA, CONGENITAL; CAA		18q22.3		
#607903	HYPOTRICHOSIS 6; HYPT6		18q12.1		
#607944	SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION; SPENCDI		19p13.2		
#608097	PERIVENTRICULAR HETEROTOPIA WITH MICROCEPHALY, AUTOSOMAL RECESSIVE; ARPHM		20q13.13		
#608180	SYNPOLYDACTYLY 2; SPD2		22q13.31		
#608203	IMMUNODEFICIENCY 73A WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND LEUKOCYTOSIS; IMD73A		22q13.1		
#608232	LEUKEMIA, CHRONIC MYELOID; CML	LEUKEMIA, PHILADELPHIA CHROMOSOME-POSITIVE, RESISTANT TO IMATANIB, INCLUDED	9q34.12, 22q11.23		
#608363	CHROMOSOME 22q11.2 DUPLICATION SYNDROME		22q11.2	22:17400000-25500000	
#608443	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3; MRT3		19p13.12		
#608572	BURN-MCKEOWN SYNDROME; BMKS		18q23		
#608627	AMYOTROPHIC LATERAL SCLEROSIS 8; ALS8		20q13.32		
#608709	LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD		19p13.3		
#608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E		20q13.13		
#608840	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 6; MDDGB6		22q12.3		
#608902	DRUG METABOLISM, POOR, CYP2D6-RELATED	DRUG METABOLISM, ULTRARAPID, CYP2D6-RELATED, INCLUDED	22q13.2		
#608907	ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO; AD9		19p13.3		
#608908	MYOPIA 6; MYP6		22q13.33		
#611521	IMMUNODEFICIENCY 35; IMD35		19p13.2		
#611544	CATARACT 17, MULTIPLE TYPES; CTRCT17		22q12.1		
#611556	GLYCOGEN STORAGE DISEASE 0, MUSCLE; GSD0B		19q13.33		
#611584	WAARDENBURG SYNDROME, TYPE 2E; WS2E		22q13.1		
#611762	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2; FCAS2		19q13.42		
#611867	CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL		22q11.2	22:17400000-25500000	
#611880	CARDIOMYOPATHY, DILATED, 2A; CMD2A		19q13.42		
#612020	SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39		19p13.2		
#612301	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 7; OPTB7		18q21.33		
#612347	JERVELL AND LANGE-NIELSEN SYNDROME 2; JLNS2		21q22.12		
#612356	HEPARIN COFACTOR II DEFICIENCY		22q11.21		
#612390	PONTOCEREBELLAR HYPOPLASIA, TYPE 2C; PCH2C		19q13.42		
#612438	LEUKODYSTROPHY, HYPOMYELINATING, 6; HLD6		19p13.3		
#612462	PSEUDOHYPOPARATHYROIDISM, TYPE IC; PHP1C		20q13.32		
#612463	PSEUDOPSEUDOHYPOPARATHYROIDISM; PPHP		20q13.32		
#612567	INFLAMMATORY BOWEL DISEASE 25, AUTOSOMAL RECESSIVE; IBD25		21q22.11		
#612572	RETINITIS PIGMENTOSA 46; RP46		20p13		
#612591	COLORECTAL CANCER, SUSCEPTIBILITY TO, 10; CRCS10		19q13.33		
#612674	POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT; PHARC		20p11.21		
#612714	EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS		20q11.21		
#612736	CEREBRAL CREATINE DEFICIENCY SYNDROME 2; CCDS2		19p13.3		
#612885	PREMATURE OVARIAN FAILURE 10; POF10	MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 3, INCLUDED; MENOQ3, INCLUDED	20p12.3		
#612925	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5; AHUS5		19p13.3		
#612926	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6; AHUS6		20p11.21		
#612952	AICARDI-GOUTIERES SYNDROME 5; AGS5		20q11.23		
#612953	PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE; PARK14		22q13.1		
#612955	LONG QT SYNDROME 12; LQT12		20q11.21		
#613026	CHROMOSOME 19q13.11 DELETION SYNDROME, DISTAL		19q13.11	19:31900000-35100000	
#613070	LIVER FAILURE, INFANTILE, TRANSIENT; LFIT		22q13.31		
#613075	MACS SYNDROME		20p11.23		
#613079	DEAFNESS, AUTOSOMAL RECESSIVE 77; DFNB77		18q21.1		
#613102	HYPOTRICHOSIS AND RECURRENT SKIN VESICLES		18q12.1		
#613112	MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED		20q13.32		
#613153	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5; MDDGA5		19q13.32		
#613154	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6; MDDGA6		22q12.3		
#613159	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1; NPHPL1		22q13.2		
#613161	BETA-UREIDOPROPIONASE DEFICIENCY; UPB1D		22q11.23		
#613177	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC; ARCL1C		19q13.2		
#613180	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8; CDCBM8		22q11.21		
#613265	WAARDENBURG SYNDROME, TYPE 4B; WS4B		20q13.32		
#613266	WAARDENBURG SYNDROME, TYPE 4C; WS4C		22q13.1		
#613267	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3; FECD3		18q21.2		
#613313	HEMOCHROMATOSIS, TYPE 2B; HFE2B		19q13.12		
#613325	RHABDOID TUMOR PREDISPOSITION SYNDROME 2; RTPS2		19p13.2		
#613385	AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM; ADMFD		20q11.22		
#613402	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY; MCSZ		19q13.33		
#613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY		19q13.11		
#613494	IMMUNODEFICIENCY, COMMON VARIABLE, 4; CVID4		22q13.2		
#613500	AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE; AGM2		22q11.23		
#613501	AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE; AGM3		19q13.2		
#609241	SCHINDLER DISEASE, TYPE I	ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE III, INCLUDED	22q13.2		
#609242	KANZAKI DISEASE		22q13.2		
#609306	SPINOCEREBELLAR ATAXIA 26; SCA26		19p13.3		
#609322	RHABDOID TUMOR PREDISPOSITION SYNDROME 1; RTPS1	MALIGNANT RHABDOID TUMOR, SOMATIC, INCLUDED	22q11.23		
#609528	CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME		22q11.21		
#609741	CATARACT 22, MULTIPLE TYPES; CTRCT22		22q11.23		
#609823	DEAFNESS, AUTOSOMAL RECESSIVE 28; DFNB28		22q13.1		
#609968	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 5; HHF5		19p13.2		
#610017	MULTIPLE SYNOSTOSES SYNDROME 2; SYNS2		20q11.22		
#610193	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 10; ARVD10		18q12.1		
#610217	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2B; NBIA2B	KARAK SYNDROME, INCLUDED	22q13.1		
#610245	SPINOCEREBELLAR ATAXIA 23; SCA23		20p13		
#610246	SPINOCEREBELLAR ATAXIA 28; SCA28		18p11.21		
#610333	AICARDI-GOUTIERES SYNDROME 4; AGS4		19p13.13		
#610381	CONE-ROD DYSTROPHY 11; CORD11		19p13.3		
#610419	DEAFNESS, AUTOSOMAL RECESSIVE 68; DFNB68		19p13.2		
#610476	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11; ARVD11	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, AND MILD PALMOPLANTAR KERATODERMA WITH OR WITHOUT WOOLLY HAIR, INCLUDED	18q12.1		
#610756	CEREBROOCULOFACIOSKELETAL SYNDROME 2; COFS2		19q13.32		
#610758	CEREBROOCULOFACIOSKELETAL SYNDROME 4; COFS4		19q13.32		
#610954	PITT-HOPKINS SYNDROME; PTHS		18q21.2		
#611038	MICROPHTHALMIA, ISOLATED 3; MCOP3		18q21.32		
#611369	LETHAL CONGENITAL CONTRACTURE SYNDROME 3; LCCS3		19p13.3		
#611391	CATARACT 33, MULTIPLE TYPES; CTRCT33		20p12.1		
#613673	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE IV; CDAN4		19p13.13		
#613684	RUBINSTEIN-TAYBI SYNDROME 2; RSTS2		22q13.2		
#613690	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7; CMH7		19q13.42		
#613693	LONG QT SYNDROME 6; LQT6	LONG QT SYNDROME 6, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED	21q22.11		
#613695	LONG QT SYNDROME 5; LQT5	LONG QT SYNDROME 5, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED	21q22.12		
#613712	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 4; HSCR4		20q13.32		
#613720	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 7; DEE7		20q13.33		
#613722	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 12; DEE12		20p12.3		
#613736	ACNE INVERSA, FAMILIAL, 2, WITH OR WITHOUT DOWLING-DEGOS DISEASE; ACNINV2		19q13.12		
#613752	HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY		20q11.22		
#613779	COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE; C3D		19p13.3		
#613845	HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME; HUPRAS		19q13.2		
#613854	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 6; CHTD6		19p13.11		
#613873	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 17; CMH17		20q13.12		
#613908	SPINOCEREBELLAR ATAXIA 35; SCA35		20p13		
#613912	COMPLEMENT FACTOR D DEFICIENCY; CFDD		19p13.3		
#613950	SCHIZOPHRENIA 15; SCZD15		22q13.33		
#613953	IMMUNODEFICIENCY 51; IMD51		22q11.1		
#613960	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 3; CGD3		22q12.3		
#613983	RETINITIS PIGMENTOSA 60; RP60		20q13.33		
#614009	BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO; BDPLT13		19p13.3		
#614020	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14		19p13.12		
#614035	DEAFNESS, AUTOSOMAL RECESSIVE 29; DFNB29		21q22.13		
#614053	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3; MC5DN3		20q13.32		
#614073	HERMANSKY-PUDLAK SYNDROME 4; HPS4		22q12.1		
#614077	HERMANSKY-PUDLAK SYNDROME 8; HPS8		19q13.32		
#614080	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1; MCAHS1		18q21.33		
#614098	KEPPEN-LUBINSKY SYNDROME; KPLBS		21q22.13		
#614104	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7		21q22.13		
#614116	NEUROPATHY, HEREDITARY SENSORY, TYPE IE; HSN1E		19p13.2		
#614129	PERRAULT SYNDROME 3; PRLTS3		19p13.3		
#614153	SPINOCEREBELLAR ATAXIA 36; SCA36		20p13		
#614175	MECKEL SYNDROME, TYPE 10; MKS10	JOUBERT SYNDROME 34, INCLUDED; JBTS34, INCLUDED	19q13.2		
#614201	BLEEDING DISORDER, PLATELET-TYPE, 11; BDPLT11		19q13.42		
#614205	THREE M SYNDROME 3; 3M3		19q13.32		
#614219	ADAMS-OLIVER SYNDROME 2; AOS2		19p13.2		
#614231	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS		18q21.1		
#614256	MENTAL RETARDATION, AUTOSOMAL DOMINANT 10; MRD10		22q12.3		
#614257	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11; MRD11		20q11.23		
#614298	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4		19q12		
#614369	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS; PNMHH		19q13.33		
#614370	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5; SMDP5		22q12.3		
#614415	CHILBLAIN LUPUS 2; CHBL2		20q11.23		
#614474	ATRIOVENTRICULAR SEPTAL DEFECT 5; AVSD5		18q11.2		
#614475	ATRIAL SEPTAL DEFECT 9; ASD9		18q11.2		
#614487	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE; SPAX5		18p11.21		
#614559	INFANTILE CEREBELLAR-RETINAL DEGENERATION; ICRD		22q13.2		
#614608	COFFIN-SIRIS SYNDROME 3; CSS3		22q11.23		
#614609	COFFIN-SIRIS SYNDROME 4; CSS4		19p13.2		
#614614	DEAFNESS, AUTOSOMAL DOMINANT 4B; DFNA4B		19q13.31-q13.32		
#614669	AURICULOCONDYLAR SYNDROME 2; ARCND2		20p12.3-p12.2		
#614753	SOTOS SYNDROME 2; SOTOS2		19p13.13		
#614779	HETEROTAXY, VISCERAL, 6, AUTOSOMAL; HTX6		18q21.1		
#614820	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2; AHC2		19q13.2		
#614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES; MSSP		18q22.2		
#614837	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA; HH8		19p13.3		
#614850	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6; IIAE6		19p13.3		
#614861	DEAFNESS, AUTOSOMAL RECESSIVE 98; DFNB98		21q22.3		
#614872	PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER); PBD7A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 8, INCLUDED; CG8, INCLUDED	22q11.21		
#614873	PEROXISOME BIOGENESIS DISORDER 7B; PBD7B		22q11.21		
#614889	IMMUNODEFICIENCY 28; IMD28		21q22.11		
#614891	IMMUNODEFICIENCY 30; IMD30		19p13.11		
#614895	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F; CMT4F		19q13.2		
#614976	CARPENTER SYNDROME 2; CRPT2		19q13.2		
#615043	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE; SPG43		19q12		
#615048	SPINAL MUSCULAR ATROPHY, JOKELA TYPE; SMAJ		22q11.23		
#615067	CILIARY DYSKINESIA, PRIMARY, 20; CILD20		19q13.33		
#615072	BRACHYDACTYLY, TYPE A1, C; BDA1C		20q11.22		
#615073	DYSTONIA 25; DYT25		18p11.21		
#615084	MITOCHONDRIAL DNA DEPLETION SYNDROME 11; MTDPS11		20p11.23		
#615092	LEFT VENTRICULAR NONCOMPACTION 7; LVNC7		18q11.2		
#615095	MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE; MCPH10		20q13.12		
#615182	COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA; D2L2AD		22q11.21		
#615190	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5; DKCB5	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 4, INCLUDED; DKCA4, INCLUDED	20q13.33		
#615228	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4; MC5DN4		18q21.1		
#615271	HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR WITHOUT ANOSMIA; HH21		20p12.1		
#615277	CATARACT 19, MULTIPLE TYPES; CTRCT19		19q13.41		
#615280	CARDIOFACIOCUTANEOUS SYNDROME 4; CFC4		19p13.3		
#615284	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3; CMT4B3		22q13.33		
#615286	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36; MRT36		19p13.3		
#615293	MYOFIBROMATOSIS, INFANTILE, 2; IMF2		19p13.12		
#615298	SYMPHALANGISM, PROXIMAL, 1B; SYM1B		20q11.22		
#615327	DOWLING-DEGOS DISEASE 2; DDD2		20q11.21		
#615361	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2; HYPOC2		19p13.3		
#615368	LETHAL CONGENITAL CONTRACTURE SYNDROME 5; LCCS5		19p13.2		
#615377	ATRIAL FIBRILLATION, FAMILIAL, 13; ATFB13		19q13.11		
#615381	MANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME; MDPL		19q13.33		
#615398	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3; MCAHS3		20q13.12		
#615399	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2; PNH2		20q13.12		
#615468	IMMUNODEFICIENCY 12; IMD12		18q21.32		
#615481	CILIARY DYSKINESIA, PRIMARY, 24; CILD24		21q22.3		
#615483	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5; IBGC5		22q13.1		
#615485	BAINBRIDGE-ROPERS SYNDROME; BRPS		18q12.1		
#615500	CILIARY DYSKINESIA, PRIMARY, 26; CILD26		21q22.11		
#615508	ERYTHRODERMA, CONGENITAL, WITH PALMOPLANTAR KERATODERMA, HYPOTRICHOSIS, AND HYPER-IgE; EPKHE		18q12.1		
#615530	PARKINSON DISEASE 20, EARLY-ONSET; PARK20		21q22.11		
#615538	CHROMOSOME 22q13 DUPLICATION SYNDROME		22q13	22:37200000-50818468	
#615540	DEAFNESS, AUTOSOMAL RECESSIVE 76; DFNB76		19q13.12		
#615560	OTOFACIOCERVICAL SYNDROME 2; OTFCS2		20p11.22		
#615573	NEPHROTIC SYNDROME, TYPE 9; NPHS9		19q13.2		
#615598	PALMOPLANTAR KERATODERMA, NAGASHIMA TYPE; PPKN		18q21.33		
#615604	L-FERRITIN DEFICIENCY; LFTD		19q13.33		
#615637	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41; MRT41		19q13.32		
#615663	WARBURG MICRO SYNDROME 4; WARBM4		20p13		
#615670	SCHWANNOMATOSIS 2; SWNTS2		22q11.21		
#615688	VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME; VAIHS		22q11.1		
#615780	RETINITIS PIGMENTOSA 69; RP69		20p11.23		
#615812	ABDOMINAL OBESITY-METABOLIC SYNDROME 3; AOMS3		19q13.2		
#615830	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4; PPNAD4	ACTH-INDEPENDENT ADRENAL CUSHING SYNDROME, SOMATIC, INCLUDED	19p13		
#615841	SPERMATOGENIC FAILURE 13; SPGF13		18q11.2		
#615873	HELSMOORTEL-VAN DER AA SYNDROME; HVDAS		20q13.13		
#615881	PLASMA TRIGLYCERIDE LEVEL QUANTITATIVE TRAIT LOCUS; TGQTL		19p13.2		
#615895	POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY; PGBM1		20p13		
#615911	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2; FTDALS2		22q11.23		
#615919	ATAXIA-TELANGIECTASIA-LIKE DISORDER 2; ATLD2		20p12.3		
#615960	PORETTI-BOLTSHAUSER SYNDROME; PTBHS		18p11.31		
#615980	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6; FPLD6		19q13.2		
#615996	BARDET-BIEDL SYNDROME 19; BBS19		22q12.3		
#616026	FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG; FRTS4		20q13.12		
#616037	CILIARY DYSKINESIA, PRIMARY, 30; CILD30		19p13.2		
#616045	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22; COXPD22		18q21.1		
#616056	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 26; DEE26		20q13.13		
#616059	MIRROR MOVEMENTS 3; MRMV3		22q13.1		
#616063	POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE; POROK8		20q13.33		
#616078	MENTAL RETARDATION, AUTOSOMAL DOMINANT 29; MRD29		18q12.3		
#616099	PALMOPLANTAR KERATODERMA AND WOOLLY HAIR; PPKWH		19p13.2		
#616198	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23; COXPD23		19p13.11		
#616209	MYOPATHY, ISOLATED MITOCHONDRIAL, AUTOSOMAL DOMINANT; IMMD		22q11.23		
#616230	EPILEPSY, PROGRESSIVE MYOCLONIC, 8; EPM8		19p13.11		
#616260	TENORIO SYNDROME; TNORS		18q12.1		
#616265	PEELING SKIN SYNDROME 3; PSS3		19q13.11		
#616267	ATAXIA-OCULOMOTOR APRAXIA 4; AOA4		19q13.33		
#616282	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT; SPG73		19q13.33		
#616289	OPTIC ATROPHY 9; OPA9		22q13.2		
#616330	MYASTHENIC SYNDROME, CONGENITAL, 18; CMS18		20p12.2		
#616340	DEAFNESS, AUTOSOMAL DOMINANT 67; DFNA67		20q13.33		
#616341	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 30; DEE30		21q22.3		
#616362	MENTAL RETARDATION, AUTOSOMAL DOMINANT 36; MRD36		19q13.41		
#616373	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3; PFBMFT3		20q13.33		
#616393	MENTAL RETARDATION, AUTOSOMAL DOMINANT 38; MRD38		20q13.33		
