OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 10, 11, 12, 13)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#600142	CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL		10q26.13		
#600155	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2; HSCR2		13q22.3		
#600175	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII; HMN8		12q24.11		
#600224	SPINOCEREBELLAR ATAXIA 5; SCA5		11q13.2		
#600231	PALMOPLANTAR KERATODERMA, BOTHNIAN TYPE; PPKB		12q13.12		
#600268	OCULOECTODERMAL SYNDROME; OES		12p12.1		
#600376	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 2; HHT2	PULMONARY ARTERIAL HYPERTENSION, HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED, INCLUDED	12q13.13		
#600462	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1; MLASA1		12q24.33		
#600496	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3		12q24.31		
#600501	ABCD SYNDROME; ABCDS		13q22.3		
#600512	EPILEPSY, FAMILIAL TEMPORAL LOBE, 1; ETL1		10q23.33		
#600630	UV-SENSITIVE SYNDROME 1; UVSS1		10q11.23		
#600666	POLYCYSTIC KIDNEY DISEASE 3 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE; PKD3		11q12.3		
#600794	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A		7p14.3, 11q12.3		
#600807	ASTHMA, SUSCEPTIBILITY TO	ASTHMA, PROTECTION AGAINST, INCLUDED	2q22.1, 4q13.3, 5q31.1, 5q32, 5q32, 6p22.1, 6p21.33, 6p12.3, 10q11.21, 17q12		
#600962	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC; NEPPK		12q13.13		
#601001	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1		12q13.13, 17q21.2		
#601005	TIMOTHY SYNDROME; TS		12p13.33		
#601067	USHER SYNDROME, TYPE ID; USH1D	USHER SYNDROME, TYPE ID/F, CDH23/PCDH15, DIGENIC, INCLUDED	10q21.1, 10q22.1		
#601162	SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT; SPG9A		10q24.1		
#601216	DENTAL ANOMALIES AND SHORT STATURE; DASS		11q13.1		
#601224	POTOCKI-SHAFFER SYNDROME		11p11.2	11:43400000-48800000	
#601317	DEAFNESS, AUTOSOMAL DOMINANT 11; DFNA11		11q13.5		
#601331	RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO; CYSRD		10q21.1		
#601367	STROKE, ISCHEMIC		1q24.2, 7q36.1, 11p11.2, 13q12.3, 14q23.1		
#601382	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1; CMT4B1		11q21		
#601386	DEAFNESS, AUTOSOMAL RECESSIVE 12; DFNB12		3p25.3, 10q22.1		
#601390	VAN MALDERGEM SYNDROME 1; VMLDS1		11p15.4		
#601457	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE		11p12, 11p12		
#601493	CARDIOMYOPATHY, DILATED, 1C, WITH OR WITHOUT LEFT VENTRICULAR NONCOMPACTION; CMD1C	LEFT VENTRICULAR NONCOMPACTION 3, INCLUDED; LVNC3, INCLUDED	10q23.2		
#601650	PARAGANGLIOMAS 2; PGL2		11q12.2		
#601665	OBESITY	LEANNESS, INCLUDED	1p36.11, 1p35.2, 2p23.3, 3p25.3, 3p25.2, 5q13.2, 5q32, 6q23.2, 8p11.23, 11q13.4, 16q22.1		
#601680	ARTHROGRYPOSIS, DISTAL, TYPE 2B1; DA2B1		11p15.5		
#601709	QUEBEC PLATELET DISORDER; QPD		10q22.2		
#601800	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 3; SHEP3	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 8, INCLUDED	11q14.3		
#601803	PALLISTER-KILLIAN SYNDROME; PKS	HEXASOMY 12p, MOSAIC, INCLUDED	12p		
#601813	EXUDATIVE VITREORETINOPATHY 4; EVR4		11q13.2		
#601820	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 2; HHF2		11p15.1		
#601859	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME; ALPS	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE IA, INCLUDED; ALPS1A, INCLUDED	1q24.3, 10q23.31		
#601884	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 1; BMND1	HIGH BONE MASS, INCLUDED; HBM, INCLUDED	11q13.2		
#601885	CATARACT 14, MULTIPLE TYPES; CTRCT14		13q12.11		
#601942	TYPE 1 DIABETES MELLITUS 10; T1D10		10p15.1		
#601952	KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA; KLICK		13q12.3		
#602032	ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4		12q13.13		
#602078	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2; CFEOM2		11q13.4		
#602083	USHER SYNDROME, TYPE IF; USH1F		10q21.1		
#602092	DEAFNESS, AUTOSOMAL RECESSIVE 18A; DFNB18A		11p15.1		
#602111	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MISSOURI TYPE; SEMDM	METAPHYSEAL ANADYSPLASIA 1, INCLUDED; MANDP1, INCLUDED	11q22.2		
#602361	GRACILE BONE DYSPLASIA; GCLEB		11q12.1		
#602400	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 11; ARCI11		11q24.3		
#602450	SEVERE COMBINED IMMUNODEFICIENCY WITH SENSITIVITY TO IONIZING RADIATION	SEVERE COMBINED IMMUNODEFICIENCY, ATHABASKAN-TYPE, INCLUDED; SCIDA, INCLUDED	10p13		
#602540	ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS		13q12.11		
#602782	HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME		10q22.1		
#603194	MECKEL SYNDROME, TYPE 2; MKS2		11q12.2		
#603553	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2; FHL2		10q22.1		
#603554	OMENN SYNDROME		10p13, 11p12, 11p12		
#603629	DEAFNESS, AUTOSOMAL RECESSIVE 21; DFNB21		11q23.3		
#603736	OHDO SYNDROME, SBBYS VARIANT; SBBYSS		10q22.2		
#603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	VANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED	1p34.1, 2p23.3, 3q27.1, 12q24.31, 14q24.3		
#603903	SICKLE CELL ANEMIA		11p15.4		
#603965	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2; FSGS2		11q22.1		
#604093	KERATOSIS PILARIS ATROPHICANS; KPA		12q13.3		
#604187	SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT; SPG10		12q13.3		
#604229	ANTERIOR SEGMENT DYSGENESIS 5; ASGD5		11p13		
#604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1		11q13.3		
#604391	ATAXIA-TELANGIECTASIA-LIKE DISORDER 1; ATLD1		11q21		
#604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2, WITH EARLY-ONSET GLAUCOMA, INCLUDED	11p15.4		
#604864	OSTEOARTHRITIS WITH MILD CHONDRODYSPLASIA; OSCDP		12q13.11		
#605130	WIEDEMANN-STEINER SYNDROME; WDSTS		11q23.3		
#226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE; RDEB	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE, LOCALISATA VARIANT, INCLUDED	3p21.31, 11q22.2		
#226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT, INCLUDED	1q25.3, 1q32.2, 10q25.1, 17q25.1, 18q11.2		
#227500	FACTOR VII DEFICIENCY		13q34		
#227600	FACTOR X DEFICIENCY		13q34		
#229070	HYPOGONADOTROPIC HYPOGONADISM 24 WITHOUT ANOSMIA; HH24		11p14.1		
#231550	ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME; AAAS	ACHALASIA-ALACRIMA SYNDROME, INCLUDED	12q13.13		
#232220	GLYCOGEN STORAGE DISEASE Ib; GSD1B		11q23.3		
#232240	GLYCOGEN STORAGE DISEASE Ic; GSD1C	GLYCOGEN STORAGE DISEASE Id, INCLUDED; GSD1D, INCLUDED	11q23.3		
#232600	GLYCOGEN STORAGE DISEASE V; GSD5		11q13.1		
#232800	GLYCOGEN STORAGE DISEASE VII; GSD7		12q13.11		
#233420	46,XY SEX REVERSAL 7; SRXY7		12q13.12		
#233600	IMMUNODEFICIENCY 59 AND HYPOGLYCEMIA; IMD59		11q23.3		
#233650	COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS; CCHIDG		11p12, 11p12		
#235700	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY		10q22.1		
#235800	HISTIDINEMIA		12q23.1		
#236500	MULTINUCLEATED NEURONS, ANHYDRAMNIOS, RENAL DYSPLASIA, CEREBELLAR HYPOPLASIA, AND HYDRANENCEPHALY; MARCH		10q23.33		
#236680	HYDROLETHALUS SYNDROME 1; HLS1		11q24.2		
#236690	HYDROCEPHALUS, NORMAL-PRESSURE, 1; HYDNP1		10q25.1		
#236730	UROFACIAL SYNDROME 1; UFS1		10q24.2		
#237450	HYPERBILIRUBINEMIA, ROTOR TYPE; HBLRR		12p12.2, 12p12.1		
#237500	DUBIN-JOHNSON SYNDROME; DJS		10q24.2		
#238970	HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME; HHHS		13q14.11		
#239850	CANTU SYNDROME		12p12.1		
#240600	GLYCOGEN STORAGE DISEASE 0, LIVER; GSD0A		12p12.1		
#240800	HYPOGLYCEMIA, LEUCINE-INDUCED; LIH		11p15.1		
#241200	BARTTER SYNDROME, TYPE 2, ANTENATAL; BARTS2		11q24.3		
#244450	KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS		12q24.11		
#245000	PAPILLON-LEFEVRE SYNDROME; PALS		11q14.2		
#245010	HAIM-MUNK SYNDROME; HMS		11q14.2		
#245150	KEUTEL SYNDROME; KTLS		12p12.3		
#245348	PYRUVATE DEHYDROGENASE E2 DEFICIENCY; PDHDD		11q23.1		
#245349	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY; PDHXD		11p13		
#245600	MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS; JDSCD		11q12.3		
#246560	SPLIT-HAND/FOOT MALFORMATION 3; SHFM3		10q24	10:95300000-104000000	
#249900	METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY		10q22.1		
#250400	METAPHYSEAL DYSPLASIA, SPAHR TYPE; MDST		11q22.2		
#250850	METHIONINE ADENOSYLTRANSFERASE I/III DEFICIENCY		10q22.3		
#251110	METHYLMALONIC ACIDURIA, cblB TYPE		12q24.11		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#252500	MUCOLIPIDOSIS II ALPHA/BETA		12q23.2		
#252600	MUCOLIPIDOSIS III ALPHA/BETA	MUCOLIPIDOSIS III ALPHA/BETA, ATYPICAL, INCLUDED	12q23.2		
#252940	MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D		12q14.3		
#253700	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 5; LGMDR5		13q12.12		
#254210	MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6		10q11.23		
#254450	MYELOFIBROSIS	MYELOFIBROSIS WITH MYELOID METAPLASIA, INCLUDED; MMM, INCLUDED	1p34.2, 9p24.1, 12q24.12, 19p13.13		
#254500	MYELOMA, MULTIPLE	AMYLOIDOSIS, SYSTEMIC, INCLUDED; AL, INCLUDED	11q13.3, 13q33.3		
#255120	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY		11q13.3		
#255125	MYOPATHY WITH LACTIC ACIDOSIS, HEREDITARY; HML		12q23.3		
#255995	MYOPATHY, CONGENITAL, BAILEY-BLOCH; MYPBB		12q13.3		
#256370	NEPHROTIC SYNDROME, TYPE 4; NPHS4		11p13		
#256450	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1		11p15.1		
#256731	CEROID LIPOFUSCINOSIS, NEURONAL, 5; CLN5	NEURONAL CEROID LIPOFUSCINOSIS, LATE INFANTILE, FINNISH VARIANT, INCLUDED	13q22.3		
#257200	NIEMANN-PICK DISEASE, TYPE A	NIEMANN-PICK DISEASE, INTERMEDIATE, PROTRACTED NEUROVISCERAL, INCLUDED	11p15.4		
#258315	OMODYSPLASIA 1; OMOD1		13q31.3-q32.1		
#258480	OPSISMODYSPLASIA; OPSMD		11q13.4		
#258860	OROFACIODIGITAL SYNDROME IV; OFD4		10q24.1		
#258870	GYRATE ATROPHY OF CHOROID AND RETINA; GACR		10q26.13		
#259500	OSTEOGENIC SARCOMA		13q14.2, 17p13.1, 22q12.1		
#259700	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1		11q13.2		
#259710	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2; OPTB2		13q14.11		
#259770	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG		11q13.2		
#260350	PANCREATIC CANCER		12p12.1, 17p13.1, 18q21.2, 19p13.3		
#260370	PANCREATIC AGENESIS 1; PAGEN1		13q12.2		
#260920	HYPER-IgD SYNDROME; HIDS		12q24.11		
#261000	INTRINSIC FACTOR DEFICIENCY; IFD		11q12.1		
#261100	IMERSLUND-GRASBECK SYNDROME 1; IGS1		10p13		
#261540	PETERS-PLUS SYNDROME; PTRPLS		13q12.3		
#261550	PERSISTENT MULLERIAN DUCT SYNDROME, TYPES I AND II; PMDS		12q13.13, 19p13.3		
#261600	PHENYLKETONURIA; PKU	HYPERPHENYLALANINEMIA, NON-PKU MILD, INCLUDED	12q23.2		
#261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED	11q23.1		
#261990	ABNORMAL HAIR, JOINT LAXITY, AND DEVELOPMENTAL DELAY; HJDD		11q21		
#262890	SCOTT SYNDROME; SCTS		12q12		
#263210	GILLESSEN-KAESBACH-NISHIMURA SYNDROME; GIKANIS		11q23.1		
#263700	PORPHYRIA, CONGENITAL ERYTHROPOIETIC; CEP		10q26.2		
#264070	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D; HPABH4D		10q22.1		
#264090	WIEDEMANN-RAUTENSTRAUCH SYNDROME; WDRTS		10q22.3		
#264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B		12p13.31, 16p12.2, 16p12.2		
#264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A; VDDR1A		12q14.1		
#266150	PYRUVATE CARBOXYLASE DEFICIENCY		11q13.2		
#266265	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc; CDG2C		11p11.2		
#266500	REFSUM DISEASE, CLASSIC		10p13		
#268210	RHABDOMYOSARCOMA, EMBRYONAL, 1; RMSE1		11p15.4		
#268220	RHABDOMYOSARCOMA 2; RMS2		1p36.13, 2q36.1, 13q14.11		
#269700	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 2; CGL2		11q12.3		
#270100	HETEROTAXY, VISCERAL, 5, AUTOSOMAL; HTX5		10q22.1		
#270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS		11q13.4		
#270550	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE; SACS		13q12.12		
#270685	SPASTIC PARAPLEGIA 17, AUTOSOMAL DOMINANT; SPG17		11q12.3		
#270960	SPERMATOGENIC FAILURE 4; SPGF4	PREGNANCY LOSS, RECURRENT, 4, INCLUDED; RPRGL4, INCLUDED	12q23.2		
#271245	MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE); MTDPS7		10q24.31		
#271700	SPONDYLOPERIPHERAL DYSPLASIA		12q13.11		
#272300	SULFITE OXIDASE DEFICIENCY, ISOLATED; ISOD		12q13.2		
#273250	46,XY SEX REVERSAL 11; SRXY11		12q24.31		
#275355	SQUAMOUS CELL CARCINOMA, HEAD AND NECK; HNSCC		8p21.3, 13q34		
#275900	SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE; SPG20		13q13.3		
#276710	TYROSINEMIA, TYPE III; TYRSN3		12q24.31		
#276900	USHER SYNDROME, TYPE I; USH1	USHER SYNDROME, TYPE IB, INCLUDED; USH1B, INCLUDED	11q13.5		
#276901	USHER SYNDROME, TYPE IIA; USH2A		1q41, 10q24.31		
#276904	USHER SYNDROME, TYPE IC; USH1C		11p15.1		
#277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A; VDDR2A		12q13.11		
#277480	VON WILLEBRAND DISEASE, TYPE 3; VWD3		12p13.31		
#277580	WAARDENBURG SYNDROME, TYPE 4A; WS4A		13q22.3		
#277900	WILSON DISEASE; WND		13q14.3		
#278000	LYSOSOMAL ACID LIPASE DEFICIENCY	WOLMAN DISEASE, INCLUDED	10q23.31		
#278150	HYPOTRICHOSIS 8; HYPT8	WOOLLY HAIR, AUTOSOMAL RECESSIVE 1, WITH OR WITHOUT HYPOTRICHOSIS, INCLUDED; ARWH1, INCLUDED	13q14.2		
#278250	WRINKLY SKIN SYNDROME; WSS		12q24.31		
#278740	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E		11p11.2		
#278780	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP G; XPG	XERODERMA PIGMENTOSUM, TYPE G/COCKAYNE SYNDROME, INCLUDED; XPG/CS, INCLUDED	13q33.1		
#278800	DE SANCTIS-CACCHIONE SYNDROME		10q11.23		
#605407	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE		11p15.5		
#605472	USHER SYNDROME, TYPE IIC; USH2C	USHER SYNDROME, TYPE IIC, GPR98/PDZD7, DIGENIC, INCLUDED	5q14.3, 10q24.31		
#605583	DEAFNESS, AUTOSOMAL DOMINANT 25; DFNA25		12q23.1		
#605670	LATE-ONSET RETINAL DEGENERATION; LORD		11q23.3		
#605724	FANCONI ANEMIA, COMPLEMENTATION GROUP D1; FANCD1		13q13.1		
#606003	TRANSALDOLASE DEFICIENCY; TALDOD		11p15.5		
#606054	PROPIONIC ACIDEMIA		3q22.3, 13q32.3		
#606071	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC; HMSN2C		12q24.11		
#606170	GENITOPATELLAR SYNDROME; GTPTS		10q22.2		
#606220	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE, FACIAL ANOMALIES, AND SPEECH DEFECTS; IDDSFAS		13q22.3		
#606367	IMMUNODEFICIENCY 41 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY; IMD41		10p15.1		
#606528	HOMOZYGOUS 11p15-p14 DELETION SYNDROME		11p15-p14		
#606593	LIG4 SYNDROME		13q33.3		
#606762	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6; HHF6		10q23.2		
#606835	DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMILIAL; FDAB		12q24.11		
#606952	ALBINISM, OCULOCUTANEOUS, TYPE IB; OCA1B	ALBINISM, OCULOCUTANEOUS, TYPE I, TEMPERATURE-SENSITIVE, INCLUDED	11q14.3		
#607060	PARKINSON DISEASE 8, AUTOSOMAL DOMINANT; PARK8		12q12		
#607080	46,XY GONADAL DYSGENESIS WITH MINIFASCICULAR NEUROPATHY; GDMN		12q13.12		
#607313	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS 1; HGPPS1	OPHTHALMOPLEGIA, PROGRESSIVE EXTERNAL, AND SCOLIOSIS, INCLUDED	11q24.2		
#607330	LATHOSTEROLOSIS; LATHOS		11q23.3-q24.1		
#607554	ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3		11p15.5-p15.4		
#607598	LETHAL CONGENITAL CONTRACTURE SYNDROME 2; LCCS2		12q13.2		
#607602	ICHTHYOSIS, CYCLIC, WITH EPIDERMOLYTIC HYPERKERATOSIS		12q13.13, 17q21.2		
#607616	NIEMANN-PICK DISEASE, TYPE B	NIEMANN-PICK DISEASE, TYPE E, INCLUDED	11p15.4		
#607634	OSTEOPETROSIS, AUTOSOMAL DOMINANT 1; OPTA1		11q13.2		
#607636	VAN BUCHEM DISEASE, TYPE 2		11q13.2		
#607676	IMMUNODEFICIENCY 67; IMD67	INVASIVE PNEUMOCOCCAL DISEASE, PROTECTION AGAINST, INCLUDED	12q12		
#607678	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1D; CMT1D		10q21.3		
#607694	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7		10q22.3		
#607721	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1; NSLH1		10q25.2		
#607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML	LEUKEMIA, CHRONIC MYELOMONOCYTIC, INCLUDED; CMML, INCLUDED	5q31.3, 11q23.3, 12q24.13, 17q11.2		
#607829	MITRAL VALVE PROLAPSE 2; MVP2		11p15.4		
#608091	JOUBERT SYNDROME 2; JBTS2		11q12.2		
#608093	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ij; CDG1J		11q23.3		
#608104	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ih; CDG1H		11q14.1		
#608106	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5; HIGM5		12q24.11		
#608133	RETINITIS PIGMENTOSA 7; RP7	RETINITIS PIGMENTOSA 7, DIGENIC, INCLUDED	6p21.1, 11q12.3		
#608224	DEAFNESS, AUTOSOMAL DOMINANT 41; DFNA41		12q24.33		
#608393	MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE; MCPH6		13q12.12-q12.13		
#608569	CARDIOMYOPATHY, DILATED, 1O; CMD1O		12p12.1		
#608673	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L; CMT2L		12q24.23		
#608687	SPINOCEREBELLAR ATAXIA 20; SCA20		11q12	11:55800000-63600000	
#608747	INSULIN-LIKE GROWTH FACTOR I DEFICIENCY		12q23.2		
#608758	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10; CMH10		12q24.11		
#608768	SPINOCEREBELLAR ATAXIA 8; SCA8		13q21, 13q21.33		
#608776	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L		11q23.1		
#608805	AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1; ANFH1		12q13.11		
#608808	TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 1; DTGA1		12q24.21		
#608810	MYOPATHY, MYOFIBRILLAR, 2; MFM2		11q23.1		
#611543	CAVITARY OPTIC DISC ANOMALIES; CODA		12q13.2		
#611603	LISSENCEPHALY 3; LIS3		12q13.12		
#611721	COMBINED SAPOSIN DEFICIENCY		10q22.1		
#611722	KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY		10q22.1		
#611773	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS; HANAC		13q34		
#611788	AORTIC ANEURYSM, FAMILIAL THORACIC 6; AAT6		10q23.31		
#611819	LONG QT SYNDROME 10; LQT10	ATRIAL FIBRILLATION, FAMILIAL, 17, INCLUDED; ATFB17, INCLUDED	11q23.3		
#612018	CATARACT 47; CTRCT47		10q23.31		
#612073	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5		13q14.2		
#612119	TREHALASE DEFICIENCY		11q23.3		
#612124	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12; CMH12		11p15.1		
#612240	ATRIAL FIBRILLATION, FAMILIAL, 7; ATFB7		12p13.32		
#612300	HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY; HACD59		11p13		
#612350	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 3; EDSSPD3		11p11.2		
#612437	EPILEPSY, PROGRESSIVE MYOCLONIC, 1B; EPM1B		12q12		
#612447	SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION		11q23.2		
#612529	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2; AI2A2		11q22.2		
#612540	MYOPATHY, CONGENITAL, COMPTON-NORTH; MYPCN		12q12		
#612555	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2; BROVCA2	BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2, INCLUDED	13q13.1		
#612643	DEAFNESS, AUTOSOMAL DOMINANT 3B; DFNA3B		13q12.11		
#612645	DEAFNESS, AUTOSOMAL RECESSIVE 1B; DFNB1B		13q12.11		
#612702	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA; HH6		10q24.32		
#612782	IMMUNODEFICIENCY 9; IMD9		12q24.31		
#612783	IMMUNODEFICIENCY 10; IMD10		11p15.4		
#612840	LEUKOCYTE ADHESION DEFICIENCY, TYPE III; LAD3		11q13.1		
#612847	BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES; BCYM4		10q23.2-q23.3		
#612868	CORNEAL DYSTROPHY, POSTERIOR AMORPHOUS; PACD		12q21.33	12:88600000-92200000	
#612874	ERYTHROCYTE AMP DEAMINASE DEFICIENCY		11p15.4		
#612933	GLYCOGEN STORAGE DISEASE XI; GSD11		11p15.1		
#612954	MYOPATHY, MYOFIBRILLAR, 6; MFM6		10q26.11		
#612961	MULTIPLE SYNOSTOSES SYNDROME 3; SYNS3		13q12.11		
#612975	SHORT SLEEP, FAMILIAL NATURAL, 1; FNSS1		12p12.1		
#612989	OPTIC ATROPHY 7 WITH OR WITHOUT AUDITORY NEUROPATHY; OPA7		11q14.1		
#612997	SPERMATOGENIC FAILURE 7; SPGF7		11q13.1		
#613021	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 2; BESC2		12p13.31		
#613029	GLIOMA SUSCEPTIBILITY 3; GLM3		13q13.1		
#613068	NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY		11q13.4		
