OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 3, 4, 5)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE; RDEB	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE, LOCALISATA VARIANT, INCLUDED	3p21.31, 11q22.2		
#226900	EPIPHYSEAL DYSPLASIA, MULTIPLE, 4; EDM4		5q32		
#227240	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 5; SHEP5		5p13.2		
#227646	FANCONI ANEMIA, COMPLEMENTATION GROUP D2; FANCD2		3p25.3		
#227810	FANCONI-BICKEL SYNDROME; FBS		3q26.2		
#228550	MYOFIBROMATOSIS, INFANTILE, 1; IMF1		5q32		
#228600	HYALINE FIBROMATOSIS SYNDROME; HFS		4q21.21		
#228930	FIBULAR APLASIA OR HYPOPLASIA, FEMORAL BOWING AND POLY-, SYN-, AND OLIGODACTYLY		3p25.1		
#228960	HIGH MOLECULAR WEIGHT KININOGEN DEFICIENCY	KININOGEN DEFICIENCY, TOTAL, INCLUDED	3q27.3		
#230500	GM1-GANGLIOSIDOSIS, TYPE I	GM1-GANGLIOSIDOSIS, TYPE I, WITH CARDIAC INVOLVEMENT, INCLUDED	3p22.3		
#230600	GM1-GANGLIOSIDOSIS, TYPE II	GANGLIOSIDOSIS, GENERALIZED GM1, LATE-INFANTILE TYPE, INCLUDED	3p22.3		
#230650	GM1-GANGLIOSIDOSIS, TYPE III		3p22.3		
#231200	BERNARD-SOULIER SYNDROME; BSS	BERNARD-SOULIER SYNDROME, TYPE A1, INCLUDED	3q21.3, 17p13.2, 22q11.21		
#231530	3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY		4q25		
#231680	MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD	GLUTARIC ACIDEMIA IIA, INCLUDED; GA2A, INCLUDED	4q32.1, 15q24.2-q24.3, 19q13.41		
#232500	GLYCOGEN STORAGE DISEASE IV; GSD4	GSD IV, CLASSIC HEPATIC, INCLUDED	3p12.2		
#233400	PERRAULT SYNDROME 1; PRLTS1		5q23.1		
#234000	FACTOR XII DEFICIENCY		5q35.3		
#234500	HARTNUP DISORDER; HND		5p15.33		
#236000	LYMPHOMA, HODGKIN, CLASSIC; CHL		3p21.31		
#236270	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblE COMPLEMENTATION TYPE; HMAE		5p15.31		
#239200	HYPERPARATHYROIDISM, NEONATAL SEVERE; NSHPT		3q13.3-q21.1		
#241520	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 1; ARHR1		4q22.1		
#242600	IMINOGLYCINURIA		3p21.31, 5p15.33, 5q33.1		
#245050	SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY; SCOTD		5p13.1		
#246300	LEPROSY, SUSCEPTIBILITY TO, 3; LPRS3		4q31.3		
#246700	CHYLOMICRON RETENTION DISEASE; CMRD		5q31.1		
#248250	HYPOMAGNESEMIA 3, RENAL; HOMG3	HYPERCALCIURIA, CHILDHOOD, SELF-LIMITING, INCLUDED	3q28		
#248510	MANNOSIDOSIS, BETA A, LYSOSOMAL; MANSB		4q24		
#248800	MARINESCO-SJOGREN SYNDROME; MSS		5q31.2		
#249210	MEGACYSTIS-MICROCOLON-INTESTINAL HYPOPERISTALSIS SYNDROME; MMIHS		3q21.1		
#249420	FRANK-TER HAAR SYNDROME; FTHS		5q35.1		
#249500	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1; MRT1		4q26		
#250410	RETINITIS PIGMENTOSA WITH OR WITHOUT SKELETAL ANOMALIES; RPSKA		5q12.3		
#251100	METHYLMALONIC ACIDURIA, cblA TYPE		4q31.21		
#251280	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 1; DMJDS1		5q31.3		
#251290	PSEUDO-TORCH SYNDROME 1; PTORCH1		5q13.2		
#252010	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1		5q11.2		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB		5q11.2		
#253010	MUCOPOLYSACCHARIDOSIS, TYPE IVB; MPS4B		3p22.3		
#253200	MUCOPOLYSACCHARIDOSIS, TYPE VI; MPS6		5q14.1		
#253260	BIOTINIDASE DEFICIENCY		3p25.1		
#253300	SPINAL MUSCULAR ATROPHY, TYPE I; SMA1		5q13.2		
#253400	SPINAL MUSCULAR ATROPHY, TYPE III; SMA3		5q13.2, 5q13.2		
#253550	SPINAL MUSCULAR ATROPHY, TYPE II; SMA2		5q13.2		
#254300	MYASTHENIC SYNDROME, CONGENITAL, 10; CMS10		4p16.3		
#254900	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE; EPM4		4q21.1		
#256000	LEIGH SYNDROME; LS	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY, INCLUDED	5p15.33		
#256050	ATELOSTEOGENESIS, TYPE II; AO2	DE LA CHAPELLE DYSPLASIA, INCLUDED; DLCD, INCLUDED	5q32		
#256500	NETHERTON SYNDROME; NETH		5q32		
#256840	NEUROPATHY, HEREDITARY SENSORY, WITH SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE		5p15.2		
#257270	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B; CSNB1B		5q35.3		
#257920	3MC SYNDROME 1; 3MC1		3q27.3		
#258900	OROTIC ACIDURIA	OROTIC ACIDURIA WITHOUT MEGALOBLASTIC ANEMIA, INCLUDED; OAWA, INCLUDED	3q21.2		
#259050	PRIMROSE SYNDROME; PRIMS		3q13.31		
#259100	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1; PHOAR1	CRANIOOSTEOARTHROPATHY, INCLUDED; COA, INCLUDED	4q34.1		
#260600	LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3		4q24		
#261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY		5q23.1		
#261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C		4p15.32		
#262500	LARON SYNDROME		5p13-p12		
#262600	PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2		5q35.3		
#263400	ERYTHROCYTOSIS, FAMILIAL, 2, AUTOSOMAL RECESSIVE; ECYT2	POLYCYTHEMIA, CHUVASH TYPE, INCLUDED	3p25.3		
#263520	SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY; SRTD6		4q33		
#263570	POLYGLUCOSAN BODY NEUROPATHY, ADULT FORM; APBN		3p12.2		
#265100	PULMONARY ALVEOLAR MICROLITHIASIS; PULAM		4p15.2		
#266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD		5q23.2		
#267010	MECKEL SYNDROME, TYPE 7; MKS7		3q22.1		
#267430	RENAL TUBULAR DYSGENESIS; RTD	RENAL TUBULAR DYSGENESIS WITH CHOANAL ATRESIA AND ATHELIA, INCLUDED	1q32.1, 1q42.2, 3q24, 17q23.3		
#268800	SANDHOFF DISEASE	SANDHOFF DISEASE, ADULT TYPE, INCLUDED	5q13.3		
#269880	SHORT SYNDROME		5q13.1		
#271150	SPINAL MUSCULAR ATROPHY, TYPE IV; SMA4		5q13.2		
#271400	ASPLENIA, ISOLATED CONGENITAL; ICAS		3p22.1		
#272120	SUDDEN INFANT DEATH SYNDROME		3p22.2		
#272200	MULTIPLE SULFATASE DEFICIENCY; MSD		3p26.1		
#272460	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME; SCT		3p14.3		
#272750	GM2-GANGLIOSIDOSIS, AB VARIANT		5q33.1		
#273300	TESTICULAR GERM CELL TUMOR; TGCT	SEMINOMA, INCLUDED	1p22.3, 4p16.3, 4q12, 19p13.3		
#273900	THROMBOCYTOPENIA 3; THC3		5p13.1		
#274300	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE; GRTH		3p24.2		
#275630	CHANARIN-DORFMAN SYNDROME; CDS		3p21.33		
#276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS		2p21-p16, 2p16.3, 3p22.2, 7p22.1		
#276820	ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY		3p25.1		
#276880	UROCANASE DEFICIENCY; UROCD		3q21.3		
#276902	USHER SYNDROME, TYPE IIIA; USH3A		3q25.1		
#277170	OROFACIODIGITAL SYNDROME VI; OFD6		5p13.2		
#278720	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C; XPC		3p25.1		
#600002	EIKEN SYNDROME		3p21.31		
#605428	DEAFNESS, AUTOSOMAL RECESSIVE 26; DFNB26		4q31.21		
#605472	USHER SYNDROME, TYPE IIC; USH2C	USHER SYNDROME, TYPE IIC, GPR98/PDZD7, DIGENIC, INCLUDED	5q14.3, 10q24.31		
#605543	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT; PARK4		4q22.1		
#605594	DEAFNESS, AUTOSOMAL DOMINANT 39, WITH DENTINOGENESIS IMPERFECTA 1		4q22.1		
#605635	HYPERALDOSTERONISM, FAMILIAL, TYPE II; HALD2		3q27.1		
#605850	DIMETHYLGLYCINE DEHYDROGENASE DEFICIENCY; DMGDHD		5q14.1		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#606054	PROPIONIC ACIDEMIA		3q22.3, 13q32.3		
#606070	AMYOTROPHIC LATERAL SCLEROSIS 21; ALS21		5q31.2		
#606072	RIPPLING MUSCLE DISEASE 2; RMD2		3p25.3		
#606217	ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2; AVSD2	ATRIOVENTRICULAR SEPTAL DEFECT, PARTIAL, WITH HETEROTAXY SYNDROME, INCLUDED	3p25.3		
#606574	ALBINISM, OCULOCUTANEOUS, TYPE IV; OCA4		5p13.2		
#606658	SPINOCEREBELLAR ATAXIA 15; SCA15		3p26.1		
#606703	DYSKINESIA, FAMILIAL, WITH FACIAL MYOKYMIA; FDFM		3q21.1		
#606764	GASTROINTESTINAL STROMAL TUMOR; GIST		1p36.13, 1q23.3, 4q12		
#606798	BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO		4p16.1		
#606856	PANCREATIC CANCER, SUSCEPTIBILITY TO, 1		4q32.3		
#607014	HURLER SYNDROME		4p16.3		
#607015	HURLER-SCHEIE SYNDROME		4p16.3		
#607016	SCHEIE SYNDROME		4p16.3		
#607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2		3p26.2		
#607426	COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1		4q21.23		
#607453	DEAFNESS, AUTOSOMAL DOMINANT 44; DFNA44		3q28		
#607523	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 8; NDNC8		3p21.31		
#607541	CORNEAL DYSTROPHY, AVELLINO TYPE; CDA		5q31.1		
#607626	ICHTHYOSIS, LEUKOCYTE VACUOLES, ALOPECIA, AND SCLEROSING CHOLANGITIS; ILVASC		3q28		
#607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 8, INCLUDED; EJM8, INCLUDED	3q27.1		
#607681	FEBRILE SEIZURES, FAMILIAL, 8; FEB8	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2, INCLUDED; ECA2, INCLUDED	5q34		
#607685	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC; HES		4q12		
#607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML	LEUKEMIA, CHRONIC MYELOMONOCYTIC, INCLUDED; CMML, INCLUDED	5q31.3, 11q23.3, 12q24.13, 17q11.2		
#607936	PEELING SKIN SYNDROME 4; PSS4		3q21.1		
#608051	MACULAR DYSTROPHY, RETINAL, 2; MCDR2		4p15.32		
#608089	ENDOMETRIAL CANCER		2p16.3, 5q14.1, 14q24.3, 16q22.1		
#608189	TROPICAL CALCIFIC PANCREATITIS		5q32		
#608233	HERMANSKY-PUDLAK SYNDROME 2; HPS2		5q14.1		
#608354	CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION 1; CMAVM1		5q14.3		
#608471	CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A		5q31.1		
#608567	SICK SINUS SYNDROME 1; SSS1		3p22.2		
#608622	HYPERTENSION, DIASTOLIC, RESISTANCE TO		5q35.1		
#608751	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8; CMH8		3p21.31		
#608874	OROFACIAL CLEFT 5; OFC5		4p16.2		
#608940	SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; SMDCRD		3q29		
#608970	MACULAR DYSTROPHY, PATTERNED, 2; MDPT2		5q21.3-q33.2	5:105100000-156300000	
#608971	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE		1q31.3-q32.1, 5p13.2		
#608996	PREMATURE OVARIAN FAILURE 3; POF3		3q22.3		
#611553	NOONAN SYNDROME 5; NS5		3p25.2		
#611597	CATARACT 12, MULTIPLE TYPES; CTRCT12		3q22.1		
#611719	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5; COXPD5		3q23		
#611818	LONG QT SYNDROME 9; LQT9		3p25.3		
#611936	CHROMOSOME 3q29 DUPLICATION SYNDROME		3q29	3:192600000-198295559	
#611943	RIDDLE SYNDROME; RIDL		3q29		
#612015	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In; CDG1N		3p21.1		
#612076	HYPOURICEMIA, RENAL, 2; RHUC2	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 2, INCLUDED; UAQTL2, INCLUDED	4p16.1		
#612095	RETINITIS PIGMENTOSA 41; RP41		4p15.32		
#612109	OCULOAURICULAR SYNDROME; OCACS		4p16.1		
#612247	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS; CAN		4p16.3		
#612260	IMMUNODEFICIENCY 68; IMD68		3p22.2		
#612281	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 6; ARCI6		5q33.3		
#612284	MECKEL SYNDROME, TYPE 6; MKS6		4p15.32		
#612285	JOUBERT SYNDROME 9; JBTS9	JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	4p15.32		
#612286	NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 1; NPHLOP1		5q35.3		
#612291	JOUBERT SYNDROME 8; JBTS8		3q11.1-q11.2		
#612336	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT; THPH5		3q11.1		
#612379	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq; CDG1Q		4q12		
#612389	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B		3p25.2		
#612423	PREKALLIKREIN DEFICIENCY		4q35.2		
#612431	DEAFNESS, AUTOSOMAL DOMINANT 27; DFNA27		4q12		
#612528	DIAMOND-BLACKFAN ANEMIA 5; DBA5		3q29		
#612539	SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42		3q25.31		
#612656	EPISODIC ATAXIA, TYPE 6; EA6		5p13.2		
#612657	CONE-ROD DYSTROPHY 12; CORD12		4p15.32		
#612713	KAHRIZI SYNDROME; KHRZ		4q12		
#612918	CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI		3q26.32		
#612923	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3; AHUS3		4q25		
#613002	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 2; IIAE2		4q35.1		
#613011	LYMPHOPROLIFERATIVE SYNDROME 1; LPFS1		5q33.3		
#613038	PITUITARY HORMONE DEFICIENCY, COMBINED, 1; CPHD1		3p11.2		
#613087	ATRIAL SEPTAL DEFECT 6; ASD6		4q32.3		
#613089	CAPILLARY MALFORMATION OF THE LOWER LIP, LYMPHATIC MALFORMATION OF FACE AND NECK, ASYMMETRY OF FACE AND LIMBS, AND PARTIAL/GENERALIZED OVERGROWTH		3q26.32		
#613095	POLYCYSTIC KIDNEY DISEASE 2 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE; PKD2		4q22.1		
#613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB; HSAN2B		5p15.1		
#613116	THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY; THPH11	THROMBOPHILIA DUE TO ELEVATED HISTIDINE-RICH GLYCOPROTEIN, INCLUDED	3q27.3		
#613135	PARKINSONISM-DYSTONIA, INFANTILE, 1; PKDYS1		5p15.33		
#613174	CHROMOSOME 5p13 DUPLICATION SYNDROME		5p13	5:28900000-42500000	
#613243	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 13; CMH13		3p21.1		
#613285	DEAFNESS, AUTOSOMAL RECESSIVE 25; DFNB25		4p13		
#613330	SPONDYLO-MEGAEPIPHYSEAL-METAPHYSEAL DYSPLASIA; SMMD		4p15.33		
#613341	LEBER CONGENITAL AMAUROSIS 14; LCA14	RETINAL DYSTROPHY, EARLY-ONSET SEVERE, LRAT-RELATED, INCLUDED	4q32.1		
#613353	MONONEUROPATHY OF THE MEDIAN NERVE, MILD; MNMN		5q32		
#613376	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC; HMN2C		5q11.2		
#613388	FANCONI RENOTUBULAR SYNDROME 2; FRTS2		5q35.3		
#613443	MENTAL RETARDATION, AUTOSOMAL DOMINANT 20; MRD20	CHROMOSOME 5q14.3 DELETION SYNDROME, PROXIMAL, INCLUDED	5q14.3		
#613507	GLYCOGEN STORAGE DISEASE XV; GSD15		3q24		
#613509	CHROMOSOME 4q21 DELETION SYNDROME		4q21	4:75300000-87100000	
#613581	RETINITIS PIGMENTOSA 56; RP56		3q12.3		
#609200	MYOPATHY, MYOFIBRILLAR, 3; MFM3		5q31.2		
#609220	BRUCK SYNDROME 2; BRKS2		3q24		
#609254	SENIOR-LOKEN SYNDROME 5; SLSN5		3q13.33		
#609283	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 2; PEOA2		4q35.1		
#609425	CHROMOSOME 3q29 DELETION SYNDROME		3q29	3:192600000-198295559	
#609441	ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE; AMDD		4q22.3		
#609646	DEAFNESS, AUTOSOMAL RECESSIVE 42; DFNB42		3q13.33		
#609821	BLEEDING DISORDER, PLATELET-TYPE, 8; BDPLT8		3q25.1		
#609924	AMINOACYLASE 1 DEFICIENCY; ACY1D		3p21.2		
#609975	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 4; HHF4		4q25		
#610019	CATARACT 18; CTRCT18		3p21.31		
#610153	DEAFNESS, AUTOSOMAL RECESSIVE 49; DFNB49		5q13.2		
#610168	LOEYS-DIETZ SYNDROME 2; LDS2		3p24.1		
#610198	3-METHYLGLUTACONIC ACIDURIA, TYPE V; MGCA5		3q26.33		
#610444	NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 3; CSNBAD3		3p21.31		
#610448	CHILBLAIN LUPUS 1; CHBL1		3p21.31		
#610474	CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME; CATSHLS		4p16.3		
#610618	ANGIOEDEMA, HEREDITARY, TYPE III; HAE3		5q35.3		
#610628	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA; HH4		3p13		
#610682	OSTEOGENESIS IMPERFECTA, TYPE VII; OI7		3p22.3		
#610878	VESICOURETERAL REFLUX 2; VUR2		3p12.3		
#610951	CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7		4q28.2		
#610984	COMPLEMENT FACTOR I DEFICIENCY; CFID		4q25		
#611091	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5; MRT5		5p15.31		
#611126	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 20; MC1DN20		3q21.3		
#611263	SHORT-RIB THORACIC DYSPLASIA 2 WITH OR WITHOUT POLYDACTYLY; SRTD2		3q25.33		
#613603	CHROMOSOME 4q32.1-q32.2 TRIPLICATION SYNDROME		4q32.1-q32.2	4:154600000-163600000	
#613608	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3; FAME3		5p15.2		
#613642	CARDIOMYOPATHY, DILATED, 1GG; CMD1GG		5p15.33		
#613643	PARKINSON DISEASE 5, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK5		4p13		
#613670	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES		3p13		
#613711	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 3; HSCR3		5p13.2		
#613728	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10; SCAR10		3p22.1-p21.3		
#613731	RETINITIS PIGMENTOSA 4; RP4		3q22.1		
#613762	46,XY SEX REVERSAL 6; SRXY6		5q11.2		
#613780	AORTIC ANEURYSM, FAMILIAL THORACIC 7; AAT7		3q21.1		
#613792	CHROMOSOME 3pter-p25 DELETION SYNDROME		3pter-p25		
#613801	RETINITIS PIGMENTOSA 40; RP40		4p16.3		
#613811	PONTOCEREBELLAR HYPOPLASIA, TYPE 2D; PCH2D		4p15.2		
#613818	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9; MDDGC9		3p21.31		
#613838	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16; CMH16		4q26		
#613839	MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY		5q14.1		
#613955	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 2; PLCA2		5q11.2		
#613987	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 2; DKCB2		5q35.3		
#613989	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2; DKCA2	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 4, INCLUDED; DKCB4, INCLUDED	5p15.33		
#614021	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3; CPVT3		4q13.1		
#614022	ATRIAL FIBRILLATION, FAMILIAL, 10; ATFB10		3p22.2		
#614038	LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA		3q21.3		
#614063	N-ACETYLASPARTATE DEFICIENCY; NACED		4p16.3		
#614072	HERMANSKY-PUDLAK SYNDROME 3; HPS3		3q24		
#614111	PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY; PDHBD		3p14.3		
#614165	PARAGANGLIOMAS 5; PGL5		5p15.33		
#614170	BRITTLE CORNEA SYNDROME 2; BCS2		4q27		
#614172	IMMUNODEFICIENCY 21; IMD21		3q21.3		
#614224	RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS; RAMSVPS		4q12		
#614251	PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18		3q27.1		
#614292	MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION; MCVD		3q28		
#614296	WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL		4p16.1		
#614302	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT; EDMD7		3p25.1		
#614307	ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY; AMACRD		5p13.2		
#614321	MYOPATHY, DISTAL, TATEYAMA TYPE; MPDT		3p25.3		
#614327	TUMOR PREDISPOSITION SYNDROME; TPDS		3p21.1		
#614376	SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY; SRTD5		4p14		
#614377	NEPHRONOPHTHISIS 13; NPHP13		4p14		
#614378	CRANIOECTODERMAL DYSPLASIA 4; CED4		4p14		
#614391	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3; RPRGL3		4q27		
#614399	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET; EMARDD	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT, INCLUDED	5q23.2		
#614420	SYSTEMIC LUPUS ERYTHEMATOSUS 16; SLEB16		3p14.3		
#614432	VENTRICULAR SEPTAL DEFECT 3; VSD3		5q35.1		
#614435	HYPOPLASTIC LEFT HEART SYNDROME 2; HLHS2		5q35.1		
#614441	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2; PHOAR2		3q22.1-q22.2		
#614462	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES; HGCLAS		4p14		
#614482	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; CCHLND		3q25.31		
#614495	PSEUDOHYPOALDOSTERONISM, TYPE IID; PHA2D		5q31.2		
#614504	USHER SYNDROME, TYPE IIIB; USH3B		5q31.3		
#614514	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE; THPH6		3q11.1		
#614564	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL; FCTCS		3q23		
#614575	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME; CANVAS		4p14		
#614582	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9; COXPD9		3q22.1		
#614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2		5q11.2-q12.1		
#614615	JOUBERT SYNDROME 17; JBTS17		5p13.2		
#614619	HYPEREKPLEXIA 2; HKPX2		4q32.1		
#614621	UV-SENSITIVE SYNDROME 2; UVSS2		5q12.1		
#614640	UV-SENSITIVE SYNDROME 3; UVSS3		4p16.3		
#614673	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE; MCPH8		4q12		
#614674	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT		5q12.3		
#614675	BONE MARROW FAILURE SYNDROME 1; BMFS1		4q12		
#614696	AMYOTROPHIC LATERAL SCLEROSIS 17; ALS17		3p11.2		
#614700	IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY; CVID8		4q31.3		
#614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K		4q12		
#614728	SECKEL SYNDROME 6; SCKL6		3q22.2		
#614736	GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY; GCCD4		5p12		
#614742	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1; PFBMFT1		5p15.33		
