OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 14, 15, 16, 17)'
Downloaded:	Nov 17, 2020
#601678	BARTTER SYNDROME, TYPE 1, ANTENATAL; BARTS1		15q21.1		
#601705	T-CELL IMMUNODEFICIENCY, CONGENITAL ALOPECIA, AND NAIL DYSTROPHY; TIDAND		17q11.2		
#601776	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1; EDSMC1		15q15.1		
#601777	CONE-ROD DYSTROPHY 6; CORD6		17p13.1		
#601780	CEROID LIPOFUSCINOSIS, NEURONAL, 6; CLN6		15q23		
#601954	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 7; LGMDR7		17q12		
#602066	CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS; ICCA		16p11.2		
#602099	AMYOTROPHIC LATERAL SCLEROSIS 5, JUVENILE; ALS5		15q21.1		
#602471	SHORT STATURE, AUDITORY CANAL ATRESIA, MANDIBULAR HYPOPLASIA, AND SKELETAL ABNORMALITIES; SAMS		14q32.13		
#602579	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ib; CDG1B		15q24.1-q24.2		
#602723	PSORIASIS 2; PSORS2		17q25.3		
#603373	HYPERTHYROIDISM, FAMILIAL GESTATIONAL		14q31.1		
#603546	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 2; SEMDJL2		16p11.2		
#603720	DEAFNESS, AUTOSOMAL RECESSIVE 16; DFNB16		15q15.3		
#603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	VANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED	1p34.1, 2p23.3, 3q27.1, 12q24.31, 14q24.3		
#604173	POIKILODERMA WITH NEUTROPENIA; PN		16q21		
#604273	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1; MC5DN1		17p11.2		
#604308	MASS SYNDROME		15q21.1		
#604321	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE; MCPH4		15q15.1		
#604360	SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE; SPG11		15q21.1		
#604370	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1; BROVCA1	BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1, INCLUDED	17q21.31		
#604393	LEBER CONGENITAL AMAUROSIS 4; LCA4	RETINITIS PIGMENTOSA, JUVENILE, AIPL1-RELATED, INCLUDED	17p13.2		
#604416	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE		15q24.3		
#604432	SPINOCEREBELLAR ATAXIA 11; SCA11		15q15.2		
#604625	TOOTH AGENESIS, SELECTIVE, 3; STHAG3		14q13.3		
#604717	DEAFNESS, AUTOSOMAL DOMINANT 20; DFNA20		17q25.3		
#605013	MICROHYDRANENCEPHALY; MHAC		16p13.11		
#605021	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME		16p13.3		
#605041	BROOKE-SPIEGLER SYNDROME; BRSS		16q12.1		
#605192	DEAFNESS, AUTOSOMAL DOMINANT 23; DFNA23		14q23.1		
#225753	PONTOCEREBELLAR HYPOPLASIA, TYPE 4; PCH4		17q25.1		
#225790	PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH		14q24.3		
#226400	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1; EV1		17q25.3		
#226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT, INCLUDED	1q25.3, 1q32.2, 10q25.1, 17q25.1, 18q11.2		
#226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA		2q31.1, 17q25.1		
#226750	KOHLSCHUTTER-TONZ SYNDROME; KTZS		16p13.3		
#226990	IMMUNODEFICIENCY 32B; IMD32B		16q24.1		
#227220	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1; SHEP1		15q12-q13, 15q13.1		
#227650	FANCONI ANEMIA, COMPLEMENTATION GROUP A; FANCA	FANCONI ANEMIA, ESTREN-DAMESHEK VARIANT, INCLUDED	16q24.3		
#229050	FOLATE MALABSORPTION, HEREDITARY		17q11.2		
#229200	BRITTLE CORNEA SYNDROME 1; BCS1		16q24.2		
#230200	GALACTOSEMIA II; GALAC2		17q25.1		
#231200	BERNARD-SOULIER SYNDROME; BSS	BERNARD-SOULIER SYNDROME, TYPE A1, INCLUDED	3q21.3, 17p13.2, 22q11.21		
#231680	MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD	GLUTARIC ACIDEMIA IIA, INCLUDED; GA2A, INCLUDED	4q32.1, 15q24.2-q24.3, 19q13.41		
#232200	GLYCOGEN STORAGE DISEASE Ia; GSD1A		17q21.31		
#232300	GLYCOGEN STORAGE DISEASE II; GSD2		17q25.3		
#232700	GLYCOGEN STORAGE DISEASE VI; GSD6		14q22.1		
#233100	RENAL GLUCOSURIA; GLYS		16p11.2		
#233690	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 4; CGD4		16q24.2		
#233910	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, B; HPABH4B	DYSTONIA, DOPA-RESPONSIVE, WITH OR WITHOUT HYPERPHENYLALANINEMIA, AUTOSOMAL RECESSIVE, INCLUDED	14q22.2		
#234810	PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE; PVOD2		15q15.1		
#236600	HYDROCEPHALUS, CONGENITAL, 1; HYC1		14q32.11-q32.12		
#236792	L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA		14q21.3		
#237310	N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY; NAGSD		17q21.31		
#239100	VAN BUCHEM DISEASE; VBCH		17q21.31		
#240500	IMMUNODEFICIENCY, COMMON VARIABLE, 2; CVID2		17p11.2		
#241600	IMMUNODEFICIENCY 43; IMD43		15q21.1		
#242100	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2; ARCI2		17p13.1		
#242300	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 1; ARCI1		14q12		
#243500	ISOVALERIC ACIDEMIA; IVA		15q15.1		
#243800	JOHANSON-BLIZZARD SYNDROME; JBS		15q15.2		
#245200	KRABBE DISEASE		14q31.3		
#245450	D-LACTIC ACIDURIA WITH GOUT; DLACD		16q23.1		
#245480	SPECIFIC GRANULE DEFICIENCY 1; SGD1		14q11.2		
#245570	EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION; FESD	LANDAU-KLEFFNER SYNDROME, INCLUDED; LKS, INCLUDED	16p13.2		
#245590	GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 1, AUTOSOMAL RECESSIVE; GHISID1		17q21.2		
#245900	LECITHIN:CHOLESTEROL ACYLTRANSFERASE DEFICIENCY		16q22.1		
#246650	LIPASE DEFICIENCY, COMBINED		16p13.3		
#247200	MILLER-DIEKER LISSENCEPHALY SYNDROME; MDLS	CHROMOSOME 17p13.3 DELETION SYNDROME, INCLUDED	17p13.3		
#248360	MALONYL-CoA DECARBOXYLASE DEFICIENCY		16q23.3		
#248900	MAST SYNDROME		15q22.31		
#249000	MECKEL SYNDROME, TYPE 1; MKS1		17q22		
#249100	FAMILIAL MEDITERRANEAN FEVER; FMF		16p13.3		
#251300	GALLOWAY-MOWAT SYNDROME 1; GAMOS1		15q25.2		
#251450	DESBUQUOIS DYSPLASIA 1; DBQD1	DESBUQUOIS DYSPLASIA, KIM VARIANT, INCLUDED	17q25.3		
#251750	MICROSPHEROPHAKIA AND/OR MEGALOCORNEA, WITH ECTOPIA LENTIS AND WITH OR WITHOUT SECONDARY GLAUCOMA; MSPKA		14q24.3		
#252605	MUCOLIPIDOSIS III GAMMA		16p13.3		
#252900	MUCOPOLYSACCHARIDOSIS, TYPE IIIA; MPS3A		17q25.3		
#252920	MUCOPOLYSACCHARIDOSIS, TYPE IIIB; MPS3B		17q21.2		
#253000	MUCOPOLYSACCHARIDOSIS, TYPE IVA; MPS4A		16q24.3		
#253250	MULIBREY NANISM		17q22		
#253600	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 1; LGMDR1	MYOSITIS, EOSINOPHILIC, INCLUDED	15q15.1		
#254600	MYELOPEROXIDASE DEFICIENCY; MPOD		17q22		
#255160	MYOPATHY, MYOSIN STORAGE, AUTOSOMAL RECESSIVE; MSMB		14q11.2		
#255960	MYXOMA, INTRACARDIAC		17q24.2		
#256850	GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE; GAN1		16q23.2		
#257300	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1		15q15.1		
#258450	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1; PEOB1		15q26.1		
#258660	NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO		17p13.2		
#259420	OSTEOGENESIS IMPERFECTA, TYPE III; OI3		7q21.3, 17q21.33		
#259440	OSTEOGENESIS IMPERFECTA, TYPE IX; OI9		15q22.31		
#259450	BRUCK SYNDROME 1; BRKS1		17q21.2		
#259500	OSTEOGENIC SARCOMA		13q14.2, 17p13.1, 22q12.1		
#259600	MULTICENTRIC OSTEOLYSIS, NODULOSIS, AND ARTHROPATHY; MONA		16q12.2		
#260350	PANCREATIC CANCER		12p12.1, 17p13.1, 18q21.2, 19p13.3		
#260500	PAPILLOMA OF CHOROID PLEXUS; CPP	CHOROID PLEXUS CARCINOMA, INCLUDED; CPC, INCLUDED	17p13.1		
#260540	PARKINSON-DEMENTIA SYNDROME	SUPRANUCLEAR PALSY, PROGRESSIVE, 1, ATYPICAL, INCLUDED	17q21.31		
#260565	PEHO SYNDROME; PEHO		17q12		
#260800	PENTOSURIA; PNTSU		17q25.3		
#261500	EOSINOPHIL PEROXIDASE DEFICIENCY; EPXD		17q22		
#261750	GLYCOGEN STORAGE DISEASE IXb; GSD9B		16q12.1		
#262400	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IA; IGHD1A		17q23.3		
#262650	KOWARSKI SYNDROME		17q23.3		
#262850	ALPHA-2-PLASMIN INHIBITOR DEFICIENCY		17p13.3		
#263750	POSTAXIAL ACROFACIAL DYSOSTOSIS; POADS		16q22.2		
#263800	GITELMAN SYNDROME; GTLMNS		16q13		
#264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B		12p13.31, 16p12.2, 16p12.2		
#264470	PEROXISOMAL ACYL-CoA OXIDASE DEFICIENCY		17q25.1		
#264800	PSEUDOXANTHOMA ELASTICUM; PXE	PSEUDOXANTHOMA ELASTICUM, MODIFIER OF SEVERITY OF, INCLUDED	16p13.11, 16p12.3, 17q21.33		
#265380	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS; ACDMPV		16q24.1		
#266300	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 2; SHEP2	UV-INDUCED SKIN DAMAGE, SUSCEPTIBILITY TO, INCLUDED	16q24.3		
#266510	PEROXISOME BIOGENESIS DISORDER 3B; PBD3B		17q12		
#266600	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1	REGIONAL ENTERITIS, INCLUDED	7p15.3, 16q12.1		
#266920	SHORT-RIB THORACIC DYSPLASIA 9 WITH OR WITHOUT POLYDACTYLY; SRTD9		16p13.3		
#267430	RENAL TUBULAR DYSGENESIS; RTD	RENAL TUBULAR DYSGENESIS WITH CHOANAL ATRESIA AND ATHELIA, INCLUDED	1q32.1, 1q42.2, 3q24, 17q23.3		
#268100	ENHANCED S-CONE SYNDROME; ESCS	GOLDMANN-FAVRE SYNDROME, INCLUDED	15q23		
#268130	REVESZ SYNDROME		14q12		
#268305	ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES		17q25.3		
#269500	SCLEROSTEOSIS 1; SOST1		17q21.31		
#270200	SJOGREN-LARSSON SYNDROME; SLS		17p11.2		
#270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO; IGF1RES	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO, DUE TO INCREASED BINDING PROTEIN, INCLUDED	15q26.3		
#270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15		14q24.1		
#271900	CANAVAN DISEASE		17p13.2		
#272800	TAY-SACHS DISEASE; TSD	TAY-SACHS DISEASE, JUVENILE, INCLUDED	15q23		
#273395	TETRAAMELIA SYNDROME 1; TETAMS1		17q21.31-q21.32		
#273800	GLANZMANN THROMBASTHENIA; GT		17q21.31, 17q21.32		
#274900	THYROID DYSHORMONOGENESIS 5; TDH5		15q21.1		
#275200	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1; CHNG1		14q31.1		
#276600	TYROSINEMIA, TYPE II; TYRSN2		16q22.2		
#276700	TYROSINEMIA, TYPE I; TYRSN1		15q25.1		
#277470	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A; PCH2A		17q25.1		
#278760	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF	XERODERMA PIGMENTOSUM, TYPE F/COCKAYNE SYNDROME, INCLUDED; XPF/CS, INCLUDED	16p13.12		
#278850	46,XX SEX REVERSAL 2; SRXX2		17q24.3-q25.1	17:69100000-76800000	
#280000	COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME		17p11.2		
#605637	MYOPATHY, PROXIMAL, WITH OPHTHALMOPLEGIA; MYPOP		17p13.1		
#605751	SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2		16p11.2		
#605809	MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL; CMS4A		17p13.2		
#605822	SPONDYLOOCULAR SYNDROME; SOS		17q21.33		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#606438	HUNTINGTON DISEASE-LIKE 2; HDL2		16q24.2		
#606545	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3; ARCI3		17p13.1		
#606854	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP		16q21		
#606943	USHER SYNDROME, TYPE IG; USH1G		17q25.1		
#607039	DEAFNESS, AUTOSOMAL RECESSIVE 22; DFNB22		16p12.2		
#607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 1; SCAN1		14q32.11		
#607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE; SPG7		16q24.3		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607432	LISSENCEPHALY 1; LIS1	SUBCORTICAL LAMINAR HETEROTOPIA, INCLUDED; SCLH, INCLUDED	17p13.3		
#607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED	15q26.1		
#607475	BOTHNIA RETINAL DYSTROPHY		15q26.1		
#607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED	APHASIA, PRIMARY PROGRESSIVE, INCLUDED; PPA, INCLUDED	17q21.31		
#607487	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 25; CMH25		17q12		
#607539	CAMPTOSYNPOLYDACTYLY, COMPLEX; CCSPD		17p13.3		
#607596	PONTOCEREBELLAR HYPOPLASIA, TYPE 1A; PCH1A		14q32.2		
#607602	ICHTHYOSIS, CYCLIC, WITH EPIDERMOLYTIC HYPERKERATOSIS		12q13.13, 17q21.2		
#607624	GRISCELLI SYNDROME, TYPE 2; GS2		15q21.3		
#607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		14q24.3		
#607765	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 1; CBAS1		16p11.2		
#607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML	LEUKEMIA, CHRONIC MYELOMONOCYTIC, INCLUDED; CMML, INCLUDED	5q31.3, 11q23.3, 12q24.13, 17q11.2		
#607812	CRANIOLENTICULOSUTURAL DYSPLASIA; CLSD		14q21.1		
#607822	ALZHEIMER DISEASE 3; AD	ALZHEIMER DISEASE, FAMILIAL, 3, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES, INCLUDED	14q24.2, 19q13.32		
#607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6		14q22.2		
#608068	NEUTROPHILIC DERMATOSIS, ACUTE FEBRILE; AFND		16p13.3		
#608089	ENDOMETRIAL CANCER		2p16.3, 5q14.1, 14q24.3, 16q22.1		
#608099	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 3; LGMDR3		17q21.33		
#608105	EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC		16p13.3		
#608149	KAGAMI-OGATA SYNDROME		14q32	14:89300000-107043718	
#608320	CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1; ADCAD1		15q26.3		
#608328	WEILL-MARCHESANI SYNDROME 2; WMS2		15q21.1		
#608358	MYOPATHY, MYOSIN STORAGE, AUTOSOMAL DOMINANT; MSMA		14q11.2		
#608361	SPONDYLOEPIPHYSEAL DYSPLASIA, KIMBERLEY TYPE; SEDK		15q26.1		
#608389	BRANCHIOOTIC SYNDROME 3; BOS3		14q23.1		
#608390	MYOTONIA, POTASSIUM-AGGRAVATED	LARYNGOSPASM, SEVERE NEONATAL EPISODIC, INCLUDED; SNEL, INCLUDED	17q23.3		
#608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K		16p13.3		
#608565	DEAFNESS, AUTOSOMAL RECESSIVE 35; DFNB35		14q24.3		
#608615	OLIGODONTIA-COLORECTAL CANCER SYNDROME; ODCRCS		17q24.1		
#608636	CHROMOSOME 15q11-q13 DUPLICATION SYNDROME	AUTISM, SUSCEPTIBILITY TO, 4, INCLUDED; AUTS4, INCLUDED	15q11	15:19000000-25500000	
#608647	CILIARY DYSKINESIA, PRIMARY, 5; CILD5		16q22.2		
#608681	SPONDYLOCOSTAL DYSOSTOSIS 2, AUTOSOMAL RECESSIVE; SCDO2		15q26.1		
#608779	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIe; CDG2E		16p12.2		
#608895	NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION; HNARMD	MACULAR DEGENERATION, AGE-RELATED, 3, INCLUDED; ARMD3, INCLUDED	14q32.12		
#608898	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3; FHL3		17q25.1		
#608931	MYASTHENIC SYNDROME, CONGENITAL, 4C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS4C		17p13.2		
#611489	CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY	CORTICOSTEROID-BINDING GLOBULIN, ELEVATED, INCLUDED	14q32.13		
#611490	OSTEOPETROSIS,  AUTOSOMAL RECESSIVE 4; OPTB4		16p13.3		
#611497	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 6; OPTB6		17q21.31		
#611528	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 12; ARVD12		17q21.2		
#611560	JOUBERT SYNDROME 7; JBTS7		16q12.2		
#611561	MECKEL SYNDROME, TYPE 5; MKS5		16q12.2		
#611590	RENAL TUBULAR ACIDOSIS, DISTAL, 4, WITH HEMOLYTIC ANEMIA; DRTA4	RENAL TUBULAR ACIDOSIS, DISTAL, WITH NORMAL RED CELL MORPHOLOGY, INCLUDED	17q21.31		
#611878	CARDIOMYOPATHY, DILATED, 1Y; CMD1Y	LEFT VENTRICULAR NONCOMPACTION 9, INCLUDED; LVNC9, INCLUDED	15q22.2		
#611881	GLYCOGEN STORAGE DISEASE XII; GSD12		16p11.2		
#612098	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 11; CMH11		15q14		
#612132	ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 2; EDAID2		14q13.2		
#612199	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1; CRMCC1		17p13.1		
#612287	NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 2; NPHLOP2		17q25.1		
#612319	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE; SPG35		16q23.1		
#612460	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 14; BMIQ14		16q12.2		
#612527	DIAMOND-BLACKFAN ANEMIA 4; DBA4		15q25.2		
#612541	NEUTROPENIA, SEVERE CONGENITAL, 4, AUTOSOMAL RECESSIVE; SCN4	DURSUN SYNDROME, INCLUDED	17q21.31		
#612576	CHROMOSOME 17p13.3, TELOMERIC, DUPLICATION SYNDROME		17p13.3-p13.1		
#612626	CHROMOSOME 15q26-qter DELETION SYNDROME		15q26-qter	15:88500000-101991189	
#612653	SPHEROCYTOSIS, TYPE 4; SPH4		17q21.31		
#612692	AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE; AGM6		17q23.3		
#612712	LEBER CONGENITAL AMAUROSIS 13; LCA13	RETINITIS PIGMENTOSA 53, INCLUDED; RP53, INCLUDED	14q24.1		
#612718	CEREBRAL CREATINE DEFICIENCY SYNDROME 3; CCDS3		15q21.1		
#612794	ATRIAL SEPTAL DEFECT 5; ASD5		15q14		
#612813	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE; SEMDAG		15q26.1		
#612932	GLYCOGEN STORAGE DISEASE XIII; GSD13		17p13.2		
#612938	GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM; GDFD		16q12.2		
#612940	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB; ARCL2B		17q25.3		
#612999	EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT; EDMD5		14q23.2		
#613000	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 1; FNEPPK1		17q21.2		
#613027	GLYCOGEN STORAGE DISEASE IXc; GSD9C		16p11.2		
#613071	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 3; BESC3		16p12.2		
#613076	MYOPATHY, MITOCHONDRIAL PROGRESSIVE, WITH CONGENITAL CATARACT AND DEVELOPMENTAL DELAY; MPMCD		16p13.3		
#613080	46,XY SEX REVERSAL 5; SRXY5		17q25.3		
#613150	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2; MDDGA2		14q24.3		
#613156	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 2; MDDGB2		14q24.3		
#613158	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 2; MDDGC2		14q24.3		
#613163	GABA-TRANSAMINASE DEFICIENCY		16p13.2		
#613179	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY		14q11.2		
#613193	CILIARY DYSKINESIA, PRIMARY, 13; CILD13		16q24.1		
#613195	WEILL-MARCHESANI SYNDROME 4; WMS4		15q26.3		
#613211	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA3; AI2A3		15q21.3		
#613239	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2; TTPP2		17p11.2		
#613251	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 14; CMH14		14q11.2		
#613254	TUBEROUS SCLEROSIS 2; TSC2	TSC2 ANGIOMYOLIPOMAS, RENAL, MODIFIER OF, INCLUDED	12q15, 16p13.3		
#613287	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2N; CMT2N		16q22.1		
#613320	SPONDYLOMETAPHYSEAL DYSPLASIA, MEGARBANE-DAGHER-MELKI TYPE; SMDMDM		16p13.3		
#613327	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4; CGL4		17q21.2		
#613345	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 2; HOKPP2		17q23.3		
#613355	CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME		17q23.1-q23.2	17:59500000-63100000	
#613390	FANCONI ANEMIA, COMPLEMENTATION GROUP O; FANCO		17q22		
#613404	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2; ARCS2		14q24.3		
#613406	WITTEVEEN-KOLK SYNDROME; WITKOS	CHROMOSOME 15q24 DELETION SYNDROME, INCLUDED	15q24.2		
#613424	CARDIOMYOPATHY, DILATED, 1R; CMD1R	LEFT VENTRICULAR NONCOMPACTION 4, INCLUDED; LVNC4, INCLUDED	15q14		
#613426	CARDIOMYOPATHY, DILATED, 1S; CMD1S	LEFT VENTRICULAR NONCOMPACTION 5, INCLUDED; LVNC5, INCLUDED	14q11.2		
#613454	RETT SYNDROME, CONGENITAL VARIANT		14q12		
#613457	CHROMOSOME 14q11-q22 DELETION SYNDROME		14q11-q22	14:17200000-57600000	
#613458	CHROMOSOME 16p13.3 DUPLICATION SYNDROME		16p13.3		
#613464	RETINITIS PIGMENTOSA 51; RP51		14q31.3		
#613489	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj; CDG2J		16q22.1		
#613490	ALPHA-1-ANTITRYPSIN DEFICIENCY; A1ATD		14q32.13		
#613493	IMMUNODEFICIENCY, COMMON VARIABLE, 3; CVID3		16p11.2		
#613582	RETINITIS PIGMENTOSA 57; RP57		17q25.3		
#609180	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If; CDG1F		17p13.1		
#609218	FOVEAL HYPOPLASIA 2; FVH2		16q23.3		
#609273	NEMALINE MYOPATHY 6; NEM6		15q22.31		
#609340	SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE; SPG28		14q22.1		
#609432	SYNDACTYLY, MESOAXIAL SYNOSTOTIC, WITH PHALANGEAL REDUCTION; MSSD		17p13.3		
#609439	DEAFNESS, AUTOSOMAL RECESSIVE 48; DFNB48		15q25.1		
#609560	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE); MTDPS2		16q21		
#609640	FRIAS SYNDROME		14q22.1-q22.3	14:50400000-57600000	
#609796	PEELING SKIN SYNDROME 2; PSS2		15q15.2		
#610090	PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY; PNPOD		17q21.32		
#610125	MICROPHTHALMIA, SYNDROMIC 5; MCOPS5	RETINAL DYSTROPHY, EARLY-ONSET, WITH OR WITHOUT PITUITARY DYSFUNCTION, INCLUDED	14q22.3		
