OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 6, 7, 8, 9, 10, 11, 12)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#245349	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY; PDHXD		11p13		
#245600	MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS; JDSCD		11q12.3		
#246560	SPLIT-HAND/FOOT MALFORMATION 3; SHFM3		10q24	10:95300000-104000000	
#246900	DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY; DLDD		7q31.1		
#248000	MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE; MGCPH		6p24.1		
#248600	MAPLE SYRUP URINE DISEASE; MSUD	MAPLE SYRUP URINE DISEASE, CLASSIC, INCLUDED	1p21.2, 6q14.1, 19q13.2		
#249900	METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY		10q22.1		
#250400	METAPHYSEAL DYSPLASIA, SPAHR TYPE; MDST		11q22.2		
#250850	METHIONINE ADENOSYLTRANSFERASE I/III DEFICIENCY		10q22.3		
#250950	3-METHYLGLUTACONIC ACIDURIA, TYPE I; MGCA1		9q22.31		
#251000	METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCY	METHYLMALONIC ACIDURIA, mut(0) TYPE, INCLUDED	6p12.3		
#251110	METHYLMALONIC ACIDURIA, cblB TYPE		12q24.11		
#251200	MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1		8p23.1		
#251260	NIJMEGEN BREAKAGE SYNDROME; NBS	BERLIN BREAKAGE SYNDROME, INCLUDED; BBS, INCLUDED	8q21.3		
#251950	MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDOSIS; MMLA		7q31.1		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#252150	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA		6p21.2		
#252500	MUCOLIPIDOSIS II ALPHA/BETA		12q23.2		
#252600	MUCOLIPIDOSIS III ALPHA/BETA	MUCOLIPIDOSIS III ALPHA/BETA, ATYPICAL, INCLUDED	12q23.2		
#252930	MUCOPOLYSACCHARIDOSIS, TYPE IIIC; MPS3C		8p11.2-p11.1		
#252940	MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D		12q14.3		
#253220	MUCOPOLYSACCHARIDOSIS, TYPE VII; MPS7		7q11.21		
#253310	LETHAL CONGENITAL CONTRACTURE SYNDROME 1; LCCS1		9q34.11		
#253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4		9q31.2		
#254110	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 8; LGMDR8		9q33.1		
#254210	MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6		10q11.23		
#254770	EPILEPSY, MYOCLONIC JUVENILE; EJM	MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 1, INCLUDED; EJM1, INCLUDED	6p12.2		
#254780	MYOCLONIC EPILEPSY OF LAFORA	EPILEPSY, PROGRESSIVE MYOCLONIC, 2B, INCLUDED; EPM2B, INCLUDED	6p22.3, 6q24.3		
#254940	CAREY-FINEMAN-ZITER SYNDROME; CFZS		9q34.2		
#255120	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY		11q13.3		
#255995	MYOPATHY, CONGENITAL, BAILEY-BLOCH; MYPBB		12q13.3		
#256040	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1; PRAAS1	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC, INCLUDED	6p21.32		
#256450	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1		11p15.1		
#256550	NEURAMINIDASE DEFICIENCY	SIALIDOSIS, TYPE I, INCLUDED	6p21.33		
#257200	NIEMANN-PICK DISEASE, TYPE A	NIEMANN-PICK DISEASE, INTERMEDIATE, PROTRACTED NEUROVISCERAL, INCLUDED	11p15.4		
#257320	LISSENCEPHALY 2; LIS2		7q22.1		
#257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE		6q22.31		
#258480	OPSISMODYSPLASIA; OPSMD		11q13.4		
#258860	OROFACIODIGITAL SYNDROME IV; OFD4		10q24.1		
#259420	OSTEOGENESIS IMPERFECTA, TYPE III; OI3		7q21.3, 17q21.33		
#259700	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1		11q13.2		
#259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5		6q21		
#259730	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3		8q21.2		
#259770	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG		11q13.2		
#259775	RAINE SYNDROME; RNS		7p22.3		
#260400	SHWACHMAN-DIAMOND SYNDROME 1; SDS1		7q11.21		
#260920	HYPER-IgD SYNDROME; HIDS		12q24.11		
#261000	INTRINSIC FACTOR DEFICIENCY; IFD		11q12.1		
#261100	IMERSLUND-GRASBECK SYNDROME 1; IGS1		10p13		
#261600	PHENYLKETONURIA; PKU	HYPERPHENYLALANINEMIA, NON-PKU MILD, INCLUDED	12q23.2		
#261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED	11q23.1		
#261740	GLYCOGEN STORAGE DISEASE OF HEART, LETHAL CONGENITAL		7q36.1		
#261990	ABNORMAL HAIR, JOINT LAXITY, AND DEVELOPMENTAL DELAY; HJDD		11q21		
#263300	POLYCYTHEMIA VERA; PV		9p24.1		
#264070	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D; HPABH4D		10q22.1		
#264090	WIEDEMANN-RAUTENSTRAUCH SYNDROME; WDRTS		10q22.3		
#264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A; VDDR1A		12q14.1		
#266150	PYRUVATE CARBOXYLASE DEFICIENCY		11q13.2		
#266265	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc; CDG2C		11p11.2		
#266280	RAPADILINO SYNDROME		8q24.3		
#266500	REFSUM DISEASE, CLASSIC		10p13		
#268300	ROBERTS SYNDROME; RBS		8p21.1		
#268310	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE 1; RRS1	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH APLASIA/HYPOPLASIA OF PHALANGES AND METACARPALS/METATARSALS, INCLUDED	9q22.31		
#268400	ROTHMUND-THOMSON SYNDROME, TYPE 2; RTS2		8q24.3		
#269000	SC PHOCOMELIA SYNDROME		8p21.1		
#269700	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 2; CGL2		11q12.3		
#269920	INFANTILE SIALIC ACID STORAGE DISEASE; ISSD		6q13		
#269921	SIALURIA		9p13.3		
#270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS		11q13.4		
#270685	SPASTIC PARAPLEGIA 17, AUTOSOMAL DOMINANT; SPG17		11q12.3		
#270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A		8q12.3		
#271245	MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE); MTDPS7		10q24.31		
#271510	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, SPONASTRIME TYPE; SEMDSP		8q24.3		
#271980	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; SSADHD		6p22.3		
#272300	SULFITE OXIDASE DEFICIENCY, ISOLATED; ISOD		12q13.2		
#273750	THREE M SYNDROME 1; 3M1	YAKUT SHORT STATURE SYNDROME, INCLUDED	6p21.1		
#274150	THROMBOTIC THROMBOCYTOPENIC PURPURA, HEREDITARY; TTP		9q34.2		
#274700	THYROID DYSHORMONOGENESIS 3; TDH3		8q24.22		
#274800	THYROID DYSHORMONOGENESIS 4; TDH4		6q25.1		
#276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS		2p21-p16, 2p16.3, 3p22.2, 7p22.1		
#276710	TYROSINEMIA, TYPE III; TYRSN3		12q24.31		
#276900	USHER SYNDROME, TYPE I; USH1	USHER SYNDROME, TYPE IB, INCLUDED; USH1B, INCLUDED	11q13.5		
#277380	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE; MAHCF		6q13		
#277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A; VDDR2A		12q13.11		
#277460	VITAMIN E, FAMILIAL ISOLATED DEFICIENCY OF; VED		8q12.3		
#277590	WEAVER SYNDROME; WVS		7q36.1		
#278250	WRINKLY SKIN SYNDROME; WSS		12q24.31		
#278700	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A; XPA		9q22.33		
#278800	DE SANCTIS-CACCHIONE SYNDROME		10q11.23		
#605407	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE		11p15.5		
#605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2; DSMA2		9p13.3		
#605820	NONAKA MYOPATHY; NM		9p13.3		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 2; SCAN2		9q34.13		
#606003	TRANSALDOLASE DEFICIENCY; TALDOD		11p15.5		
#606071	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC; HMSN2C		12q24.11		
#606170	GENITOPATELLAR SYNDROME; GTPTS		10q22.2		
#606595	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F; CMT2F		7q11.23		
#606721	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 7; FPLD7		7q31.2		
#606762	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6; HHF6		10q23.2		
#607060	PARKINSON DISEASE 8, AUTOSOMAL DOMINANT; PARK8		12q12		
#607080	46,XY GONADAL DYSGENESIS WITH MINIFASCICULAR NEUROPATHY; GDMN		12q13.12		
#607091	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId; CDG2D		9p21.1		
#607095	ANAUXETIC DYSPLASIA 1; ANXD1		9p13.3		
#607313	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS 1; HGPPS1	OPHTHALMOPLEGIA, PROGRESSIVE EXTERNAL, AND SCOLIOSIS, INCLUDED	11q24.2		
#607330	LATHOSTEROLOSIS; LATHOS		11q23.3-q24.1		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607361	MECKEL SYNDROME, TYPE 3; MKS3		8q22.1		
#607371	DYSTONIA, JUVENILE-ONSET; DJO		7p22.1		
#607598	LETHAL CONGENITAL CONTRACTURE SYNDROME 2; LCCS2		12q13.2		
#607616	NIEMANN-PICK DISEASE, TYPE B	NIEMANN-PICK DISEASE, TYPE E, INCLUDED	11p15.4		
#607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1		6p12.2		
#607634	OSTEOPETROSIS, AUTOSOMAL DOMINANT 1; OPTA1		11q13.2		
#607676	IMMUNODEFICIENCY 67; IMD67	INVASIVE PNEUMOCOCCAL DISEASE, PROTECTION AGAINST, INCLUDED	12q12		
#607678	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1D; CMT1D		10q21.3		
#607684	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E; CMT2E		8p21.2		
#607694	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7		10q22.3		
#607706	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE		8q21.11		
#607721	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1; NSLH1		10q25.2		
#607734	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1F; CMT1F		8p21.2		
#607831	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K; CMT2K	CHARCOT-MARIE-TOOTH DISEASE, AUTOSOMAL DOMINANT, TYPE 2K, INCLUDED	8q21.11, 8q21.11		
#607855	MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO PARTIAL LAMA2 DEFICIENCY, INCLUDED	6q22.33		
#607906	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii; CDG1I		9q22.33		
#608022	DIAPHANOSPONDYLODYSOSTOSIS		7p14.3		
#608027	PONTOCEREBELLAR HYPOPLASIA, TYPE 3; PCH3		7q21.11		
#608091	JOUBERT SYNDROME 2; JBTS2		11q12.2		
#608093	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ij; CDG1J		11q23.3		
#608104	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ih; CDG1H		11q14.1		
#608156	NABLUS MASK-LIKE FACIAL SYNDROME; NMLFS		8q22.1	8:92300000-97900000	
#608236	SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT; SNCV		8p23.3		
#608340	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA		8q21.11		
#608423	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 2; LGMDD2		7q32.1		
#608629	JOUBERT SYNDROME 3; JBTS3		6q23.3		
#608634	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB; HMN2B		7q11.23		
#608643	AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY		7p12.2-p12.1		
#608673	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L; CMT2L		12q24.23		
#608687	SPINOCEREBELLAR ATAXIA 20; SCA20		11q12	11:55800000-63600000	
#608747	INSULIN-LIKE GROWTH FACTOR I DEFICIENCY		12q23.2		
#608758	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10; CMH10		12q24.11		
#608776	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L		11q23.1		
#608782	PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY; PDHPD		8q22.1		
#608800	SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT		6q22.1		
#608984	ATAXIA, SENSORY, 1, AUTOSOMAL DOMINANT; SNAX1		8p11.21		
#611523	PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6		6q15		
#611588	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 4; MDDGC4		9q31.2		
#611603	LISSENCEPHALY 3; LIS3		12q13.12		
#611721	COMBINED SAPOSIN DEFICIENCY		10q22.1		
#611722	KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY		10q22.1		
#611726	EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS; EPM3		7q11.21		
#611890	CONGENITAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE; CAAHD		9q34.11		
#612075	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY); MTDPS8A	MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE), INCLUDED; MTDPS8B, INCLUDED	8q22.3		
#612079	ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME; ANES		7q32.1		
#612164	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4		9q34.11		
#612300	HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY; HACD59		11p13		
#612387	SARCOIDOSIS, SUSCEPTIBILITY TO, 2; SS2		6p21.32		
#612394	BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS		7q22.1		
#612437	EPILEPSY, PROGRESSIVE MYOCLONIC, 1B; EPM1B		12q12		
#612447	SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION		11q23.2		
#612540	MYOPATHY, CONGENITAL, COMPTON-NORTH; MYPCN		12q12		
#612577	AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11		6q21		
#612582	CHROMOSOME 6pter-p24 DELETION SYNDROME		6pter-p24		
#612621	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5		6p21.32		
#612651	ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO		6p12.1		
#612691	POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL; BTOP		6q21		
#612702	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA; HH6		10q24.32		
#612740	PORPHYRIA, ACUTE HEPATIC	LEAD POISONING, SUSCEPTIBILITY TO, INCLUDED	9q32		
#612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50		7q22.1		
#612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY		6q27		
#612954	MYOPATHY, MYOFIBRILLAR, 6; MFM6		10q26.11		
#612975	SHORT SLEEP, FAMILIAL NATURAL, 1; FNSS1		12p12.1		
#612989	OPTIC ATROPHY 7 WITH OR WITHOUT AUDITORY NEUROPATHY; OPA7		11q14.1		
#613001	ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS; ECCL		8p11.23		
#613068	NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY		11q13.4		
#613077	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5; PEOA5		8q22.3		
#613091	SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY; SRTD3		11q22.3		
#613155	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL IMPAIRMENT), TYPE B, 1; MDDGB1		9q34.13		
#613162	SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE; SPG45		10q24.32-q24.33		
#613192	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13; MRT13		8q24.3		
#613204	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY		12q13.2		
#613225	FACTOR XIII, A SUBUNIT, DEFICIENCY OF		6p25.1		
#613227	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3; CAMRQ3		8q12.1		
#613254	TUBEROUS SCLEROSIS 2; TSC2	TSC2 ANGIOMYOLIPOMAS, RENAL, MODIFIER OF, INCLUDED	12q15, 16p13.3		
#613391	DEAFNESS, AUTOSOMAL RECESSIVE 84A; DFNB84A		12q21.31		
#613398	WARSAW BREAKAGE SYNDROME; WABS		12p11.21		
#613451	FRONTONASAL DYSPLASIA 2; FND2		11p11.2		
#613456	FRONTONASAL DYSPLASIA 3; FND3		12q21.31		
#613477	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 5; DEE5		9q34.11		
#613544	CHROMOSOME 6q11-q14 DELETION SYNDROME	CHROMOSOME 6q13-q14 DELETION SYNDROME, INCLUDED	6q11-q14	6:59800000-87300000	
#613550	NEPHRONOPHTHISIS 11; NPHP11		8q22.1		
#613559	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7; COXPD7		12q24.31		
#613563	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA; NSLL		11q23.3		
#609192	LOEYS-DIETZ SYNDROME 1; LDS1		9q22.33		
#609195	SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE; SPG26		12q13.3		
#609270	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7; SCAR7		11p15.4		
#609285	NEMALINE MYOPATHY 4; NEM4	CAP MYOPATHY 2, INCLUDED; CAPM2, INCLUDED	9p13.3		
#609286	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 3; PEOA3		10q24.31		
#609304	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 3; DEE3		11p15.5		
#609308	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1; MDDGC1		9q34.13		
#609311	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H; CMT4H		12p11.21		
#609313	MENTAL RETARDATION, ENTEROPATHY, DEAFNESS, PERIPHERAL NEUROPATHY, ICHTHYOSIS, AND KERATODERMA; MEDNIK		7q22.1		
#609446	PAROXYSMAL NONKINESIGENIC DYSKINESIA, 3, WITH OR WITHOUT GENERALIZED EPILEPSY; PNKD3		10q22.3		
#609452	MYOPATHY, MYOFIBRILLAR, 4; MFM4		10q23.2		
#609460	GOLDBERG-SHPRINTZEN SYNDROME; GOSHS		10q22.1		
#609524	MYOPATHY, MYOFIBRILLAR, 5; MFM5		7q32.1		
#609541	SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY; SPOAN		11q13.2		
#609625	CHROMOSOME 10q26 DELETION SYNDROME		10q26	10:117300000-133797422	
#609757	WILLIAMS-BEUREN REGION DUPLICATION SYNDROME	WBS TRIPLICATION SYNDROME, INCLUDED	7q11.23	7:72700000-77900000	
#609942	NOONAN SYNDROME 3; NS3		12p12.1		
#609981	IMMUNODEFICIENCY 54; IMD54		8q11.21		
#610003	CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT		8p23.3		
#610006	2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY		10q26.13		
#610031	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7; CDCBM7		6p25.2		
#610042	PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1		7q35-q36		
#610127	CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10	NEURONAL CEROID LIPOFUSCINOSIS, CONGENITAL, INCLUDED	11p15.5		
#610156	MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS SYNDROME; MORMS		9q34.3		
#610188	JOUBERT SYNDROME 5; JBTS5		12q21.32		
#610189	SENIOR-LOKEN SYNDROME 6; SLSN6		12q21.32		
#610199	DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM; NDH		9p24.2		
#610244	SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINANT; SPG33		10q24.2		
#610251	ALCOHOL SENSITIVITY, ACUTE	HANGOVER, SUSCEPTIBILITY TO, INCLUDED	12q24.12		
#610253	KLEEFSTRA SYNDROME 1; KLEFS1		9q34.3		
#610313	CRISPONI/COLD-INDUCED SWEATING SYNDROME 2; CISS2		11q13.2		
#610329	AICARDI-GOUTIERES SYNDROME 3; AGS3		11q13.1		
#610353	EPILEPSY, NOCTURNAL FRONTAL LOBE, 4; ENFL4	SEIZURES, BENIGN FAMILIAL INFANTILE, 6, INCLUDED; BFIS6, INCLUDED	8p21.2		
#610377	MEVALONIC ACIDURIA; MEVA		12q24.11		
#610442	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, GENEVIEVE TYPE; SEMDG		9q22.33		
#610498	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 2; COXPD2		10q22.2		
#610505	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3; COXPD3		12q14.1		
#610532	LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5		7p15.3		
#610623	CATARACT 11, MULTIPLE TYPES; CTRCT11	CATARACT 11 WITH MICROPHTHALMIA AND NEURODEVELOPMENTAL ABNORMALITIES, INCLUDED	10q24.32		
#610688	JOUBERT SYNDROME 6; JBTS6		8q22.1		
#610706	DEAFNESS, CONGENITAL, WITH INNER EAR AGENESIS, MICROTIA, AND MICRODONTIA		11q13.3		
#610717	NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY; NLSDM		11p15.5		
#610743	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8		6q25.2		
#610759	CORNELIA DE LANGE SYNDROME 3 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS3		10q25.2		
#610768	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im; CDG1M		9q34.11		
#610773	MITOCHONDRIAL PHOSPHATE CARRIER DEFICIENCY; MPCD		12q23.1		
#610828	HOLOPROSENCEPHALY 7; HPE7		9q22.32		
#610992	PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY; PSATD		9q21.2		
#611092	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6		6q16.3		
#611093	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7; MRT7		8p22		
#611134	MECKEL SYNDROME, TYPE 4; MKS4	MECKEL-LIKE CEREBRORENODIGITAL SYNDROME, INCLUDED	12q21.32		
#611225	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE; SPG18		8p11.23		
#611228	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J		6q21		
#611283	ISOBUTYRYL-CoA DEHYDROGENASE DEFICIENCY; IBDD		11q25		
#611376	MUNGAN SYNDROME; MGS		8q23-q24	8:105100000-145138636	
#613612	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIi; CDG2I		7q22.3		
#613647	SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE; SPG48		7p22.1		
#613656	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 13; MGR13		10q25.3		
#613668	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY		11q21		
#613671	MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS; MRAMS		6q21		
#613672	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE; SPAX4		10p11.23		
#613679	PROTHROMBIN DEFICIENCY, CONGENITAL	DYSPROTHROMBINEMIA, INCLUDED	11p11.2		
#613706	NOONAN SYNDROME 7; NS7		7q34		
#613707	LEOPARD SYNDROME 3; LPRD3		7q34		
#613723	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 17; LGMDR17		8q24.3		
#613730	HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS; HDBSCC		11q25		
#613759	INFECTIONS, RECURRENT, WITH ENCEPHALOPATHY, HEPATIC DYSFUNCTION, AND CARDIOVASCULAR MALFORMATIONS		11q13.3		
