OMIM Search - '+cs_neurologic:(seizure* OR epilep* OR convulsion*) -cs_neurologic:("no seizure*") (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#604213	CHUDLEY-MCCULLOUGH SYNDROME; CMCS		1p13.3		
#604352	FEBRILE SEIZURES, FAMILIAL, 4; FEB4		5q14.3		
#604369	SALLA DISEASE; SD		6q13		
#604403	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2	FEBRILE SEIZURES, FAMILIAL, 3A, INCLUDED; FEB3A, INCLUDED	2q24.3		
#604757	CRANIOSYNOSTOSIS 2; CRS2		5q35.2		
#604772	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY; CPVT1		1q43		
#604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3		9q33.2		
#605013	MICROHYDRANENCEPHALY; MHAC		16p13.11		
#605021	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME		16p13.3		
#605130	WIEDEMANN-STEINER SYNDROME; WDSTS		11q23.3		
#225750	AICARDI-GOUTIERES SYNDROME 1; AGS1	AICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT, INCLUDED	3p21.31		
#225753	PONTOCEREBELLAR HYPOPLASIA, TYPE 4; PCH4		17q25.1		
#225790	PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH		14q24.3		
#229050	FOLATE MALABSORPTION, HEREDITARY		17q11.2		
#229600	FRUCTOSE INTOLERANCE, HEREDITARY; HFI		9q31.1		
#229700	FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY; FBP1D		9q22.32		
#230000	FUCOSIDOSIS		1p36.11		
#230600	GM1-GANGLIOSIDOSIS, TYPE II	GANGLIOSIDOSIS, GENERALIZED GM1, LATE-INFANTILE TYPE, INCLUDED	3p22.3		
#230740	GAPO SYNDROME; GAPOS		2p13.3		
#230900	GAUCHER DISEASE, TYPE II; GD2		1q22		
#231000	GAUCHER DISEASE, TYPE III; GD3	GAUCHER DISEASE, TYPE IIIA, INCLUDED	1q22		
#231005	GAUCHER DISEASE, TYPE IIIC; GD3C		1q22		
#231050	GELEOPHYSIC DYSPLASIA 1; GPHYSD1		9q34.2		
#231530	3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY		4q25		
#233910	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, B; HPABH4B	DYSTONIA, DOPA-RESPONSIVE, WITH OR WITHOUT HYPERPHENYLALANINEMIA, AUTOSOMAL RECESSIVE, INCLUDED	14q22.2		
#234500	HARTNUP DISORDER; HND		5p15.33		
#235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1; AHUS1	HEMOLYTIC UREMIC SYNDROME, TYPICAL, INCLUDED	1q31.3, 1q31.3, 1q31.3		
#235730	MOWAT-WILSON SYNDROME; MOWS		2q22.3		
#236250	HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY	MTHFR DEFICIENCY, THERMOLABILE TYPE, INCLUDED	1p36.22		
#236270	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblE COMPLEMENTATION TYPE; HMAE		5p15.31		
#236600	HYDROCEPHALUS, CONGENITAL, 1; HYC1		14q32.11-q32.12		
#236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 1; MDDGA1		9q34.13		
#236792	L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA		14q21.3		
#237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO		2q34		
#237310	N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY; NAGSD		17q21.31		
#238700	HYPERLYSINEMIA, TYPE I		7q31.32		
#239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1; HPMRS1		1p36.11		
#239510	HYPERPROLINEMIA, TYPE II; HYRPRO2		1p36.13		
#240600	GLYCOGEN STORAGE DISEASE 0, LIVER; GSD0A		12p12.1		
#240800	HYPOGLYCEMIA, LEUCINE-INDUCED; LIH		11p15.1		
#241200	BARTTER SYNDROME, TYPE 2, ANTENATAL; BARTS2		11q24.3		
#241410	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRDS		1q42.3		
#241500	HYPOPHOSPHATASIA, INFANTILE	HYPOPHOSPHATASIA, PERINATAL LETHAL, INCLUDED	1p36.12		
#241510	HYPOPHOSPHATASIA, CHILDHOOD		1p36.12		
#241800	PALLISTER-HALL-LIKE SYNDROME; PHLS		7p14.1, 7q32.1		
#243310	BARAITSER-WINTER SYNDROME 1; BRWS1		7p22.1		
#243500	ISOVALERIC ACIDEMIA; IVA		15q15.1		
#244460	KENNY-CAFFEY SYNDROME, TYPE 1; KCS1		1q42.3		
#245150	KEUTEL SYNDROME; KTLS		12p12.3		
#245200	KRABBE DISEASE		14q31.3		
#245349	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY; PDHXD		11p13		
#246450	3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD		1p36.11		
#246900	DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY; DLDD		7q31.1		
#247100	LIPOID PROTEINOSIS OF URBACH AND WIETHE		1q21.2		
#247200	MILLER-DIEKER LISSENCEPHALY SYNDROME; MDLS	CHROMOSOME 17p13.3 DELETION SYNDROME, INCLUDED	17p13.3		
#248250	HYPOMAGNESEMIA 3, RENAL; HOMG3	HYPERCALCIURIA, CHILDHOOD, SELF-LIMITING, INCLUDED	3q28		
#248360	MALONYL-CoA DECARBOXYLASE DEFICIENCY		16q23.3		
#248510	MANNOSIDOSIS, BETA A, LYSOSOMAL; MANSB		4q24		
#248600	MAPLE SYRUP URINE DISEASE; MSUD	MAPLE SYRUP URINE DISEASE, CLASSIC, INCLUDED	1p21.2, 6q14.1, 19q13.2		
#249270	THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME; TRMA		1q24.2		
#249400	MELANOSIS, NEUROCUTANEOUS; NCMS		1p13.2		
#249900	METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY		10q22.1		
#250620	3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD		2q32.2		
#250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG		1q43		
#250950	3-METHYLGLUTACONIC ACIDURIA, TYPE I; MGCA1		9q22.31		
#251100	METHYLMALONIC ACIDURIA, cblA TYPE		4q31.21		
#251200	MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1		8p23.1		
#251280	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 1; DMJDS1		5q31.3		
#251290	PSEUDO-TORCH SYNDROME 1; PTORCH1		5q13.2		
#251300	GALLOWAY-MOWAT SYNDROME 1; GAMOS1		15q25.2		
#251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE); MTDPS3		2p13.1		
#251950	MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDOSIS; MMLA		7q31.1		
#252010	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1		5q11.2		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#252150	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA		6p21.2		
#252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB		5q11.2		
#252900	MUCOPOLYSACCHARIDOSIS, TYPE IIIA; MPS3A		17q25.3		
#252920	MUCOPOLYSACCHARIDOSIS, TYPE IIIB; MPS3B		17q21.2		
#252930	MUCOPOLYSACCHARIDOSIS, TYPE IIIC; MPS3C		8p11.2-p11.1		
#252940	MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D		12q14.3		
#253260	BIOTINIDASE DEFICIENCY		3p25.1		
#253280	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3		1p34.1		
#253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4		9q31.2		
#254900	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE; EPM4		4q21.1		
#255120	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY		11q13.3		
#256000	LEIGH SYNDROME; LS	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY, INCLUDED	5p15.33		
#256040	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1; PRAAS1	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC, INCLUDED	6p21.32		
#256450	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1		11p15.1		
#256550	NEURAMINIDASE DEFICIENCY	SIALIDOSIS, TYPE I, INCLUDED	6p21.33		
#256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1	NEURONAL CEROID LIPOFUSCINOSIS, INFANTILE, INCLUDED; INCL, INCLUDED	1p34.2		
#256731	CEROID LIPOFUSCINOSIS, NEURONAL, 5; CLN5	NEURONAL CEROID LIPOFUSCINOSIS, LATE INFANTILE, FINNISH VARIANT, INCLUDED	13q22.3		
#257300	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1		15q15.1		
#259700	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1		11q13.2		
#259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5		6q21		
#260500	PAPILLOMA OF CHOROID PLEXUS; CPP	CHOROID PLEXUS CARCINOMA, INCLUDED; CPC, INCLUDED	17p13.1		
#260565	PEHO SYNDROME; PEHO		17q12		
#260600	LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3		4q24		
#261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY		5q23.1		
#261600	PHENYLKETONURIA; PKU	HYPERPHENYLALANINEMIA, NON-PKU MILD, INCLUDED	12q23.2		
#261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C		4p15.32		
#261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED	11q23.1		
#261740	GLYCOGEN STORAGE DISEASE OF HEART, LETHAL CONGENITAL		7q36.1		
#263800	GITELMAN SYNDROME; GTLMNS		16q13		
#264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A; VDDR1A		12q14.1		
#266150	PYRUVATE CARBOXYLASE DEFICIENCY		11q13.2		
#266265	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc; CDG2C		11p11.2		
#269000	SC PHOCOMELIA SYNDROME		8p21.1		
#269920	INFANTILE SIALIC ACID STORAGE DISEASE; ISSD		6q13		
#269921	SIALURIA		9p13.3		
#270200	SJOGREN-LARSSON SYNDROME; SLS		17p11.2		
#270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS		11q13.4		
#271245	MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE); MTDPS7		10q24.31		
#271900	CANAVAN DISEASE		17p13.2		
#272300	SULFITE OXIDASE DEFICIENCY, ISOLATED; ISOD		12q13.2		
#272440	FILIPPI SYNDROME; FLPIS		2q14.1		
#272750	GM2-GANGLIOSIDOSIS, AB VARIANT		5q33.1		
#272800	TAY-SACHS DISEASE; TSD	TAY-SACHS DISEASE, JUVENILE, INCLUDED	15q23		
#274000	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME; TAR		1q21.1		
#274270	DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY	5-FLUOROURACIL TOXICITY, INCLUDED	1p21.3		
#276710	TYROSINEMIA, TYPE III; TYRSN3		12q24.31		
#277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC, INCLUDED	1p34.1, 1p34.1		
#277410	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblD TYPE; MAHCD	HOMOCYSTINURIA, cblD TYPE, VARIANT 1, INCLUDED	2q23.2		
#277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A; VDDR2A		12q13.11		
#277470	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A; PCH2A		17q25.1		
#277590	WEAVER SYNDROME; WVS		7q36.1		
#280000	COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME		17p11.2		
#605751	SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2		16p11.2		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#606054	PROPIONIC ACIDEMIA		3q22.3, 13q32.3		
#606056	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb; CDG2B		2p13.1		
#606693	KUFOR-RAKEB SYNDROME; KRS		1p36.13		
#606762	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6; HHF6		10q23.2		
#606854	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP		16q21		
#607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 1; SCAN1		14q32.11		
#607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED	1p36.22, 9q34.13, 16p13.3		
#607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2		3p26.2		
#607426	COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1		4q21.23		
#607432	LISSENCEPHALY 1; LIS1	SUBCORTICAL LAMINAR HETEROTOPIA, INCLUDED; SCLH, INCLUDED	17p13.3		
#607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED	15q26.1		
#607483	THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE); THMD2		2q36.3		
#607624	GRISCELLI SYNDROME, TYPE 2; GS2		15q21.3		
#607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		14q24.3		
#607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 8, INCLUDED; EJM8, INCLUDED	3q27.1		
#607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1		6p12.2		
#607681	FEBRILE SEIZURES, FAMILIAL, 8; FEB8	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2, INCLUDED; ECA2, INCLUDED	5q34		
#607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6, INCLUDED; EJM6, INCLUDED	2q23.3		
#607694	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7		10q22.3		
#607745	SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3		2q24.3		
#607822	ALZHEIMER DISEASE 3; AD	ALZHEIMER DISEASE, FAMILIAL, 3, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES, INCLUDED	14q24.2, 19q13.32		
#607855	MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO PARTIAL LAMA2 DEFICIENCY, INCLUDED	6q22.33		
#607872	CHROMOSOME 1p36 DELETION SYNDROME		1p36		
#607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2		2q11.2		
#607906	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii; CDG1I		9q22.33		
#608013	GAUCHER DISEASE, PERINATAL LETHAL		1q22		
#608027	PONTOCEREBELLAR HYPOPLASIA, TYPE 3; PCH3		7q21.11		
#608033	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3; IIAE3		2q13		
#608093	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ij; CDG1J		11q23.3		
#608105	EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC		16p13.3		
#608149	KAGAMI-OGATA SYNDROME		14q32	14:89300000-107043718	
#608611	RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY; RPIAD		2p11.2		
#608636	CHROMOSOME 15q11-q13 DUPLICATION SYNDROME	AUTISM, SUSCEPTIBILITY TO, 4, INCLUDED; AUTS4, INCLUDED	15q11	15:19000000-25500000	
#608688	AICA-RIBOSURIA DUE TO ATIC DEFICIENCY		2q35		
#608716	MICROCEPHALY 5, PRIMARY, AUTOSOMAL RECESSIVE; MCPH5		1q31.3		
#608779	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIe; CDG2E		16p12.2		
#608782	PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY; PDHPD		8q22.1		
#608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2		1q42.13		
#608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL		1p32.3		
#608885	STOMATIN-DEFICIENT CRYOHYDROCYTOSIS WITH NEUROLOGIC DEFECTS; SDCHCN		1p34.2		
#611523	PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6		6q15		
#611603	LISSENCEPHALY 3; LIS3		12q13.12		
#611719	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5; COXPD5		3q23		
#611721	COMBINED SAPOSIN DEFICIENCY		10q22.1		
#611726	EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS; EPM3		7q11.21		
#611816	TEMPLE-BARAITSER SYNDROME; TMBTS		1q32.2		
#611890	CONGENITAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE; CAAHD		9q34.11		
#611938	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2; CPVT2		1p13.1		
#612015	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In; CDG1N		3p21.1		
#612016	COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4		1q42.13		
#612073	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5		13q14.2		
#612075	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY); MTDPS8A	MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE), INCLUDED; MTDPS8B, INCLUDED	8q22.3		
#612126	GLUT1 DEFICIENCY SYNDROME 2; GLUT1DS2		1p34.2		
#612199	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1; CRMCC1		17p13.1		
#612233	LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4		2q33.1		
#612285	JOUBERT SYNDROME 9; JBTS9	JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	4p15.32		
#612304	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE; THPH4		2q14.3		
#612313	GLASS SYNDROME; GLASS		2q33.1		
#612319	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE; SPG35		16q23.1		
#612337	MENTAL RETARDATION, AUTOSOMAL DOMINANT 22; MRD22	CHROMOSOME 1q43-q44 DELETION SYNDROME, INCLUDED	1q44		
#612389	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B		3p25.2		
#612437	EPILEPSY, PROGRESSIVE MYOCLONIC, 1B; EPM1B		12q12		
#612475	CHROMOSOME 1q21.1 DUPLICATION SYNDROME		1q21.1	1:143200000-147500000	
#612530	CHROMOSOME 1q41-q42 DELETION SYNDROME		1q41-q42	1:214400000-236400000	
#612582	CHROMOSOME 6pter-p24 DELETION SYNDROME		6pter-p24		
#612656	EPISODIC ATAXIA, TYPE 6; EA6		5p13.2		
#612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY		2p13.2		
#612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES		1q23.2		
#612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50		7q22.1		
#612938	GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM; GDFD		16q12.2		
#612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY		6q27		
#613001	ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS; ECCL		8p11.23		
#613002	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 2; IIAE2		4q35.1		
#613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10; EIG10	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 5, SUSCEPTIBILITY TO, INCLUDED; GEFS5, INCLUDED	1p36.33		
#613068	NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY		11q13.4		
#613150	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2; MDDGA2		14q24.3		
#613163	GABA-TRANSAMINASE DEFICIENCY		16p13.2		
#613174	CHROMOSOME 5p13 DUPLICATION SYNDROME		5p13	5:28900000-42500000	
#613192	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13; MRT13		8q24.3		
#613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE; SPG44		1q42.13		
#613254	TUBEROUS SCLEROSIS 2; TSC2	TSC2 ANGIOMYOLIPOMAS, RENAL, MODIFIER OF, INCLUDED	12q15, 16p13.3		
#613406	WITTEVEEN-KOLK SYNDROME; WITKOS	CHROMOSOME 15q24 DELETION SYNDROME, INCLUDED	15q24.2		
#613454	RETT SYNDROME, CONGENITAL VARIANT		14q12		
#613457	CHROMOSOME 14q11-q22 DELETION SYNDROME		14q11-q22	14:17200000-57600000	
#613477	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 5; DEE5		9q34.11		
#613489	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj; CDG2J		16q22.1		
#609180	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If; CDG1F		17p13.1		
#609286	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 3; PEOA3		10q24.31		
#609304	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 3; DEE3		11p15.5		
#609446	PAROXYSMAL NONKINESIGENIC DYSKINESIA, 3, WITH OR WITHOUT GENERALIZED EPILEPSY; PNKD3		10q22.3		
#609625	CHROMOSOME 10q26 DELETION SYNDROME		10q26	10:117300000-133797422	
#609634	MIGRAINE, FAMILIAL HEMIPLEGIC, 3; FHM3		2q24.3		
#609757	WILLIAMS-BEUREN REGION DUPLICATION SYNDROME	WBS TRIPLICATION SYNDROME, INCLUDED	7q11.23	7:72700000-77900000	
#609924	AMINOACYLASE 1 DEFICIENCY; ACY1D		3p21.2		
#609975	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 4; HHF4		4q25		
#610003	CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT		8p23.3		
#610006	2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY		10q26.13		
#610015	GLUTAMINE DEFICIENCY, CONGENITAL		1q25.3		
#610021	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 7; HHF7		1p13.2		
#610031	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7; CDCBM7		6p25.2		
#610042	PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1		7q35-q36		
#610125	MICROPHTHALMIA, SYNDROMIC 5; MCOPS5	RETINAL DYSTROPHY, EARLY-ONSET, WITH OR WITHOUT PITUITARY DYSFUNCTION, INCLUDED	14q22.3		
#610131	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4; PEOA4		17q23.3		
#610204	PONTOCEREBELLAR HYPOPLASIA, TYPE 5; PCH5		17q25.1		
#610253	KLEEFSTRA SYNDROME 1; KLEFS1		9q34.3		
#610293	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1		1q23.2		
#610442	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, GENEVIEVE TYPE; SEMDG		9q22.33		
#610443	KOOLEN-DE VRIES SYNDROME; KDVS		17q21.31		
#610505	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3; COXPD3		12q14.1		
#610532	LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5		7p15.3		
#610536	MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA		17q21.31		
#610628	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA; HH4		3p13		
#610738	NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3		1q21.3		
#610768	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im; CDG1M		9q34.11		
#610828	HOLOPROSENCEPHALY 7; HPE7		9q22.32		
#610829	HOLOPROSENCEPHALY 9; HPE9		2q14.2		
#610883	POTOCKI-LUPSKI SYNDROME; PTLS		17p11.2	17:16100000-22700000	
#610951	CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7		4q28.2		
#610992	PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY; PSATD		9q21.2		
#611087	POLYHYDRAMNIOS, MEGALENCEPHALY, AND SYMPTOMATIC EPILEPSY; PMSE		17q23.3		
#611091	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5; MRT5		5p15.31		
