Approved symbol,class,chr,classic_caf,max_af,exon_score
EHBP1L1,noDisorder_0homko,11,0.00017486,0.000027361,0.358836395450569
EHD1,noDisorder_0homko,11,0.000091808,0.000059652,0.903302180685358
EHD2,noDisorder_0homko,19,0.000020266,0.0000041344,0.823039215686274
EHD3,noDisorder_0homko,2,0.000083692,0.00003188,0.906529850746269
EHD4,noDisorder_0homko,15,0.00022612,0.00010233,0.886531365313653
EHF,noDisorder_0homko,11,0.000031999,0.000007977,0.926467331118494
EHHADH,PMT_noBrain_1homko,3,0.0010107,0.00034649,0.684944751381215
EHMT1,training_validation_brain_disease,9,0.000016513,0.000004548,0.810803181934822
EHMT2,noDisorder_0homko,6,0.00016431,0.000032483,0.800220203688412
EI24,noDisorder_0homko,11,0.000040148,0.0000080268,0.933528836754643
EID1,noDisorder_0homko,15,0,0,0.752482269503546
EID2,noDisorder_0homko,19,0,0,0.244303797468354
EID2B,noDisorder_0homko,19,,,0.0981481481481482
EID3,noDisorder_0homko,12,0,0,0.500898203592814
EIF1,training_validation_dispensable,17,0,0,0.983918128654971
EIF1AD,noDisorder_0homko,11,0.000035817,0.0000079631,0.896987951807229
EIF1AX,noDisorder_0homko,X,0,0,0.975632183908046
EIF1AY,noDisorder_0homko,Y,0,0,0.997701149425287
EIF1B,noDisorder_0homko,3,0.0000039869,0.0000039869,0.974269005847953
EIF2A,noDisorder_0homko,3,0.00024825,0.000048148,0.8806598407281
EIF2AK1,PMT_noBrain_0homko,7,0.0001926,0.000039775,0.666138404648706
EIF2AK2,training_validation_brain_disease,2,0.000057485,0.000016343,0.344685990338164
EIF2AK3,training_validation_brain_disease,2,0.00013159,0.000011958,0.799403163234855
EIF2AK4,confirmed_noBrain_0homko,15,0.00073319,0.000092217,0.879535353535353
EIF2B1,training_validation_brain_disease,12,0.00029834,0.00012725,0.874945533769063
EIF2B2,training_validation_brain_disease,14,0.00024682,0.00004774,0.909185606060606
EIF2B3,training_validation_brain_disease,1,0.000031823,0.0000079528,0.9439293598234
EIF2B4,training_validation_brain_disease,2,0.000067601,0.00001193,0.828435114503817
EIF2B5,training_validation_brain_disease,3,0.000067605,0.0000079539,0.862373037857802
EIF2D,noDisorder_0homko,1,0.00023606,0.000028204,0.8002849002849
EIF2S1,noDisorder_0homko,14,0.0000040331,0.0000040331,0.971308016877637
EIF2S2,noDisorder_0homko,20,0.000016253,0.0000042814,0.983433133732535
EIF2S3,training_validation_brain_disease,X,0.00011983,0.000091419,0.964975334742777
EIF2S3B,noDisorder_0homko,12,0.0000039765,0.0000039765,0.980761099365751
EIF3A,noDisorder_0homko,10,0.000031823,0.000007953,0.857893468305616
EIF3B,noDisorder_0homko,7,0.0000048926,0.0000048926,0.76961145194274
EIF3C,training_validation_dispensable,16,0.00027719,0.00021684,0.929029905178702
EIF3CL,training_validation_dispensable,16,0.0000089383,0.0000089383,0.939125683060109
EIF3D,noDisorder_0homko,22,0.000023931,0.000008002,0.917547055251973
EIF3E,noDisorder_0homko,8,0.000070754,0.000012297,0.970104633781764
EIF3F,training_validation_brain_disease,11,0.0000039762,0.0000039762,0.755027932960894
EIF3G,noDisorder_0homko,19,0.0000042466,0.0000042466,0.894392523364486
EIF3H,noDisorder_0homko,8,0.000039813,0.0000039868,0.935882908404155
EIF3I,noDisorder_0homko,1,0.000036495,0.0000079531,0.935071574642127
EIF3J,noDisorder_0homko,15,0.000013882,0.0000098849,0.979407979407979
EIF3K,noDisorder_0homko,19,0.0002666,0.000087483,0.938203957382039
EIF3L,noDisorder_0homko,22,0.000072182,0.000028235,0.926253687315634
EIF3M,noDisorder_0homko,11,0.000043878,0.0000040058,0.971111111111111
EIF4A1,noDisorder_0homko,17,0.000004253,0.000004253,0.9002457002457
EIF4A2,noDisorder_0homko,3,0.000019908,0.0000039842,0.986192810457516
EIF4A3,training_validation_brain_disease,17,0,0,0.893770226537217
EIF4B,noDisorder_0homko,12,0.000016147,0.0000040529,0.922167755991285
EIF4E,PMT_noBrain_0homko,4,0.0000039795,0.0000039795,0.989449541284404
EIF4E1B,noDisorder_0homko,5,0.000084876,0.000037319,0.620301783264746
EIF4E2,noDisorder_0homko,2,0.000011964,0.0000040023,0.960840108401084
EIF4E3,noDisorder_0homko,3,0.00012136,0.000083603,0.800888888888889
EIF4EBP1,noDisorder_0homko,8,0.00002796,0.000023975,0.722408963585434
EIF4EBP2,noDisorder_0homko,10,0.000003981,0.000003981,0.963911845730027
EIF4EBP3,training_validation_dispensable,5,0.0006431,0.00028143,0.931353135313531
EIF4ENIF1,noDisorder_0homko,22,0.000037021,0.000013133,0.93130493576741
EIF4G1,PMT_Brain_0homko,3,0.000060307,0.000027883,0.840625
EIF4G2,noDisorder_0homko,11,0.000012028,0.0000080502,0.991152716593245
EIF4G3,noDisorder_0homko,1,0.000064112,0.00004799,0.938514548238897
EIF4H,noDisorder_0homko,7,0.000059661,0.000043745,0.959973226238287
EIF5,noDisorder_0homko,14,0.000033104,0.0000085838,0.977700617283951
EIF5A,noDisorder_0homko,17,0.0000079696,0.0000039934,0.967956989247312
EIF5A2,noDisorder_0homko,3,0.00004402,0.0000040647,0.971212121212121
EIF5AL1,noDisorder_0homko,10,0,0,0.889032258064516
EIF5B,noDisorder_0homko,2,0.00016051,0.000036283,0.916325416325416
EIF6,noDisorder_0homko,20,0.000024105,0.0000079536,0.94390243902439
EIPR1,noDisorder_0homko,2,0.00004779,0.000015922,0.931099656357388
ELAC1,noDisorder_0homko,18,0.000048506,0.000012546,0.79478021978022
ELAC2,training_validation_brain_disease,17,0.0012119,0.00069595,0.704514308746473
ELANE,confirmed_noBrain_0homko,19,0.00008696,0.000031924,0.217412935323383
ELAPOR1,training_validation_dispensable,1,0.00040095,0.000035825,0.731919789612097
ELAPOR2,noDisorder_0homko,7,0.00015077,0.000027957,0.89621359223301
ELAVL1,noDisorder_0homko,19,0,0,0.942507645259939
ELAVL2,noDisorder_0homko,9,0.000003979,0.000003979,0.985740740740741
ELAVL3,noDisorder_0homko,19,0.000012231,0.0000042724,0.927173913043478
ELAVL4,noDisorder_0homko,1,0.0000080395,0.0000040407,0.979473206176203
ELF1,noDisorder_0homko,13,0.000072606,0.0000081641,0.893817204301075
ELF2,noDisorder_0homko,4,0.000024264,0.0000079587,0.911784511784512
ELF3,noDisorder_0homko,1,0.000015942,0.0000040019,0.725268817204301
ELF4,noDisorder_0homko,X,0.000038564,0.0000109,0.711947791164659
ELF5,noDisorder_0homko,11,0.00015948,0.000047822,0.900520833333333
ELFN1,noDisorder_0homko,7,0,0,0.845315641334942
ELFN2,noDisorder_0homko,22,0.000032077,0.0000080076,0.88371904181892
ELK1,noDisorder_0homko,X,0,0,0.674358974358974
ELK3,noDisorder_0homko,12,0.000064505,0.000024122,0.900326797385621
ELK4,noDisorder_0homko,1,0.000056246,0.0000079536,0.766743827160494
ELL,noDisorder_0homko,19,0.00002042,0.0000042128,0.738585209003215
ELL2,noDisorder_0homko,5,0.000020423,0.0000042184,0.892615704628185
ELL3,noDisorder_0homko,15,0.00037533,0.000079531,0.707118927973199
ELMO1,noDisorder_0homko,7,0.00005697,0.0000091413,0.939560439560439
ELMO2,training_validation_brain_disease,20,0.00010381,0.000019887,0.933980582524272
ELMO3,training_validation_dispensable,16,0.0060849,0.0047668,0.829079981507166
ELMOD1,noDisorder_0homko,11,0.000016856,0.0000082448,0.94955223880597
ELMOD2,noDisorder_0homko,4,0.00013148,0.000041391,0.882312925170068
ELMOD3,PMT_noBrain_0homko,2,0.00044247,0.000095573,0.735165794066318
ELN,confirmed_noBrain_0homko,7,0.00033075,0.000095462,0.566528735632184
ELOA,noDisorder_0homko,1,0.000056213,0.000052228,0.720859407592824
ELOA2,noDisorder_0homko,18,,,0.107780725022104
ELOB,noDisorder_0homko,16,0.0000079563,0.0000039781,0.814565826330532
ELOC,noDisorder_0homko,8,0.0000080028,0.0000080028,0.987610619469026
ELOF1,noDisorder_0homko,19,0.000015951,0.000011963,0.924206349206349
ELOVL1,training_validation_brain_disease,1,0.000011934,0.0000039784,0.89702380952381
ELOVL2,noDisorder_0homko,6,0.0002849,0.000051699,0.841414141414141
ELOVL3,noDisorder_0homko,10,0.000027907,0.000011995,0.546125461254613
ELOVL4,training_validation_brain_disease,6,0.000047821,0.000011939,0.924126984126984
ELOVL5,training_validation_brain_disease,6,0.000015987,0.0000040448,0.903333333333333
ELOVL6,noDisorder_0homko,4,0.000011941,0.0000039827,0.955012531328321
ELOVL7,noDisorder_0homko,5,0.00030304,0.00019095,0.875059101654846
ELP1,training_validation_brain_disease,9,0.00049763,0.000051723,0.827931982995749
ELP2,training_validation_brain_disease,18,0.00049458,0.000059668,0.838935912938331
ELP3,noDisorder_0homko,8,0.00034777,0.000020288,0.91478102189781
ELP4,PMT_noBrain_0homko,11,0.000091123,0.000016104,0.801725490196078
ELP5,noDisorder_0homko,17,0.00029136,0.00010339,0.558149316508938
ELP6,noDisorder_0homko,3,0.00030119,0.000076149,0.764294631710362
ELSPBP1,noDisorder_0homko,19,0.00035457,0.00014738,0.417708333333333
EMB,noDisorder_0homko,5,0.00018102,0.000027891,0.461585365853659
EMC1,training_validation_brain_disease,1,0.00066104,0.00013123,0.871361502347418
EMC2,noDisorder_0homko,8,0.000085582,0.000020308,0.987472035794183
EMC3,noDisorder_0homko,3,0.000038287,0.0000094073,0.928625954198473
EMC4,noDisorder_0homko,15,0.000063629,0.000035789,0.951992753623188
EMC6,noDisorder_0homko,17,0.000015961,0.0000079607,0.906306306306306
EMC7,noDisorder_0homko,15,0.000011951,0.0000039923,0.866255144032922
EMC8,noDisorder_0homko,16,0.000004059,0.000004059,0.920379146919431
EMC9,training_validation_dispensable,14,0.00049861,0.00018689,0.919298245614035
EMC10,noDisorder_0homko,19,0.00028254,0.000092664,0.467934093789607
EMCN,noDisorder_0homko,4,0.00027211,0.00019133,0.334351145038168
EMD,training_validation_brain_disease,X,0,0,0.450326797385621
EME1,noDisorder_0homko,17,0.0005738,0.00035339,0.490134267367192
EME2,noDisorder_0homko,16,0.00062575,0.00020008,0.178157894736842
EMG1,training_validation_brain_disease,12,0.000088908,0.000012065,0.851428571428571
EMID1,noDisorder_0homko,22,0.00013328,0.000023951,0.59542042042042
EMILIN1,noDisorder_0homko,2,0.00026157,0.00012389,0.439954113405441
EMILIN2,noDisorder_0homko,18,0.00062061,0.00010833,0.532827324478178
EMILIN3,noDisorder_0homko,20,0.00022281,0.000024251,0.664406779661017
EML1,training_validation_brain_disease,14,0.00012106,0.000081138,0.866217320261438
EML2,noDisorder_0homko,19,0.00032026,0.00006011,0.844871794871795
EML3,noDisorder_0homko,11,0.00019881,0.000038025,0.746636937941286
EML4,noDisorder_0homko,2,0.00010913,0.0000081231,0.900067888662593
EML5,noDisorder_0homko,14,0.00041068,0.00012048,0.945500505561173
EML6,noDisorder_0homko,2,0,0,0.88306959332993
EMP1,noDisorder_0homko,12,0.000027855,0.0000079589,0.679957805907173
EMP2,confirmed_noBrain_0homko,16,0.000091992,0.000023913,0.769642857142857
EMP3,noDisorder_0homko,19,0.00027541,0.00017131,0.770528455284553
EMSY,noDisorder_0homko,11,0.00002475,0.0000045524,0.976165280927186
EMX1,noDisorder_0homko,2,0,0,0.804352806414662
EMX2,confirmed_noBrain_0homko,10,0.000009261,0.0000048547,0.978129117259552
EN1,noDisorder_0homko,2,0,0,0.72832909245123
EN2,noDisorder_0homko,7,0.0000040988,0.0000040988,0.694011976047904
ENAH,noDisorder_0homko,1,0.000044636,0.0000080567,0.892736486486487
ENAM,confirmed_noBrain_0homko,4,0.00075445,0.00029227,0.44135316418781
ENC1,noDisorder_0homko,5,0.000039776,0.0000039794,0.903954802259887
ENDOD1,noDisorder_0homko,11,0.0002482,0.000076129,0.586693280106454
ENDOG,noDisorder_0homko,9,0.000050416,0.0000085365,0.776733780760626
ENDOU,noDisorder_0homko,12,0.0021011,0.0014709,0.684509326845093
ENDOV,noDisorder_0homko,17,0.002142,0.0012377,0.697290930506478
ENG,training_validation_brain_disease,9,0.000016819,0.0000046721,0.532726353060192
ENGASE,noDisorder_0homko,17,0.00147,0.00020041,0.561066308243728
ENHO,noDisorder_0homko,9,0.000048146,0.000044132,0.964502164502165
ENKD1,training_validation_dispensable,16,0.00050124,0.00011154,0.725648414985591
ENKUR,noDisorder_0homko,10,0.00024638,0.00013287,0.789364461738003
ENO1,confirmed_noBrain_0homko,1,0.00018704,0.000039789,0.893486590038314
ENO2,noDisorder_0homko,12,0.000059782,0.000035853,0.897931034482759
ENO3,PMT_noBrain_0homko,17,0.00089002,0.00015112,0.831724137931034
ENO4,training_validation_dispensable,10,0,0,0.661075612353568
ENOPH1,noDisorder_0homko,4,0.000079836,0.000027857,0.862213740458015
ENOSF1,training_validation_dispensable,18,0.0012503,0.00054972,0.857582582582583
ENOX1,noDisorder_0homko,13,0.00011255,0.000015907,0.922774327122153
ENOX2,noDisorder_0homko,X,0.00018868,0.000076392,0.939461626575029
ENPEP,training_validation_dispensable,4,0.0086618,0.0072973,0.673938761308281
ENPP1,confirmed_noBrain_0homko,6,0.00047408,0.00020286,0.744888408927286
ENPP2,noDisorder_0homko,8,0.00012056,0.000023875,0.904976851851852
ENPP3,training_validation_dispensable,6,0.0026992,0.0010542,0.693417047184171
ENPP4,noDisorder_0homko,6,0.000087905,0.000027968,0.722466960352423
ENPP5,noDisorder_0homko,6,0.00031342,0.00010039,0.692468619246862
ENPP6,noDisorder_0homko,4,0.00014338,0.000019887,0.779667422524565
ENPP7,training_validation_dispensable,17,0.017344,0.016919,0.609513435003631
ENSA,noDisorder_0homko,1,0.000020119,0.0000041467,0.959562841530055
ENTHD1,training_validation_dispensable,22,0.0049343,0.0046883,0.455756578947368
ENTPD1,training_validation_brain_disease,10,0.000039823,0.0000079537,0.576647097195042
ENTPD2,training_validation_dispensable,9,0.00029006,0.000043979,0.447379032258065
ENTPD3,noDisorder_0homko,3,0.00070943,0.000095743,0.683333333333333
ENTPD4,noDisorder_0homko,8,0.00080415,0.00033185,0.850135062128579
ENTPD5,noDisorder_0homko,14,0.00046254,0.00015139,0.907148407148407
ENTPD6,noDisorder_0homko,20,0.00022514,0.000020064,0.690446735395189
ENTPD7,training_validation_dispensable,10,0.0011494,0.00067533,0.807988980716253
ENTPD8,noDisorder_0homko,9,0.00093192,0.00062603,0.374663978494624
ENTR1,noDisorder_0homko,9,0.00050481,0.00019053,0.608868501529052
ENY2,noDisorder_0homko,8,0.0000040366,0.0000040366,0.998366013071895
EOGT,training_validation_brain_disease,3,0.002584,0.0022987,0.839267676767677
EOLA1,noDisorder_0homko,X,0,0,0.611111111111111
EOLA2,noDisorder_0homko,X,0.00018198,0.000082121,0.628721174004193
EOMES,noDisorder_0homko,3,0.00019488,0.0001511,0.847025495750708
EP300,training_validation_brain_disease,22,0.000043793,0.000011944,0.878371290545203
EP400,noDisorder_0homko,12,0.00061379,0.00025211,0.761139564660691
EPAS1,confirmed_noBrain_1homko,2,0.000064796,0.0000090728,0.805893608878684
EPB41,confirmed_noBrain_0homko,1,0.00021105,0.000027866,0.851483622350674
EPB41L1,PMT_Brain_0homko,20,0.000068186,0.000015959,0.897581254724112
EPB41L2,noDisorder_0homko,6,0.00015241,0.000055768,0.820410868124586
EPB41L3,noDisorder_0homko,18,0.00025642,0.000055854,0.831985294117647
EPB41L4A,noDisorder_0homko,5,0.00070672,0.00020437,0.928044638524988
EPB41L4B,noDisorder_0homko,9,0.000032131,0.0000040337,0.857417684054754
EPB41L5,noDisorder_0homko,2,0.00014862,0.000015914,0.778474114441417
EPB42,confirmed_noBrain_0homko,15,0.00023494,0.000027998,0.559393063583815
EPC1,noDisorder_0homko,10,0.00002806,0.0000041684,0.982555282555282
EPC2,noDisorder_0homko,2,0.000024322,0.0000081042,0.985684818481848
EPCAM,confirmed_noBrain_0homko,2,0.0001683,0.000055729,0.635978835978836
EPDR1,noDisorder_0homko,7,0.000028776,0.0000079582,0.788296296296296
EPG5,training_validation_brain_disease,18,0.00045685,0.00002405,0.820413436692506
EPGN,noDisorder_0homko,4,0.00014499,0.000043928,0.754838709677419
EPHA1,training_validation_dispensable,7,0.00076712,0.00015543,0.709689525759127
EPHA2,confirmed_noBrain_0homko,1,0.00021256,0.000028061,0.731013306038895
EPHA3,noDisorder_0homko,3,0.00012877,0.000016177,0.915921409214092
EPHA4,noDisorder_0homko,2,0.000072215,0.00003977,0.936541708882134
EPHA5,noDisorder_0homko,4,0.000093896,0.000011979,0.921206161914127
EPHA6,noDisorder_0homko,3,0.00008295,0.000012051,0.908281756557619
EPHA7,noDisorder_0homko,6,0.000028002,0.0000079573,0.970537203870537
EPHA8,noDisorder_0homko,1,0.00034707,0.000092302,0.799204771371769
EPHA10,training_validation_dispensable,1,0.00089096,0.00012093,0.746911133135117
EPHB1,noDisorder_0homko,3,0.0003193,0.00028305,0.909001692047377
EPHB2,PMT_noBrain_0homko,1,0.000079679,0.000051808,0.874096588990206
EPHB3,noDisorder_0homko,3,0.00005317,0.0000048795,0.865098431765098
EPHB4,confirmed_noBrain_0homko,7,0.000097041,0.000028292,0.766801619433198
EPHB6,noDisorder_0homko,7,0.00017254,0.000015917,0.742489410231346
EPHX1,PMT_noBrain_0homko,1,0.00021891,0.000027854,0.72624269005848
EPHX2,PMT_noBrain_0homko,8,0.00069472,0.00013919,0.635551558752998
EPHX3,noDisorder_0homko,19,0.00026574,0.000031861,0.679778393351801
EPHX4,noDisorder_0homko,1,0.00011815,0.000024531,0.94949494949495
EPM2A,training_validation_brain_disease,6,0.00014451,0.000076649,0.835843373493976
EPM2AIP1,noDisorder_0homko,3,0,0,0.513267543859649
EPN1,noDisorder_0homko,19,0.000051939,0.000021949,0.665453495089544
EPN2,noDisorder_0homko,17,0.000089552,0.000031984,0.798026998961578
EPN3,training_validation_dispensable,17,0.0034221,0.002198,0.679041600842549
EPO,confirmed_noBrain_0homko,7,0.00003629,0.000019885,0.686769759450172
EPOP,noDisorder_0homko,17,,,0.478157894736842
EPOR,PMT_Brain_0homko,19,0.00014795,0.000034616,0.596267190569745
EPPIN,noDisorder_0homko,20,0.00025508,0.00015134,0.318159203980099
EPPK1,training_validation_dispensable,8,,,0.22026593305823
EPRS1,training_validation_brain_disease,1,0.00034123,0.000041914,0.841749283983256
EPS8,PMT_noBrain_0homko,12,0.000083777,0.0000079768,0.868246253543945
EPS8L1,noDisorder_0homko,19,0.00034224,0.000057659,0.556767955801105
EPS8L2,confirmed_noBrain_0homko,11,0.00045976,0.00016509,0.666666666666667
EPS8L3,PMT_noBrain_0homko,1,0.00065157,0.00039786,0.470482603815937
EPS15,noDisorder_0homko,1,0.00012052,0.000012,0.916610925306578
EPS15L1,noDisorder_0homko,19,0.000059922,0.0000079538,0.875667764361507
EPSTI1,training_validation_dispensable,13,0.0020824,0.0012868,0.581385281385281
EPX,PMT_noBrain_1homko,17,0.013283,0.0086291,0.49427374301676
EPYC,training_validation_dispensable,12,0.001298,0.00091871,0.855727554179567
EQTN,noDisorder_0homko,9,0.00029245,0.00021461,0.319322033898305
ERAL1,confirmed_noBrain_0homko,17,0.00023918,0.000095449,0.646879756468798
ERAP1,training_validation_dispensable,5,0.0048746,0.002196,0.722611464968153
ERAP2,training_validation_dispensable,5,0.0018361,0.00074456,0.507700312174818
ERAS,noDisorder_0homko,X,0,0,0.333190883190883
ERBB2,confirmed_noBrain_0homko,17,0.00013779,0.000011931,0.748991507430998
ERBB3,PMT_Brain_0homko,12,0.00051048,0.00004374,0.7265078183172
ERBB4,training_validation_brain_disease,2,0.000075626,0.0000079644,0.929539088362618
ERBIN,noDisorder_0homko,5,0.00010313,0.0000089046,0.919391365888181
ERC1,noDisorder_0homko,12,0.00022409,0.000023906,0.912264995523724
ERC2,noDisorder_0homko,3,0.000080434,0.000012034,0.956193458594294
ERCC1,training_validation_brain_disease,19,0.000095634,0.000019889,0.745413870246085
ERCC2,training_validation_brain_disease,19,0.00066368,0.000075776,0.906263688129654
ERCC3,training_validation_brain_disease,2,0.00117,0.0005335,0.897956577266922
ERCC4,training_validation_brain_disease,16,0.00037528,0.00003183,0.803235187204653
ERCC5,training_validation_brain_disease,13,0.00019933,0.000035788,0.543639427127211
ERCC6,training_validation_brain_disease,10,0.00086858,0.00014348,0.667425256581883
ERCC6L,noDisorder_0homko,X,0.00013124,0.00005463,0.627977617905675
ERCC6L2,training_validation_brain_disease,9,0.00074913,0.00045443,0.630195572748764
ERCC8,training_validation_brain_disease,5,0.00029531,0.000075549,0.947942905121746
EREG,noDisorder_0homko,4,0.000080103,0.000031838,0.645098039215686
ERF,training_validation_brain_disease,19,0.000016593,0.0000042367,0.6605343047966
ERFE,noDisorder_0homko,2,0,0,0.346009389671361
ERFL,noDisorder_0homko,19,,,0.644882629107981
ERG,noDisorder_0homko,21,0.000032044,0.000024056,0.933402777777778
ERG28,noDisorder_0homko,14,0.000019885,0.000011931,0.910401891252955
ERGIC1,PMT_noBrain_0homko,5,0.000095542,0.000047741,0.924627720504009
ERGIC2,noDisorder_0homko,12,0.000070142,0.000016069,0.96657848324515
ERGIC3,noDisorder_0homko,20,0.0001286,0.000035793,0.937413194444444
ERH,noDisorder_0homko,14,0,0,0.968888888888889
ERI1,noDisorder_0homko,8,0.00013443,0.000023878,0.834
ERI2,training_validation_dispensable,16,0.00028853,0.000055705,0.611368015414258
ERI3,noDisorder_0homko,1,0.000023891,0.0000039954,0.992307692307692
ERICH1,noDisorder_0homko,8,0.00029961,0.000020418,0.308258258258258
ERICH2,noDisorder_0homko,2,0,0,0.640764331210191
ERICH3,noDisorder_0homko,1,0.0008511,0.000075666,0.287480949270629
ERICH4,noDisorder_0homko,19,0,0,0.504834605597964
ERICH5,noDisorder_0homko,8,0.000040377,0.000015936,0.162133333333333
ERICH6,training_validation_dispensable,3,0.0021209,0.00087164,0.41355421686747
ERICH6B,noDisorder_0homko,13,0,0,0.165471066475371
ERLEC1,noDisorder_0homko,2,0.0001378,0.0000083595,0.932920110192837
ERLIN1,training_validation_brain_disease,10,0.000068444,0.0000079866,0.931041069723018
ERLIN2,training_validation_brain_disease,8,0.000063678,0.000011931,0.843137254901961
ERMAP,PMT_noBrain_0homko,1,0.00031185,0.000084214,0.374509803921569
ERMARD,PMT_Brain_0homko,6,0.0015283,0.00072402,0.507216494845361
ERMN,noDisorder_0homko,2,0.000040372,0.000008029,0.457076023391813
ERMP1,noDisorder_0homko,9,0.00050264,0.00012724,0.837090239410681
ERN1,noDisorder_0homko,17,0.000050427,0.0000084584,0.877368779822768
ERN2,training_validation_dispensable,16,0.0011777,0.00022561,0.688061848256023
ERO1A,noDisorder_0homko,14,0.00006054,0.000016333,0.845842217484008
ERO1B,noDisorder_0homko,1,0.00026777,0.000027925,0.904843304843305
ERP27,noDisorder_0homko,12,0.00043411,0.00017141,0.531508515815085
ERP29,noDisorder_0homko,12,0.00010493,0.000059656,0.812468193384224
ERP44,noDisorder_0homko,9,0.000016144,0.000004131,0.981490581490581
ERRFI1,noDisorder_0homko,1,0.000075614,0.000035815,0.644780417566595
ERV3-1,noDisorder_0homko,7,,,0.543140495867769
ERVFRD-1,noDisorder_0homko,6,0.000059869,0.000015911,0.611069882498454
ERVMER34-1,noDisorder_0homko,4,,,0.0530141843971631
ERVV-1,noDisorder_0homko,19,,,0.0825662482566248
ERVV-2,noDisorder_0homko,19,,,0.151679104477612
ERVW-1,noDisorder_0homko,7,,,0.44025974025974
ESAM,noDisorder_0homko,11,0.000068703,0.000023902,0.536572890025575
ESCO1,noDisorder_0homko,18,0.0000080926,0.0000040985,0.767499009116132
ESCO2,training_validation_brain_disease,8,0.000071981,0.000011961,0.587873754152824
ESD,training_validation_dispensable,13,0.00037932,0.00013158,0.951236749116608
ESF1,noDisorder_0homko,20,0.00021284,0.000020931,0.742057902973396
ESM1,noDisorder_0homko,5,0.000023917,0.0000039953,0.809009009009009
ESPL1,noDisorder_0homko,12,0.00070978,0.00036592,0.581030960238881
ESPN,confirmed_noBrain_0homko,1,0.00022636,0.000069083,0.705068226120858
ESPNL,noDisorder_0homko,2,0.00037892,0.00010105,0.456958250497018
ESR1,confirmed_noBrain_0homko,6,0.0000079557,0.0000079557,0.862807606263982
ESR2,PMT_noBrain_0homko,14,0.00047901,0.00013148,0.779661016949153
ESRP1,PMT_noBrain_0homko,8,0.000042308,0.0000080383,0.924828934506354
ESRP2,noDisorder_0homko,16,0.00027843,0.000068986,0.888300835654596
ESRRA,noDisorder_0homko,11,0.000024962,0.0000043502,0.835298742138365
ESRRB,confirmed_noBrain_0homko,14,0.00010641,0.000064545,0.948278388278388
ESRRG,noDisorder_0homko,1,0.00002876,0.0000045637,0.958968772694263
ESS2,noDisorder_0homko,22,0.00022344,0.000032518,0.808805031446541
ESX1,noDisorder_0homko,X,0,0,0.115642915642916
ESYT1,training_validation_dispensable,12,0.00058947,0.00018291,0.759336349924585
ESYT2,noDisorder_0homko,7,0.00015181,0.000012044,0.845136485966936
ESYT3,noDisorder_0homko,3,0.0010389,0.0001233,0.768019541525742
ETAA1,noDisorder_0homko,2,0.000069495,0.000024588,0.428191298094211
ETDA,noDisorder_0homko,X,,,0.114444444444444
ETDB,noDisorder_0homko,X,,,0.0538888888888889
ETDC,noDisorder_0homko,X,,,0.120555555555556
ETF1,noDisorder_0homko,5,0.0000081876,0.0000042107,0.989802130898021
ETFA,training_validation_brain_disease,15,0.00023919,0.000055743,0.914870259481038
ETFB,training_validation_brain_disease,19,0.000032034,0.0000079869,0.865755208333333
ETFBKMT,training_validation_dispensable,12,0.0045253,0.0043775,0.706970849176172
ETFDH,training_validation_brain_disease,4,0.00055385,0.00012782,0.87831715210356
ETFRF1,noDisorder_0homko,12,0.000092283,0.000016101,0.8996336996337
ETHE1,training_validation_brain_disease,19,0.000080508,0.000016003,0.75359477124183
ETNK1,noDisorder_0homko,12,0.00010183,0.000059809,0.900091575091575
ETNK2,noDisorder_0homko,1,0.000052119,0.000004211,0.840051679586563
ETNPPL,training_validation_dispensable,4,0.00020832,0.00011598,0.769333333333333
ETS1,noDisorder_0homko,11,0.000028239,0.0000041126,0.890603566529492
ETS2,noDisorder_0homko,21,0.000024256,0.0000081965,0.819929078014184
ETV1,noDisorder_0homko,7,0.000068462,0.000024148,0.973221757322176
ETV2,noDisorder_0homko,19,0.000040696,0.000012389,0.288921282798834
ETV3,noDisorder_0homko,1,0.00001194,0.0000079558,0.723521767381417
ETV3L,noDisorder_0homko,1,0.00048023,0.00032282,0.47292817679558
ETV4,noDisorder_0homko,17,0.00018034,0.000044333,0.886666666666667
ETV5,noDisorder_0homko,3,0.0000039884,0.0000039884,0.906392694063927
ETV6,confirmed_noBrain_0homko,12,0.000027925,0.0000080094,0.942310522442973
ETV7,noDisorder_0homko,6,0.00030876,0.000071577,0.492495126705653
EVA1A,noDisorder_0homko,2,0.00003229,0.0000079955,0.801525054466231
EVA1B,noDisorder_0homko,1,0,0,0.760240963855422
EVA1C,noDisorder_0homko,21,0.000081568,0.000015906,0.730920060331825
EVC,training_validation_brain_disease,4,0.00043524,0.000051701,0.568244377307821
EVC2,training_validation_brain_disease,4,0.00085042,0.00010736,0.557168321874204
EVI2A,noDisorder_0homko,17,0.000083692,0.000019933,0.547679324894515
EVI2B,noDisorder_0homko,17,0.00015929,0.000079634,0.35011135857461
EVI5,training_validation_dispensable,1,0.00096013,0.00040783,0.944019728729963
EVI5L,noDisorder_0homko,19,0.0000079698,0.0000039931,0.835345911949685
EVL,noDisorder_0homko,14,0.000024033,0.0000041367,0.883691328560064
EVPL,noDisorder_0homko,17,0.0012257,0.00021252,0.733792199278925
EVPLL,training_validation_dispensable,17,0.00012434,0.000034945,0.645805739514349
EVX1,noDisorder_0homko,7,0.000058044,0.000012253,0.883415032679739
