HGNC ID,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Locus type,Locus group,Ensembl gene ID,NCBI Gene ID(supplied by NCBI),Ensembl ID(supplied by Ensembl),UniProt ID(supplied by UniProt),Mouse genome database ID(supplied by MGI),Rat genome database ID(supplied by RGD),chr,MIM_Number,morbid,phen,phen_MIM_number,inheritance,phen_additional,phen_MIM_number_additional,inheritance_additional,ClinicalSynopsis,Neurologic_ClinicalSynopsis,intellectual_disability,seizures,motor_development,language_development,spasticity,ataxia,gene_category,pseudoautosomal,f_m_misc_OMIM,monogenic_disorder,Function [CC],Gene ontology (biological process),Gene ontology (molecular function),Subcellular location [CC],Subunit structure [CC],Chromosome/scaffold name,Gene start (bp),Gene end (bp),Karyotype band,pLI,LOEUF,syn_z,mis_z,exp_lof,CpG_density,transcript_ID,exon_score,promoter_score,CDS_length,number_paralogues_90_perc,paralogues_90_perc,paralogues_90_logic,number_paralogues_95_perc,paralogues_95_perc,paralogues_95_logic,tau,max_expression_log2,max_tissue,tissue_specificity,Other_Brain_tissues,Cerebellar_tissues,brain_high,XCI,BS_Pre_Post,BS_Pre_Post1,BS_Pre_Post2,BS_Post1_Post2,gene_group
HGNC:8148,OPHN1,oligophrenin 1,Approved,MRX60,"OPN1, ARHGAP41",Xq12,gene with protein product,protein-coding gene,ENSG00000079482,4983,ENSG00000079482,O60890,MGI:2151070,RGD:1563435,X,300127,TRUE,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance",300486,X-linked recessive,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,confirmed +CS,FALSE,TRUE,confirmed,"FUNCTION: Stimulates GTP hydrolysis of members of the Rho family. Its action on RHOA activity and signaling is implicated in growth and stabilization of dendritic spines, and therefore in synaptic function. Critical for the stabilization of AMPA receptors at postsynaptic sites. Critical for the regulation of synaptic vesicle endocytosis at presynaptic terminals. Required for the localization of NR1D1 to dendrites, can suppress its repressor activity and protect it from proteasomal degradation (By similarity). {ECO:0000250}.","actin cytoskeleton organization [GO:0030036]; axon guidance [GO:0007411]; cell junction assembly [GO:0034329]; cell morphogenesis involved in neuron differentiation [GO:0048667]; cerebellar granule cell differentiation [GO:0021707]; cerebral cortex neuron differentiation [GO:0021895]; establishment of epithelial cell apical/basal polarity [GO:0045198]; negative regulation of proteasomal protein catabolic process [GO:1901799]; nervous system development [GO:0007399]; neuron differentiation [GO:0030182]; neuron projection development [GO:0031175]; regulation of endocytosis [GO:0030100]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]; regulation of synaptic transmission, glutamatergic [GO:0051966]; signal transduction [GO:0007165]; substrate-dependent cell migration, cell extension [GO:0006930]; synaptic vesicle endocytosis [GO:0048488]",actin binding [GO:0003779]; GTPase activator activity [GO:0005096]; ionotropic glutamate receptor binding [GO:0035255]; phospholipid binding [GO:0005543],"SUBCELLULAR LOCATION: Cell junction, synapse, postsynapse {ECO:0000250|UniProtKB:P0CAX5}. Cell junction, synapse, presynapse {ECO:0000250|UniProtKB:P0CAX5}. Cell projection, axon {ECO:0000250|UniProtKB:P0CAX5}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:P0CAX5}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q99J31}. Cytoplasm {ECO:0000250|UniProtKB:Q99J31}.",SUBUNIT: Interacts with HOMER1. Interacts with AMPA receptor complexes. Interacts with SH3GL2 (endophilin-A1) (By similarity). Interacts (via C-terminus) with NR1D1 (By similarity). {ECO:0000250}.,X,68042344,68433913,q12,0.99985,0.161,0.18004,2.5929,29.485,0.4435657491316002,ENST00000355520,0.8771689497716895,0.16660834791302176,2409,,,,,,,0.43732764599196267,4.19503256501146,Cervix - Ectocervix,broadly expressed,3.2299031894461123,3.2991193471671587,FALSE,high confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:816,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,Approved,"SCAX1, CLA2","PMCA3, CFAP39",Xq28,gene with protein product,protein-coding gene,ENSG00000067842,492,ENSG00000067842,Q16720,MGI:1347353,RGD:621304,X,300014,TRUE,,,,"?Spinocerebellar ataxia, X-linked 1",302500,X-linked recessive,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,PMT +CS,FALSE,,PMT,FUNCTION: This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium out of the cell.,calcium ion export across plasma membrane [GO:1990034]; cellular calcium ion homeostasis [GO:0006874]; ion transmembrane transport [GO:0034220]; regulation of cardiac conduction [GO:1903779]; regulation of cytosolic calcium ion concentration [GO:0051480],"ATPase-coupled cation transmembrane transporter activity [GO:0019829]; ATP binding [GO:0005524]; calcium ion transmembrane transporter activity [GO:0015085]; calcium transmembrane transporter activity, phosphorylative mechanism [GO:0005388]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; PDZ domain binding [GO:0030165]",SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,SUBUNIT: Interacts with PDZD11. {ECO:0000269|PubMed:12763866}.,X,153517676,153582939,q28,0.99945,0.222,-0.14356,2.7453,34.854,0.5308737023786161,ENST00000349466,0.7743652743652744,0.06185953511622094,3663,3,"ATP2B2 (83, 82, chr3); ATP2B1 (81, 81, chr12); ATP2B4 (75, 76, chr1)",TRUE,,,,0.9182722047572853,5.297439060404919,Cerebellar_tissues,tissue-specific,2.8315246293720207,5.297439060404919,TRUE,discordant,Post_higher_vs_Pre,no difference_Pre_Post1,Post2_higher_vs_Pre,Post2_higher_vs_Post1,PMT
HGNC:8512,OTC,ornithine transcarbamylase,Approved,,OTCase,Xp11.4,gene with protein product,protein-coding gene,ENSG00000036473,5009,ENSG00000036473,P00480,MGI:97448,RGD:3236,X,300461,TRUE,Ornithine transcarbamylase deficiency,311250,X-linked recessive,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,confirmed +CS,FALSE,TRUE,confirmed,"",ammonia homeostasis [GO:0097272]; anion homeostasis [GO:0055081]; arginine biosynthetic process via ornithine [GO:0042450]; citrulline biosynthetic process [GO:0019240]; liver development [GO:0001889]; midgut development [GO:0007494]; ornithine catabolic process [GO:0006593]; response to biotin [GO:0070781]; response to drug [GO:0042493]; response to insulin [GO:0032868]; response to zinc ion [GO:0010043]; urea cycle [GO:0000050],amino acid binding [GO:0016597]; identical protein binding [GO:0042802]; ornithine carbamoyltransferase activity [GO:0004585]; phosphate ion binding [GO:0042301]; phospholipid binding [GO:0005543],SUBCELLULAR LOCATION: Mitochondrion matrix.,"SUBUNIT: Homotrimer. {ECO:0000269|PubMed:10813810, ECO:0000269|PubMed:9852088}.",X,38352586,38421446,p11.4,0.87295,0.406,0.19199,1.3274,15.524,0.22185930422457092,ENST00000039007,0.9323943661971831,0.15466133466633342,1065,,,,,,,0.908465968933338,5.708642490659604,Liver,tissue-specific,0.24052804610187958,0.09667766448383099,FALSE,discordant,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:8542,P2RY4,pyrimidinergic receptor P2Y4,Approved,,"NRU, P2Y4, UNR, P2P",Xq13.1,gene with protein product,protein-coding gene,ENSG00000186912,5030,ENSG00000186912,P51582,MGI:1926594,RGD:61798,X,300038,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Receptor for UTP and UDP coupled to G-proteins that activate a phosphatidylinositol-calcium second messenger system. Not activated by ATP or ADP.,cellular response to ATP [GO:0071318]; cellular response to prostaglandin E stimulus [GO:0071380]; G protein-coupled receptor signaling pathway [GO:0007186]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; transepithelial chloride transport [GO:0030321],ATP binding [GO:0005524]; G protein-coupled purinergic nucleotide receptor activity [GO:0045028]; G protein-coupled UTP receptor activity [GO:0045030],SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,"",X,70258170,70259764,q13.1,0.1687,1,0.6005,-0.31675,6.286,0.24835272295477653,ENST00000374519,0.6787795992714025,0.27400649837540614,1098,,,,,,,0.735391699530901,1.1933112688777776,Skin - Not Sun Exposed (Suprapubic),tissue-specific,0.026472468423193625,0.06518763354165752,FALSE,low confidence non-escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:8592,PAK3,p21 (RAC1) activated kinase 3,Approved,"MRX30, MRX47","hPAK3, bPAK",Xq23,gene with protein product,protein-coding gene,ENSG00000077264,5063,ENSG00000077264,O75914,MGI:1339656,RGD:3251,X,300142,TRUE,"Mental retardation, X-linked 30/47",300558,X-linked recessive,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,confirmed +CS,FALSE,,confirmed,"FUNCTION: Serine/threonine protein kinase that plays a role in a variety of different signaling pathways including cytoskeleton regulation, cell migration, or cell cycle regulation. Plays a role in dendrite spine morphogenesis as well as synapse formation and plasticity. Acts as downstream effector of the small GTPases CDC42 and RAC1. Activation by the binding of active CDC42 and RAC1 results in a conformational change and a subsequent autophosphorylation on several serine and/or threonine residues. Phosphorylates MAPK4 and MAPK6 and activates the downstream target MAPKAPK5, a regulator of F-actin polymerization and cell migration. Additionally, phosphorylates TNNI3/troponin I to modulate calcium sensitivity and relaxation kinetics of thin myofilaments. May also be involved in early neuronal development. {ECO:0000269|PubMed:21177870}.",activation of protein kinase activity [GO:0032147]; axonogenesis [GO:0007409]; cellular response to organic cyclic compound [GO:0071407]; dendrite development [GO:0016358]; dendritic spine morphogenesis [GO:0060997]; ephrin receptor signaling pathway [GO:0048013]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of neuron apoptotic process [GO:0043525]; regulation of actin filament polymerization [GO:0030833]; regulation of axonogenesis [GO:0050770]; signal transduction by protein phosphorylation [GO:0023014]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated protein kinase signaling cascade [GO:0031098]; synapse organization [GO:0050808]; T cell costimulation [GO:0031295]; T cell receptor signaling pathway [GO:0050852],ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho GTPase binding [GO:0017048]; SH3 domain binding [GO:0017124],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,"SUBUNIT: Interacts tightly with GTP-bound but not GDP-bound CDC42/p21 and RAC1. Shows highly specific binding to the SH3 domains of phospholipase C-gamma and of adapter protein NCK. Interacts with the C-terminal of APP (By similarity). Interacts with ARHGEF6 and ARHGEF7. {ECO:0000250, ECO:0000269|PubMed:11741931}.",X,110944285,111227361,q23,0.98716,0.286,0.31885,3.5336,21.98,0.3948147660722511,ENST00000372007,0.9680733944954129,0.29250187453136717,1635,2,"PAK1 (73, 77, chr11); PAK2 (70, 78, chr3)",TRUE,,,,0.7209578392954261,4.749072960565994,Pituitary,tissue-specific,3.25060994954212,1.2812115829612363,FALSE,high confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:8656,PCDH11X,protocadherin 11 X-linked,Approved,PCDH11,"PCDH-X, PCDHX, PPP1R119",Xq21.31,gene with protein product,protein-coding gene,ENSG00000102290,27328,ENSG00000102290,Q9BZA7,MGI:2442849,RGD:1562864,X,300246,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Potential calcium-dependent cell-adhesion protein.,cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of phosphatase activity [GO:0010923],calcium ion binding [GO:0005509],SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,"",X,91779261,92623230,q21.31,0.015836,0.56,-0.87839,2.2979,25.785,0.3566969859104691,ENST00000373094,0.8312809099901088,0.2147963009247688,4044,1,"PCDH11Y (95, 96, chrY)",TRUE,1,"PCDH11Y (95, 96, chrY)",TRUE,0.9038793801051305,1.9673678406606003,Artery - Aorta,tissue-specific,0.7231111583520099,0.04777860854681306,FALSE,discordant,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:868,ATP6AP1,ATPase H+ transporting accessory protein 1,Approved,"ATP6S1, ATP6IP1","ORF, XAP-3, VATPS1, 16A, Ac45, XAP3, CF2",Xq28,gene with protein product,protein-coding gene,ENSG00000071553,537,ENSG00000071553,Q15904,MGI:109629,RGD:620423,X,300197,TRUE,Immunodeficiency 47,300972,X-linked recessive,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,FALSE,,confirmed,"FUNCTION: Accessory subunit of the proton-transporting vacuolar (V)-ATPase protein pump, which is required for luminal acidification of secretory vesicles. Guides the V-type ATPase into specialized subcellular compartments, such as neuroendocrine regulated secretory vesicles or the ruffled border of the osteoclast, thereby regulating its activity. Involved in membrane trafficking and Ca(2+)-dependent membrane fusion. May play a role in the assembly of the V-type ATPase complex. In aerobic conditions, involved in intracellular iron homeostasis, thus triggering the activity of Fe(2+) prolyl hydroxylase (PHD) enzymes, and leading to HIF1A hydroxylation and subsequent proteasomal degradation (PubMed:28296633). {ECO:0000269|PubMed:28296633, ECO:0000305|PubMed:27231034}.",cellular iron ion homeostasis [GO:0006879]; cellular response to increased oxygen levels [GO:0036295]; establishment of organelle localization [GO:0051656]; insulin receptor signaling pathway [GO:0008286]; ion transmembrane transport [GO:0034220]; pH reduction [GO:0045851]; positive regulation of bone resorption [GO:0045780]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of exocytosis [GO:0045921]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of osteoclast development [GO:2001206]; proton transmembrane transport [GO:1902600]; regulation of cellular pH [GO:0030641]; transferrin transport [GO:0033572],ATP binding [GO:0005524]; Rab GTPase binding [GO:0017137],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:27231034}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:27231034}. Note=Not detected in trans-Golgi network. {ECO:0000269|PubMed:27231034}.,"SUBUNIT: Accessory component of the multisubunit proton-transporting vacuolar (V)-ATPase protein pump. Interacts (via N-terminus) with ATP6AP2 (via N-terminus). {ECO:0000269|PubMed:29127204, ECO:0000305|PubMed:27231034}.",X,154428645,154436516,q28,0.99079,0.213,0.22052,1.5308,14.06,0.5124448433947923,ENST00000369762,0.6670912951167728,0.08102974256435891,1413,,,,,,,0.18625512953979426,7.2297273021890005,Cerebellar_tissues,broadly expressed,5.73851655904072,7.2297273021890005,TRUE,low confidence non-escapee,Post_higher_vs_Pre,no difference_Pre_Post1,Post2_higher_vs_Pre,Post2_higher_vs_Post1,confirmed monogenic disorder
HGNC:869,ATP7A,ATPase copper transporting alpha,Approved,MNK,,Xq21.1,gene with protein product,protein-coding gene,ENSG00000165240,538,ENSG00000165240,Q04656,MGI:99400,RGD:2179,X,300011,TRUE,"Menkes disease // Occipital horn syndrome // Spinal muscular atrophy, distal, X-linked 3",309400 // 304150 // 300489,X-linked recessive // X-linked recessive // X-linked recessive,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,FALSE,,confirmed,"FUNCTION: May supply copper to copper-requiring proteins within the secretory pathway, when localized in the trans-Golgi network. Under conditions of elevated extracellular copper, it relocalized to the plasma membrane where it functions in the efflux of copper from cells.",antimicrobial humoral response [GO:0019730]; blood vessel development [GO:0001568]; blood vessel remodeling [GO:0001974]; cartilage development [GO:0051216]; catecholamine metabolic process [GO:0006584]; cellular copper ion homeostasis [GO:0006878]; cellular response to amino acid stimulus [GO:0071230]; cellular response to antibiotic [GO:0071236]; cellular response to cadmium ion [GO:0071276]; cellular response to cobalt ion [GO:0071279]; cellular response to copper ion [GO:0071280]; cellular response to hypoxia [GO:0071456]; cellular response to iron ion [GO:0071281]; cellular response to lead ion [GO:0071284]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; central nervous system neuron development [GO:0021954]; cerebellar Purkinje cell differentiation [GO:0021702]; collagen fibril organization [GO:0030199]; copper ion export [GO:0060003]; copper ion import [GO:0015677]; copper ion transport [GO:0006825]; detoxification of copper ion [GO:0010273]; dopamine metabolic process [GO:0042417]; elastic fiber assembly [GO:0048251]; elastin biosynthetic process [GO:0051542]; epinephrine metabolic process [GO:0042414]; extracellular matrix organization [GO:0030198]; hair follicle morphogenesis [GO:0031069]; in utero embryonic development [GO:0001701]; ion transmembrane transport [GO:0034220]; lactation [GO:0007595]; liver development [GO:0001889]; locomotory behavior [GO:0007626]; lung alveolus development [GO:0048286]; mitochondrion organization [GO:0007005]; negative regulation of iron ion transmembrane transport [GO:0034760]; neuron projection morphogenesis [GO:0048812]; norepinephrine metabolic process [GO:0042415]; peptidyl-lysine modification [GO:0018205]; pigmentation [GO:0043473]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cell size [GO:0045793]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of oxidoreductase activity [GO:0051353]; positive regulation of response to wounding [GO:1903036]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; pyramidal neuron development [GO:0021860]; regulation of cytochrome-c oxidase activity [GO:1904959]; regulation of gene expression [GO:0010468]; regulation of oxidative phosphorylation [GO:0002082]; removal of superoxide radicals [GO:0019430]; response to iron(III) ion [GO:0010041]; response to manganese ion [GO:0010042]; response to zinc ion [GO:0010043]; serotonin metabolic process [GO:0042428]; skin development [GO:0043588]; T-helper cell differentiation [GO:0042093]; tryptophan metabolic process [GO:0006568],"ATP binding [GO:0005524]; chaperone binding [GO:0051087]; copper-dependent protein binding [GO:0032767]; copper ion binding [GO:0005507]; copper ion transmembrane transporter activity [GO:0005375]; copper transmembrane transporter activity, phosphorylative mechanism [GO:0043682]; cuprous ion binding [GO:1903136]; Rac GTPase binding [GO:0048365]; superoxide dismutase copper chaperone activity [GO:0016532]","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:10484781, ECO:0000269|PubMed:9147644, ECO:0000269|PubMed:9467005}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:10484781, ECO:0000269|PubMed:9147644}; Multi-pass membrane protein {ECO:0000255}. Note=Cycles constitutively between the trans-Golgi network (TGN) and the plasma membrane (PubMed:9147644). Predominantly found in the TGN and relocalized to the plasma membrane in response to elevated copper levels. {ECO:0000269|PubMed:9147644}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm, cytosol {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Endoplasmic reticulum {ECO:0000269|PubMed:9467005}.","SUBUNIT: Monomer. Interacts with PDZD11. Interacts with ATOX1 and COMMD1 (PubMed:21667063). {ECO:0000269|PubMed:16051599, ECO:0000269|PubMed:21667063}.",X,77910656,78050395,q21.1,0.99983,0.216,1.9983,1.5302,42.442,0.47538076170625126,ENST00000341514,0.8619142793693093,0.12554361409647588,4503,1,"ATP7B (54, 56, chr13)",TRUE,,,,0.3758106471625627,3.839697621869984,Skin - Sun Exposed (Lower leg),broadly expressed,0.9780645362068482,0.8690082940477518,FALSE,discordant,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:8749,CDK16,cyclin dependent kinase 16,Approved,PCTK1,"PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665",Xp11.3,gene with protein product,protein-coding gene,ENSG00000102225,5127,ENSG00000102225,Q00536,MGI:97516,RGD:620584,X,311550,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Protein kinase that plays a role in vesicle-mediated transport processes and exocytosis. Regulates GH1 release by brain neurons. Phosphorylates NSF, and thereby regulates NSF oligomerization. Required for normal spermatogenesis. Regulates neuron differentiation and dendrite development (By similarity). Plays a role in the regulation of insulin secretion in response to changes in blood glucose levels. Can phosphorylate CCNY at 'Ser-336' (in vitro). {ECO:0000250, ECO:0000269|PubMed:22184064, ECO:0000269|PubMed:22796189, ECO:0000269|PubMed:22798068}.",exocytosis [GO:0006887]; growth hormone secretion [GO:0030252]; neuron projection development [GO:0031175]; protein phosphorylation [GO:0006468]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]; spermatogenesis [GO:0007283],ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein serine/threonine kinase activity [GO:0004674],"SUBCELLULAR LOCATION: Cytoplasm. Cytoplasmic vesicle, secretory vesicle. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell junction, synapse, synaptosome {ECO:0000250}. Note=Colocalizes with insulin in pancreas islets. Recruited to the cell membrane by CCNY.","SUBUNIT: Found in a complex containing CABLES1, CDK17 and TDRD7. Interacts with YWHAH, YWHAQ and YWHAZ. Interacts with NSF. Identified in a complex with NSF, syntaxin-1, synaptotagmin, SYN1, SYP and CDK5R1 (By similarity). Interacts with BRSK2. Interacts with CCNY; this increases the CDK16 kinase activity. {ECO:0000250, ECO:0000269|PubMed:22184064, ECO:0000269|PubMed:22796189, ECO:0000269|PubMed:22798068}.",X,47217860,47229997,p11.3,0.9948,0.258,1.3209,2.9103,24.418,0.6162475554465594,ENST00000357227,0.8184439973172367,0.254336415896026,1491,2,"CDK17 (63, 68, chr12); CDK18 (53, 60, chr1)",TRUE,,,,0.24993261869193187,7.2823332299435375,Cerebellar_tissues,broadly expressed,5.082281060542067,7.2823332299435375,TRUE,high confidence escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:8755,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta",Approved,,"CCT-beta, CTB",Xp22.11,gene with protein product,protein-coding gene,ENSG00000102230,9468,ENSG00000102230,Q9Y5K3,MGI:2147987,RGD:708434,X,300948,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Controls phosphatidylcholine synthesis.,ovarian follicle development [GO:0001541]; phosphatidylcholine biosynthetic process [GO:0006656]; spermatogenesis [GO:0007283],choline-phosphate cytidylyltransferase activity [GO:0004105]; identical protein binding [GO:0042802]; phosphatidylcholine binding [GO:0031210],SUBCELLULAR LOCATION: Endoplasmic reticulum.,SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P19836}.,X,24558087,24672677,p22.11,0.89723,0.403,-0.49869,2.1588,11.758,0.3543178053555136,ENST00000379144,0.9459459459459459,0.30747313171707075,1110,1,"PCYT1A (68, 66, chr3)",TRUE,,,,0.7591031738618332,3.8191470026324503,Testis,tissue-specific,3.391982128971707,2.5754309366458217,FALSE,high confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,Post2_higher_vs_Post1,no disorder
